Year,Country,ISO3,Continent,Ind Code,Industry,Value (LCU),Value (USD),Exchange Rate,Volatility
2017,Belgium,BEL,Europe,G,Manufacture of rubber and plastics products,2328.1,2583.06,1.109514196125596,0.11930925917584466
2017,Belgium,BEL,Europe,H,Manufacture of other non-metallic mineral products,2496.7,2770.12,1.1095125565746786,0.11930925917584466
2017,Belgium,BEL,Europe,I,Manufacture of basic metals,2377.9,2638.31,1.1095125951469784,0.11930925917584466
2017,Belgium,BEL,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",10189.2,11305.05,1.1095130137792957,0.11930925917584466
2017,Belgium,BEL,Europe,K,Manufacture of transport equipment,3352.4,3719.53,1.1095125879966592,0.11930925917584466
2017,Belgium,BEL,Europe,L,"Manufacture of furniture, other manufacturing",1293.6,1435.27,1.1095160791589365,0.11930925917584466
2018,Belgium,BEL,Europe,A,"Manufacture of food products, beverages and tobacco products",7857.4,8717.89,1.109513325018454,0.11930925917584466
2018,Belgium,BEL,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",1267.3,1406.09,1.1095162944843369,0.11930925917584466
2018,Belgium,BEL,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",839.9,931.88,1.1095130372663413,0.11930925917584466
2018,Belgium,BEL,Europe,D,Manufacture of paper products and printing,1811.4,2009.77,1.109511979684222,0.11930925917584466
2018,Belgium,BEL,Europe,E,Manufacture of coke and refined petroleum products,1161.6,1288.81,1.109512741046832,0.11930925917584466
2018,Belgium,BEL,Europe,F,Manufacturing of chemicals and pharmaceutical products,16707.4,18537.08,1.1095131498617379,0.11930925917584466
2018,Belgium,BEL,Europe,G,Manufacture of rubber and plastics products,2142.0,2376.58,1.109514472455649,0.11930925917584466
2018,Belgium,BEL,Europe,H,Manufacture of other non-metallic mineral products,2542.2,2820.6,1.1095114467783809,0.11930925917584466
2018,Belgium,BEL,Europe,I,Manufacture of basic metals,2329.5,2584.61,1.1095127709808972,0.11930925917584466
2018,Belgium,BEL,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",9890.3,10973.42,1.1095133615764943,0.11930925917584466
2018,Belgium,BEL,Europe,K,Manufacture of transport equipment,3267.6,3625.45,1.1095146284734974,0.11930925917584466
2018,Belgium,BEL,Europe,L,"Manufacture of furniture, other manufacturing",1296.8,1438.82,1.1095157310302282,0.11930925917584466
2019,Belgium,BEL,Europe,A,"Manufacture of food products, beverages and tobacco products",8019.0,8897.19,1.1095136550692106,0.11930925917584466
2019,Belgium,BEL,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",1066.6,1183.41,1.1095162197637354,0.11930925917584466
2019,Belgium,BEL,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",871.5,966.94,1.1095123350545038,0.11930925917584466
2019,Belgium,BEL,Europe,D,Manufacture of paper products and printing,1741.5,1932.21,1.1095090439276487,0.11930925917584466
2019,Belgium,BEL,Europe,E,Manufacture of coke and refined petroleum products,1356.1,1504.61,1.1095125728191135,0.11930925917584466
2019,Belgium,BEL,Europe,F,Manufacturing of chemicals and pharmaceutical products,18442.5,20462.2,1.1095133523112377,0.11930925917584466
2019,Belgium,BEL,Europe,G,Manufacture of rubber and plastics products,2240.8,2486.2,1.109514459121742,0.11930925917584466
2019,Belgium,BEL,Europe,H,Manufacture of other non-metallic mineral products,2396.3,2658.73,1.1095146684471893,0.11930925917584466
2019,Belgium,BEL,Europe,I,Manufacture of basic metals,2395.5,2657.84,1.1095136714673346,0.11930925917584466
2019,Belgium,BEL,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",9904.9,10989.62,1.1095134731294614,0.11930925917584466
2019,Belgium,BEL,Europe,K,Manufacture of transport equipment,3245.5,3600.93,1.109514712679094,0.11930925917584466
2019,Belgium,BEL,Europe,L,"Manufacture of furniture, other manufacturing",1396.8,1549.77,1.1095146048109965,0.11930925917584466
2020,Belgium,BEL,Europe,A,"Manufacture of food products, beverages and tobacco products",7535.9,8361.18,1.1095131304820924,0.11930925917584466
2020,Belgium,BEL,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",937.5,1040.17,1.1095146666666666,0.11930925917584466
2020,Belgium,BEL,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",837.1,928.77,1.1095090192330666,0.11930925917584466
2020,Belgium,BEL,Europe,D,Manufacture of paper products and printing,1595.5,1770.23,1.1095142588530242,0.11930925917584466
2020,Belgium,BEL,Europe,E,Manufacture of coke and refined petroleum products,755.0,837.68,1.1095099337748344,0.11930925917584466
2020,Belgium,BEL,Europe,F,Manufacturing of chemicals and pharmaceutical products,19641.5,21792.51,1.1095135300257108,0.11930925917584466
2020,Belgium,BEL,Europe,G,Manufacture of rubber and plastics products,2294.3,2545.56,1.109514884714292,0.11930925917584466
2020,Belgium,BEL,Europe,H,Manufacture of other non-metallic mineral products,2197.8,2438.49,1.1095140595140593,0.11930925917584466
2020,Belgium,BEL,Europe,I,Manufacture of basic metals,2322.7,2577.07,1.1095147888233523,0.11930925917584466
2020,Belgium,BEL,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",9162.9,10166.36,1.109513363673073,0.11930925917584466
2020,Belgium,BEL,Europe,K,Manufacture of transport equipment,2776.9,3081.01,1.1095142064892507,0.11930925917584466
2020,Belgium,BEL,Europe,L,"Manufacture of furniture, other manufacturing",1314.4,1458.34,1.1095100426049906,0.11930925917584466
2021,Belgium,BEL,Europe,A,"Manufacture of food products, beverages and tobacco products",8122.2,9011.69,1.1095134323212923,0.11930925917584466
2021,Belgium,BEL,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",965.8,1071.57,1.109515427624767,0.11930925917584466
2021,Belgium,BEL,Europe,E,Manufacture of coke and refined petroleum products,1549.2,1718.86,1.1095145881745416,0.11930925917584466
2021,Belgium,BEL,Europe,F,Manufacturing of chemicals and pharmaceutical products,18582.1,20617.09,1.1095134564984583,0.11930925917584466
2021,Belgium,BEL,Europe,K,Manufacture of transport equipment,2895.2,3212.26,1.109512296214424,0.11930925917584466
2000,Brazil,BRA,South America,A,"Manufacture of food products, beverages and tobacco products",18078.21,9881.92,0.546620489528554,0.10171845202368249
2000,Brazil,BRA,South America,B,"Manufacture of textiles, wearing apparel, leather and related products",18646.98,10192.82,0.5466204178907255,0.10171845202368249
2000,Brazil,BRA,South America,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3311.71,1810.25,0.5466209299727331,0.10171845202368249
2000,Brazil,BRA,South America,D,Manufacture of paper products and printing,10516.62,5748.6,0.5466204921353058,0.10171845202368249
2000,Brazil,BRA,South America,E,Manufacture of coke and refined petroleum products,9199.7,5028.74,0.5466199984782112,0.10171845202368249
2000,Brazil,BRA,South America,F,Manufacturing of chemicals and pharmaceutical products,20986.96,11471.9,0.5466203776059039,0.10171845202368249
2000,Brazil,BRA,South America,G,Manufacture of rubber and plastics products,5997.72,3278.48,0.5466210493320796,0.10171845202368249
2000,Brazil,BRA,South America,H,Manufacture of other non-metallic mineral products,5940.97,3247.46,0.5466211746566638,0.10171845202368249
2000,Brazil,BRA,South America,I,Manufacture of basic metals,5443.46,2975.51,0.546621082914176,0.10171845202368249
2000,Brazil,BRA,South America,J,"Manufacture of fabricated metal products, machinery and equipment",30506.4,16675.42,0.5466203812970393,0.10171845202368249
2000,Brazil,BRA,South America,K,Manufacture of transport equipment,17387.54,9504.38,0.5466201659349166,0.10171845202368249
2000,Brazil,BRA,South America,L,"Manufacture of furniture, other manufacturing",8578.55,4689.21,0.54662034959288,0.10171845202368249
2001,Brazil,BRA,South America,A,"Manufacture of food products, beverages and tobacco products",20424.78,8692.76,0.4255987090191425,0.10171845202368249
2001,Brazil,BRA,South America,B,"Manufacture of textiles, wearing apparel, leather and related products",20961.02,8920.98,0.42559856342868807,0.10171845202368249
2001,Brazil,BRA,South America,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3616.84,1539.32,0.4255980358545028,0.10171845202368249
2001,Brazil,BRA,South America,D,Manufacture of paper products and printing,11056.9,4705.8,0.425598495057385,0.10171845202368249
2001,Brazil,BRA,South America,E,Manufacture of coke and refined petroleum products,10112.31,4303.78,0.4255981076529497,0.10171845202368249
2001,Brazil,BRA,South America,F,Manufacturing of chemicals and pharmaceutical products,21579.96,9184.4,0.4255985645941883,0.10171845202368249
2001,Brazil,BRA,South America,G,Manufacture of rubber and plastics products,5293.68,2252.98,0.425598071662813,0.10171845202368249
2001,Brazil,BRA,South America,H,Manufacture of other non-metallic mineral products,6580.47,2800.64,0.42559877941849134,0.10171845202368249
2001,Brazil,BRA,South America,I,Manufacture of basic metals,5565.96,2368.87,0.42559953718675664,0.10171845202368249
2001,Brazil,BRA,South America,J,"Manufacture of fabricated metal products, machinery and equipment",35572.18,15139.47,0.4255985998046788,0.10171845202368249
2001,Brazil,BRA,South America,K,Manufacture of transport equipment,21260.84,9048.58,0.4255984241450479,0.10171845202368249
2001,Brazil,BRA,South America,L,"Manufacture of furniture, other manufacturing",8910.33,3792.23,0.425599276345545,0.10171845202368249
2002,Brazil,BRA,South America,A,"Manufacture of food products, beverages and tobacco products",17338.34,5937.05,0.34242320775806684,0.10171845202368249
2002,Brazil,BRA,South America,B,"Manufacture of textiles, wearing apparel, leather and related products",21507.45,7364.65,0.3424232068422802,0.10171845202368249
2002,Brazil,BRA,South America,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4715.79,1614.8,0.34242406892588517,0.10171845202368249
2002,Brazil,BRA,South America,D,Manufacture of paper products and printing,10627.49,3639.1,0.34242328150861584,0.10171845202368249
2002,Brazil,BRA,South America,E,Manufacture of coke and refined petroleum products,9723.47,3329.54,0.34242302387933526,0.10171845202368249
2002,Brazil,BRA,South America,F,Manufacturing of chemicals and pharmaceutical products,23184.18,7938.8,0.34242315233922443,0.10171845202368249
2002,Brazil,BRA,South America,G,Manufacture of rubber and plastics products,5319.83,1821.63,0.3424225962107812,0.10171845202368249
2002,Brazil,BRA,South America,H,Manufacture of other non-metallic mineral products,6566.85,2248.64,0.34242292727868,0.10171845202368249
2002,Brazil,BRA,South America,I,Manufacture of basic metals,9873.29,3380.84,0.34242283980314564,0.10171845202368249
2002,Brazil,BRA,South America,J,"Manufacture of fabricated metal products, machinery and equipment",40374.51,13825.17,0.342423226932042,0.10171845202368249
2002,Brazil,BRA,South America,K,Manufacture of transport equipment,23360.09,7999.04,0.3424233382662481,0.10171845202368249
2002,Brazil,BRA,South America,L,"Manufacture of furniture, other manufacturing",9451.68,3236.47,0.34242272273288976,0.10171845202368249
2003,Brazil,BRA,South America,A,"Manufacture of food products, beverages and tobacco products",25697.77,8350.28,0.32494181401732525,0.10171845202368249
2003,Brazil,BRA,South America,B,"Manufacture of textiles, wearing apparel, leather and related products",22964.58,7462.15,0.324941714588292,0.10171845202368249
2003,Brazil,BRA,South America,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",5780.43,1878.3,0.32494122409578524,0.10171845202368249
2003,Brazil,BRA,South America,D,Manufacture of paper products and printing,14436.13,4690.9,0.32494165680137266,0.10171845202368249
2003,Brazil,BRA,South America,E,Manufacture of coke and refined petroleum products,25726.32,8359.55,0.32494153847110663,0.10171845202368249
2003,Brazil,BRA,South America,F,Manufacturing of chemicals and pharmaceutical products,33398.3,10852.5,0.3249416886488234,0.10171845202368249
2003,Brazil,BRA,South America,G,Manufacture of rubber and plastics products,9140.26,2970.05,0.3249415224512213,0.10171845202368249
2003,Brazil,BRA,South America,H,Manufacture of other non-metallic mineral products,10856.8,3527.83,0.32494197185174273,0.10171845202368249
2003,Brazil,BRA,South America,I,Manufacture of basic metals,13395.5,4352.76,0.3249419581202643,0.10171845202368249
2003,Brazil,BRA,South America,J,"Manufacture of fabricated metal products, machinery and equipment",45156.87,14673.35,0.32494169768631,0.10171845202368249
2003,Brazil,BRA,South America,K,Manufacture of transport equipment,28437.98,9240.69,0.3249418559264758,0.10171845202368249
2003,Brazil,BRA,South America,L,"Manufacture of furniture, other manufacturing",10943.42,3555.97,0.32494138029976,0.10171845202368249
2004,Brazil,BRA,South America,A,"Manufacture of food products, beverages and tobacco products",33137.25,11328.51,0.341866328678451,0.10171845202368249
2004,Brazil,BRA,South America,B,"Manufacture of textiles, wearing apparel, leather and related products",25279.61,8642.25,0.3418664291102592,0.10171845202368249
2004,Brazil,BRA,South America,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",7618.0,2604.34,0.34186663166185355,0.10171845202368249
2004,Brazil,BRA,South America,D,Manufacture of paper products and printing,16186.44,5533.6,0.3418664017535666,0.10171845202368249
2004,Brazil,BRA,South America,E,Manufacture of coke and refined petroleum products,20834.29,7122.55,0.34186670148106796,0.10171845202368249
2004,Brazil,BRA,South America,F,Manufacturing of chemicals and pharmaceutical products,43321.31,14810.1,0.34186639323695434,0.10171845202368249
2004,Brazil,BRA,South America,G,Manufacture of rubber and plastics products,10658.96,3643.94,0.3418663734548211,0.10171845202368249
2004,Brazil,BRA,South America,H,Manufacture of other non-metallic mineral products,9711.93,3320.18,0.341866137832542,0.10171845202368249
2004,Brazil,BRA,South America,I,Manufacture of basic metals,20522.18,7015.84,0.34186621499275416,0.10171845202368249
2004,Brazil,BRA,South America,J,"Manufacture of fabricated metal products, machinery and equipment",53631.01,18334.64,0.3418663940880472,0.10171845202368249
2004,Brazil,BRA,South America,K,Manufacture of transport equipment,37939.97,12970.4,0.3418663746966589,0.10171845202368249
2004,Brazil,BRA,South America,L,"Manufacture of furniture, other manufacturing",12270.39,4194.84,0.3418668844266564,0.10171845202368249
2005,Brazil,BRA,South America,A,"Manufacture of food products, beverages and tobacco products",43870.0,18020.94,0.410780487804878,0.10171845202368249
2005,Brazil,BRA,South America,B,"Manufacture of textiles, wearing apparel, leather and related products",24637.29,10120.52,0.41078056880444236,0.10171845202368249
2005,Brazil,BRA,South America,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",6476.89,2660.58,0.4107804826081653,0.10171845202368249
2005,Brazil,BRA,South America,D,Manufacture of paper products and printing,15921.64,6540.3,0.41078054773252004,0.10171845202368249
2005,Brazil,BRA,South America,E,Manufacture of coke and refined petroleum products,24457.78,10046.78,0.41078053690891003,0.10171845202368249
2005,Brazil,BRA,South America,F,Manufacturing of chemicals and pharmaceutical products,42603.77,17500.8,0.41078054829420024,0.10171845202368249
2005,Brazil,BRA,South America,G,Manufacture of rubber and plastics products,11963.69,4914.45,0.4107804531879378,0.10171845202368249
2005,Brazil,BRA,South America,H,Manufacture of other non-metallic mineral products,8733.92,3587.72,0.41078003920347333,0.10171845202368249
2005,Brazil,BRA,South America,I,Manufacture of basic metals,23384.42,9605.86,0.4107803400725783,0.10171845202368249
2005,Brazil,BRA,South America,J,"Manufacture of fabricated metal products, machinery and equipment",64288.61,26408.5,0.4107803855146347,0.10171845202368249
2005,Brazil,BRA,South America,K,Manufacture of transport equipment,37849.09,15547.67,0.4107805498097841,0.10171845202368249
2005,Brazil,BRA,South America,L,"Manufacture of furniture, other manufacturing",12264.59,5038.06,0.4107809555802518,0.10171845202368249
2006,Brazil,BRA,South America,A,"Manufacture of food products, beverages and tobacco products",48463.23,22278.6,0.45970109709980117,0.10171845202368249
2006,Brazil,BRA,South America,B,"Manufacture of textiles, wearing apparel, leather and related products",27621.48,12697.62,0.4597009284078913,0.10171845202368249
2006,Brazil,BRA,South America,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",6292.33,2892.59,0.45970093749056395,0.10171845202368249
2006,Brazil,BRA,South America,D,Manufacture of paper products and printing,15937.97,7326.7,0.4597009531326762,0.10171845202368249
2006,Brazil,BRA,South America,E,Manufacture of coke and refined petroleum products,21900.5,10067.68,0.45970092007031804,0.10171845202368249
2006,Brazil,BRA,South America,F,Manufacturing of chemicals and pharmaceutical products,44536.12,20473.3,0.45970102469635876,0.10171845202368249
2006,Brazil,BRA,South America,G,Manufacture of rubber and plastics products,11958.07,5497.14,0.4597012728642666,0.10171845202368249
2006,Brazil,BRA,South America,H,Manufacture of other non-metallic mineral products,12795.78,5882.24,0.45970155785735606,0.10171845202368249
2006,Brazil,BRA,South America,I,Manufacture of basic metals,22760.31,10462.94,0.4597011200638304,0.10171845202368249
2006,Brazil,BRA,South America,J,"Manufacture of fabricated metal products, machinery and equipment",67722.45,31132.09,0.4597011773791409,0.10171845202368249
2006,Brazil,BRA,South America,K,Manufacture of transport equipment,42781.62,19666.76,0.4597011520367858,0.10171845202368249
2006,Brazil,BRA,South America,L,"Manufacture of furniture, other manufacturing",12627.41,5804.83,0.45970076207234895,0.10171845202368249
2007,Brazil,BRA,South America,A,"Manufacture of food products, beverages and tobacco products",50277.46,25822.27,0.513595356646895,0.10171845202368249
2007,Brazil,BRA,South America,B,"Manufacture of textiles, wearing apparel, leather and related products",32119.15,16496.24,0.5135951605195032,0.10171845202368249
2007,Brazil,BRA,South America,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",7507.45,3855.79,0.513595162138942,0.10171845202368249
2007,Brazil,BRA,South America,D,Manufacture of paper products and printing,18603.17,9554.5,0.5135952636029236,0.10171845202368249
2007,Brazil,BRA,South America,E,Manufacture of coke and refined petroleum products,26776.61,13752.34,0.5135952609385579,0.10171845202368249
2007,Brazil,BRA,South America,F,Manufacturing of chemicals and pharmaceutical products,48219.87,24765.5,0.5135953290624798,0.10171845202368249
2007,Brazil,BRA,South America,G,Manufacture of rubber and plastics products,12755.41,6551.12,0.5135954077524753,0.10171845202368249
2007,Brazil,BRA,South America,H,Manufacture of other non-metallic mineral products,12292.67,6313.46,0.5135955004079668,0.10171845202368249
2007,Brazil,BRA,South America,I,Manufacture of basic metals,28267.79,14518.21,0.5135955092350692,0.10171845202368249
2007,Brazil,BRA,South America,J,"Manufacture of fabricated metal products, machinery and equipment",79408.74,40783.95,0.5135952289382755,0.10171845202368249
2007,Brazil,BRA,South America,K,Manufacture of transport equipment,50180.53,25772.48,0.5135952131234963,0.10171845202368249
2007,Brazil,BRA,South America,L,"Manufacture of furniture, other manufacturing",13523.54,6945.62,0.5135948131924037,0.10171845202368249
2008,Brazil,BRA,South America,A,"Manufacture of food products, beverages and tobacco products",59000.48,32174.48,0.5453257329431895,0.10171845202368249
2008,Brazil,BRA,South America,B,"Manufacture of textiles, wearing apparel, leather and related products",33963.06,18520.93,0.5453257156451745,0.10171845202368249
2008,Brazil,BRA,South America,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",8147.63,4443.11,0.5453254504684184,0.10171845202368249
2008,Brazil,BRA,South America,D,Manufacture of paper products and printing,19002.59,10362.6,0.5453256635016596,0.10171845202368249
2008,Brazil,BRA,South America,E,Manufacture of coke and refined petroleum products,16125.31,8793.54,0.545325330179699,0.10171845202368249
2008,Brazil,BRA,South America,F,Manufacturing of chemicals and pharmaceutical products,60894.81,33207.5,0.5453256197038795,0.10171845202368249
2008,Brazil,BRA,South America,G,Manufacture of rubber and plastics products,14573.9,7947.52,0.5453255477257289,0.10171845202368249
2008,Brazil,BRA,South America,H,Manufacture of other non-metallic mineral products,15555.2,8482.65,0.5453256788726599,0.10171845202368249
2008,Brazil,BRA,South America,I,Manufacture of basic metals,37789.31,20607.48,0.5453256489732149,0.10171845202368249
2008,Brazil,BRA,South America,J,"Manufacture of fabricated metal products, machinery and equipment",93362.35,50912.88,0.5453256050217244,0.10171845202368249
2008,Brazil,BRA,South America,K,Manufacture of transport equipment,60125.23,32787.83,0.5453256478187277,0.10171845202368249
2008,Brazil,BRA,South America,L,"Manufacture of furniture, other manufacturing",16336.92,8908.94,0.545325557081751,0.10171845202368249
2009,Brazil,BRA,South America,A,"Manufacture of food products, beverages and tobacco products",61406.84,30712.2,0.5001429808145151,0.10171845202368249
2009,Brazil,BRA,South America,B,"Manufacture of textiles, wearing apparel, leather and related products",36133.66,18072.0,0.5001430798872851,0.10171845202368249
2009,Brazil,BRA,South America,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",7383.17,3692.64,0.5001428925515734,0.10171845202368249
2009,Brazil,BRA,South America,D,Manufacture of paper products and printing,17321.05,8663.0,0.5001428897208887,0.10171845202368249
2009,Brazil,BRA,South America,E,Manufacture of coke and refined petroleum products,40358.87,20185.21,0.5001430912213349,0.10171845202368249
2009,Brazil,BRA,South America,F,Manufacturing of chemicals and pharmaceutical products,55650.08,27833.0,0.5001430366317533,0.10171845202368249
2009,Brazil,BRA,South America,G,Manufacture of rubber and plastics products,17860.06,8932.59,0.5001433365845355,0.10171845202368249
2009,Brazil,BRA,South America,H,Manufacture of other non-metallic mineral products,18583.49,9294.4,0.5001428687507028,0.10171845202368249
2009,Brazil,BRA,South America,I,Manufacture of basic metals,19934.36,9970.03,0.5001429692249965,0.10171845202368249
2009,Brazil,BRA,South America,J,"Manufacture of fabricated metal products, machinery and equipment",92246.85,46136.62,0.5001430401146489,0.10171845202368249
2009,Brazil,BRA,South America,K,Manufacture of transport equipment,53018.04,26516.6,0.500142970204104,0.10171845202368249
2009,Brazil,BRA,South America,L,"Manufacture of furniture, other manufacturing",17668.52,8836.79,0.5001431925254634,0.10171845202368249
2010,Brazil,BRA,South America,A,"Manufacture of food products, beverages and tobacco products",78698.0,44734.43,0.5684315992782536,0.10171845202368249
2010,Brazil,BRA,South America,B,"Manufacture of textiles, wearing apparel, leather and related products",43530.0,24743.83,0.5684316563289685,0.10171845202368249
2010,Brazil,BRA,South America,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",8536.0,4852.13,0.5684313495782568,0.10171845202368249
2010,Brazil,BRA,South America,D,Manufacture of paper products and printing,27976.45,15902.7,0.5684316630594661,0.10171845202368249
2010,Brazil,BRA,South America,E,Manufacture of coke and refined petroleum products,16329.0,9281.92,0.5684316247167616,0.10171845202368249
2010,Brazil,BRA,South America,F,Manufacturing of chemicals and pharmaceutical products,73361.51,41701.0,0.5684315930792592,0.10171845202368249
2010,Brazil,BRA,South America,G,Manufacture of rubber and plastics products,21322.0,12120.1,0.5684316668229997,0.10171845202368249
2010,Brazil,BRA,South America,H,Manufacture of other non-metallic mineral products,22348.0,12703.31,0.5684316269912296,0.10171845202368249
2010,Brazil,BRA,South America,I,Manufacture of basic metals,24200.0,13756.04,0.5684314049586777,0.10171845202368249
2010,Brazil,BRA,South America,J,"Manufacture of fabricated metal products, machinery and equipment",88905.0,50536.42,0.5684316967549632,0.10171845202368249
2010,Brazil,BRA,South America,K,Manufacture of transport equipment,71515.0,40651.38,0.5684315178633853,0.10171845202368249
2010,Brazil,BRA,South America,L,"Manufacture of furniture, other manufacturing",23502.0,13359.28,0.5684316228406093,0.10171845202368249
2011,Brazil,BRA,South America,A,"Manufacture of food products, beverages and tobacco products",93009.0,55599.83,0.597789783784365,0.10171845202368249
2011,Brazil,BRA,South America,B,"Manufacture of textiles, wearing apparel, leather and related products",49039.0,29315.01,0.5977897183874059,0.10171845202368249
2011,Brazil,BRA,South America,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",8866.0,5300.0,0.5977893074667269,0.10171845202368249
2011,Brazil,BRA,South America,D,Manufacture of paper products and printing,30811.33,18418.7,0.5977898389975376,0.10171845202368249
2011,Brazil,BRA,South America,E,Manufacture of coke and refined petroleum products,-10202.0,-6098.65,0.597789649088414,0.10171845202368249
2011,Brazil,BRA,South America,F,Manufacturing of chemicals and pharmaceutical products,76486.41,45722.8,0.5977898557403858,0.10171845202368249
2011,Brazil,BRA,South America,G,Manufacture of rubber and plastics products,22858.0,13664.28,0.597789832881267,0.10171845202368249
2011,Brazil,BRA,South America,H,Manufacture of other non-metallic mineral products,25581.0,15292.06,0.5977897658418357,0.10171845202368249
2011,Brazil,BRA,South America,I,Manufacture of basic metals,28697.0,17154.77,0.5977896644248528,0.10171845202368249
2011,Brazil,BRA,South America,J,"Manufacture of fabricated metal products, machinery and equipment",98977.0,59167.44,0.5977897895470665,0.10171845202368249
2011,Brazil,BRA,South America,K,Manufacture of transport equipment,71744.0,42887.83,0.5977897803300625,0.10171845202368249
2011,Brazil,BRA,South America,L,"Manufacture of furniture, other manufacturing",26051.0,15573.02,0.5977897201642931,0.10171845202368249
2012,Brazil,BRA,South America,A,"Manufacture of food products, beverages and tobacco products",103932.0,53214.72,0.5120147788938921,0.10171845202368249
2012,Brazil,BRA,South America,B,"Manufacture of textiles, wearing apparel, leather and related products",50934.0,26078.96,0.512014764204657,0.10171845202368249
2012,Brazil,BRA,South America,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",9540.0,4884.62,0.5120146750524109,0.10171845202368249
2012,Brazil,BRA,South America,D,Manufacture of paper products and printing,29376.3,15041.1,0.512014787430684,0.10171845202368249
2012,Brazil,BRA,South America,E,Manufacture of coke and refined petroleum products,-27152.0,-13902.23,0.5120149528579847,0.10171845202368249
2012,Brazil,BRA,South America,F,Manufacturing of chemicals and pharmaceutical products,77338.0,39598.2,0.5120147922108148,0.10171845202368249
2012,Brazil,BRA,South America,G,Manufacture of rubber and plastics products,23336.0,11948.38,0.5120149125814192,0.10171845202368249
2012,Brazil,BRA,South America,H,Manufacture of other non-metallic mineral products,27353.0,14005.14,0.5120147698607099,0.10171845202368249
2012,Brazil,BRA,South America,I,Manufacture of basic metals,30189.0,15457.21,0.5120146410944384,0.10171845202368249
2012,Brazil,BRA,South America,J,"Manufacture of fabricated metal products, machinery and equipment",99396.0,50892.23,0.5120148698136746,0.10171845202368249
2012,Brazil,BRA,South America,K,Manufacture of transport equipment,67913.0,34772.46,0.51201478362022,0.10171845202368249
2012,Brazil,BRA,South America,L,"Manufacture of furniture, other manufacturing",29355.0,15030.19,0.5120146482711634,0.10171845202368249
2013,Brazil,BRA,South America,A,"Manufacture of food products, beverages and tobacco products",108153.0,50161.65,0.4638026684419295,0.10171845202368249
2013,Brazil,BRA,South America,B,"Manufacture of textiles, wearing apparel, leather and related products",51976.0,24106.61,0.4638027166384485,0.10171845202368249
2013,Brazil,BRA,South America,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",10169.0,4716.41,0.46380273379880027,0.10171845202368249
2013,Brazil,BRA,South America,D,Manufacture of paper products and printing,32778.16,15202.6,0.4638027271817576,0.10171845202368249
2013,Brazil,BRA,South America,E,Manufacture of coke and refined petroleum products,-28223.0,-13089.9,0.4638025723700528,0.10171845202368249
2013,Brazil,BRA,South America,F,Manufacturing of chemicals and pharmaceutical products,89680.59,41594.1,0.463802702457689,0.10171845202368249
2013,Brazil,BRA,South America,G,Manufacture of rubber and plastics products,25724.0,11930.86,0.4638026745451718,0.10171845202368249
2013,Brazil,BRA,South America,H,Manufacture of other non-metallic mineral products,29101.0,13497.12,0.4638026184667194,0.10171845202368249
2013,Brazil,BRA,South America,I,Manufacture of basic metals,34050.0,15792.48,0.46380264317180614,0.10171845202368249
2013,Brazil,BRA,South America,J,"Manufacture of fabricated metal products, machinery and equipment",109713.0,50885.18,0.46380264872895643,0.10171845202368249
2013,Brazil,BRA,South America,K,Manufacture of transport equipment,72933.0,33826.52,0.46380266820232263,0.10171845202368249
2013,Brazil,BRA,South America,L,"Manufacture of furniture, other manufacturing",30673.0,14226.22,0.4638026929221139,0.10171845202368249
2014,Brazil,BRA,South America,A,"Manufacture of food products, beverages and tobacco products",114181.0,48526.7,0.42499802944447845,0.10171845202368249
