Year,Country,ISO3,Continent,Ind Code,Industry,Value (LCU),Value (USD)
2020,Czech Republic,CZE,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",33043.0,1423.64
2020,Czech Republic,CZE,Europe,D,Manufacture of paper products and printing,40299.0,1736.26
2020,Czech Republic,CZE,Europe,E,Manufacture of coke and refined petroleum products,1210.0,52.13
2020,Czech Republic,CZE,Europe,F,Manufacturing of chemicals and pharmaceutical products,63260.0,2725.52
2020,Czech Republic,CZE,Europe,G,Manufacture of rubber and plastics products,88165.0,3798.54
2020,Czech Republic,CZE,Europe,H,Manufacture of other non-metallic mineral products,56483.0,2433.54
2020,Czech Republic,CZE,Europe,I,Manufacture of basic metals,28766.0,1239.37
2020,Czech Republic,CZE,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",425376.0,18327.08
2020,Czech Republic,CZE,Europe,K,Manufacture of transport equipment,245312.0,10569.12
2020,Czech Republic,CZE,Europe,L,"Manufacture of furniture, other manufacturing",46140.0,1987.91
2021,Czech Republic,CZE,Europe,A,"Manufacture of food products, beverages and tobacco products",111483.0,5142.64
2021,Czech Republic,CZE,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",28340.0,1307.31
2021,Czech Republic,CZE,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",36010.0,1661.12
2021,Czech Republic,CZE,Europe,D,Manufacture of paper products and printing,43963.0,2027.99
2021,Czech Republic,CZE,Europe,E,Manufacture of coke and refined petroleum products,836.0,38.56
2021,Czech Republic,CZE,Europe,F,Manufacturing of chemicals and pharmaceutical products,53503.0,2468.06
2021,Czech Republic,CZE,Europe,G,Manufacture of rubber and plastics products,96900.0,4469.94
2021,Czech Republic,CZE,Europe,H,Manufacture of other non-metallic mineral products,63290.0,2919.53
2021,Czech Republic,CZE,Europe,I,Manufacture of basic metals,26790.0,1235.81
2021,Czech Republic,CZE,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",464614.0,21432.35
2021,Czech Republic,CZE,Europe,K,Manufacture of transport equipment,260301.0,12007.52
2021,Czech Republic,CZE,Europe,L,"Manufacture of furniture, other manufacturing",48292.0,2227.68
2000,Czech Republic,CZE,Europe,A,"Manufacture of food products, beverages and tobacco products",88556.0,3600.02
2000,Czech Republic,CZE,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",30205.0,1227.91
2000,Czech Republic,CZE,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",18129.0,736.99
2000,Czech Republic,CZE,Europe,D,Manufacture of paper products and printing,15961.0,648.85
2000,Czech Republic,CZE,Europe,E,Manufacture of coke and refined petroleum products,1071.0,43.54
2000,Czech Republic,CZE,Europe,F,Manufacturing of chemicals and pharmaceutical products,32334.0,1314.46
2000,Czech Republic,CZE,Europe,G,Manufacture of rubber and plastics products,24108.0,980.05
2000,Czech Republic,CZE,Europe,H,Manufacture of other non-metallic mineral products,41401.0,1683.05
2000,Czech Republic,CZE,Europe,I,Manufacture of basic metals,377241.0,15335.78
2000,Czech Republic,CZE,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",122000.0,4959.6
2000,Czech Republic,CZE,Europe,K,Manufacture of transport equipment,53039.0,2156.17
2000,Czech Republic,CZE,Europe,L,"Manufacture of furniture, other manufacturing",21729.0,883.34
2001,Czech Republic,CZE,Europe,A,"Manufacture of food products, beverages and tobacco products",87970.0,3576.2
2001,Czech Republic,CZE,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",30785.0,1251.49
2001,Czech Republic,CZE,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",21807.0,886.51
2001,Czech Republic,CZE,Europe,D,Manufacture of paper products and printing,16500.0,670.77
2001,Czech Republic,CZE,Europe,E,Manufacture of coke and refined petroleum products,1403.0,57.04
2001,Czech Republic,CZE,Europe,F,Manufacturing of chemicals and pharmaceutical products,29591.0,1202.95
2001,Czech Republic,CZE,Europe,G,Manufacture of rubber and plastics products,25255.0,1026.68
2001,Czech Republic,CZE,Europe,H,Manufacture of other non-metallic mineral products,40866.0,1661.3
2001,Czech Republic,CZE,Europe,I,Manufacture of basic metals,342036.0,13904.61
2001,Czech Republic,CZE,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",132053.0,5368.28
2001,Czech Republic,CZE,Europe,K,Manufacture of transport equipment,60458.0,2457.77
2001,Czech Republic,CZE,Europe,L,"Manufacture of furniture, other manufacturing",22897.0,930.82
2002,Czech Republic,CZE,Europe,A,"Manufacture of food products, beverages and tobacco products",89243.0,3627.95
2002,Czech Republic,CZE,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",30542.0,1241.61
2002,Czech Republic,CZE,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",22084.0,897.77
2002,Czech Republic,CZE,Europe,D,Manufacture of paper products and printing,19185.0,779.91
2002,Czech Republic,CZE,Europe,E,Manufacture of coke and refined petroleum products,846.0,34.39
2002,Czech Republic,CZE,Europe,F,Manufacturing of chemicals and pharmaceutical products,34710.0,1411.05
2002,Czech Republic,CZE,Europe,G,Manufacture of rubber and plastics products,27801.0,1130.18
2002,Czech Republic,CZE,Europe,H,Manufacture of other non-metallic mineral products,38553.0,1567.27
2002,Czech Republic,CZE,Europe,I,Manufacture of basic metals,325991.0,13252.34
2002,Czech Republic,CZE,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",133884.0,5442.72
2002,Czech Republic,CZE,Europe,K,Manufacture of transport equipment,68694.0,2792.58
2002,Czech Republic,CZE,Europe,L,"Manufacture of furniture, other manufacturing",23384.0,950.62
2003,Czech Republic,CZE,Europe,A,"Manufacture of food products, beverages and tobacco products",80908.0,3289.11
2003,Czech Republic,CZE,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",29290.0,1190.71
2003,Czech Republic,CZE,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",22793.0,926.59
2003,Czech Republic,CZE,Europe,D,Manufacture of paper products and printing,17218.0,699.96
2003,Czech Republic,CZE,Europe,E,Manufacture of coke and refined petroleum products,809.0,32.89
2003,Czech Republic,CZE,Europe,F,Manufacturing of chemicals and pharmaceutical products,37410.0,1520.81
2003,Czech Republic,CZE,Europe,G,Manufacture of rubber and plastics products,33736.0,1371.45
2003,Czech Republic,CZE,Europe,H,Manufacture of other non-metallic mineral products,37921.0,1541.58
2003,Czech Republic,CZE,Europe,I,Manufacture of basic metals,263543.0,10713.67
2003,Czech Republic,CZE,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",142236.0,5782.25
2003,Czech Republic,CZE,Europe,K,Manufacture of transport equipment,66420.0,2700.14
2003,Czech Republic,CZE,Europe,L,"Manufacture of furniture, other manufacturing",23446.0,953.14
2004,Czech Republic,CZE,Europe,A,"Manufacture of food products, beverages and tobacco products",79900.0,3248.13
2004,Czech Republic,CZE,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",26890.0,1093.14
2004,Czech Republic,CZE,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23920.0,972.41
2004,Czech Republic,CZE,Europe,D,Manufacture of paper products and printing,21504.0,874.2
2004,Czech Republic,CZE,Europe,E,Manufacture of coke and refined petroleum products,-972.0,-39.51
2004,Czech Republic,CZE,Europe,F,Manufacturing of chemicals and pharmaceutical products,36805.0,1496.22
2004,Czech Republic,CZE,Europe,G,Manufacture of rubber and plastics products,40161.0,1632.64
2004,Czech Republic,CZE,Europe,H,Manufacture of other non-metallic mineral products,41907.0,1703.62
2004,Czech Republic,CZE,Europe,I,Manufacture of basic metals,118486.0,4816.75
2004,Czech Republic,CZE,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",166787.0,6780.3
2004,Czech Republic,CZE,Europe,K,Manufacture of transport equipment,86362.0,3510.83
2004,Czech Republic,CZE,Europe,L,"Manufacture of furniture, other manufacturing",23053.0,937.16
2005,Czech Republic,CZE,Europe,A,"Manufacture of food products, beverages and tobacco products",89959.0,3657.06
2005,Czech Republic,CZE,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",31970.0,1299.66
2005,Czech Republic,CZE,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",27203.0,1105.87
2005,Czech Republic,CZE,Europe,D,Manufacture of paper products and printing,22125.0,899.44
2005,Czech Republic,CZE,Europe,E,Manufacture of coke and refined petroleum products,-1828.0,-74.31
2005,Czech Republic,CZE,Europe,F,Manufacturing of chemicals and pharmaceutical products,40066.0,1628.78
2005,Czech Republic,CZE,Europe,G,Manufacture of rubber and plastics products,43566.0,1771.07
2005,Czech Republic,CZE,Europe,H,Manufacture of other non-metallic mineral products,45403.0,1845.74
2005,Czech Republic,CZE,Europe,I,Manufacture of basic metals,120056.0,4880.57
2005,Czech Republic,CZE,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",196783.0,7999.72
2005,Czech Republic,CZE,Europe,K,Manufacture of transport equipment,103534.0,4208.91
2005,Czech Republic,CZE,Europe,L,"Manufacture of furniture, other manufacturing",26421.0,1074.08
2006,Czech Republic,CZE,Europe,A,"Manufacture of food products, beverages and tobacco products",100775.0,4096.75
2006,Czech Republic,CZE,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",35017.0,1423.53
2006,Czech Republic,CZE,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",29217.0,1187.74
2006,Czech Republic,CZE,Europe,D,Manufacture of paper products and printing,25438.0,1034.12
2006,Czech Republic,CZE,Europe,E,Manufacture of coke and refined petroleum products,-7293.0,-296.48
2006,Czech Republic,CZE,Europe,F,Manufacturing of chemicals and pharmaceutical products,39113.0,1590.05
2006,Czech Republic,CZE,Europe,G,Manufacture of rubber and plastics products,59624.0,2423.86
2006,Czech Republic,CZE,Europe,H,Manufacture of other non-metallic mineral products,51313.0,2086.0
2006,Czech Republic,CZE,Europe,I,Manufacture of basic metals,116762.0,4746.66
2006,Czech Republic,CZE,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",244124.0,9924.25
2006,Czech Republic,CZE,Europe,K,Manufacture of transport equipment,134311.0,5460.07
2006,Czech Republic,CZE,Europe,L,"Manufacture of furniture, other manufacturing",28550.0,1160.63
2007,Czech Republic,CZE,Europe,A,"Manufacture of food products, beverages and tobacco products",93882.0,3816.54
2007,Czech Republic,CZE,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",30650.0,1246.0
2007,Czech Republic,CZE,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",26991.0,1097.25
2007,Czech Republic,CZE,Europe,D,Manufacture of paper products and printing,28530.0,1159.82
2007,Czech Republic,CZE,Europe,E,Manufacture of coke and refined petroleum products,-1651.0,-67.12
2007,Czech Republic,CZE,Europe,F,Manufacturing of chemicals and pharmaceutical products,41977.0,1706.47
2007,Czech Republic,CZE,Europe,G,Manufacture of rubber and plastics products,63407.0,2577.65
2007,Czech Republic,CZE,Europe,H,Manufacture of other non-metallic mineral products,54394.0,2211.25
2007,Czech Republic,CZE,Europe,I,Manufacture of basic metals,81916.0,3330.09
2007,Czech Republic,CZE,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",277474.0,11280.01
2007,Czech Republic,CZE,Europe,K,Manufacture of transport equipment,158963.0,6462.24
2007,Czech Republic,CZE,Europe,L,"Manufacture of furniture, other manufacturing",31424.0,1277.46
2008,Czech Republic,CZE,Europe,A,"Manufacture of food products, beverages and tobacco products",89120.0,3622.95
2008,Czech Republic,CZE,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",35442.0,1440.8
2008,Czech Republic,CZE,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",30695.0,1247.83
2008,Czech Republic,CZE,Europe,D,Manufacture of paper products and printing,29314.0,1191.68
2008,Czech Republic,CZE,Europe,E,Manufacture of coke and refined petroleum products,-4015.0,-163.22
2008,Czech Republic,CZE,Europe,F,Manufacturing of chemicals and pharmaceutical products,49740.0,2022.06
2008,Czech Republic,CZE,Europe,G,Manufacture of rubber and plastics products,74053.0,3010.44
2008,Czech Republic,CZE,Europe,H,Manufacture of other non-metallic mineral products,55689.0,2263.9
2008,Czech Republic,CZE,Europe,I,Manufacture of basic metals,52437.0,2131.69
2008,Czech Republic,CZE,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",296101.0,12037.24
2008,Czech Republic,CZE,Europe,K,Manufacture of transport equipment,197644.0,8034.72
2008,Czech Republic,CZE,Europe,L,"Manufacture of furniture, other manufacturing",34768.0,1413.41
2009,Czech Republic,CZE,Europe,A,"Manufacture of food products, beverages and tobacco products",83560.0,3396.92
2009,Czech Republic,CZE,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",29341.0,1192.78
2009,Czech Republic,CZE,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",25347.0,1030.42
2009,Czech Republic,CZE,Europe,D,Manufacture of paper products and printing,28422.0,1155.43
2009,Czech Republic,CZE,Europe,E,Manufacture of coke and refined petroleum products,-11874.0,-482.71
2009,Czech Republic,CZE,Europe,F,Manufacturing of chemicals and pharmaceutical products,50716.0,2061.73
2009,Czech Republic,CZE,Europe,G,Manufacture of rubber and plastics products,72754.0,2957.63
2009,Czech Republic,CZE,Europe,H,Manufacture of other non-metallic mineral products,45867.0,1864.61
2009,Czech Republic,CZE,Europe,I,Manufacture of basic metals,44366.0,1803.59
2009,Czech Republic,CZE,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",244871.0,9954.61
2009,Czech Republic,CZE,Europe,K,Manufacture of transport equipment,155029.0,6302.31
2009,Czech Republic,CZE,Europe,L,"Manufacture of furniture, other manufacturing",28805.0,1170.99
2010,Czech Republic,CZE,Europe,A,"Manufacture of food products, beverages and tobacco products",86103.0,3500.3
2010,Czech Republic,CZE,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",26706.0,1085.66
2010,Czech Republic,CZE,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",27246.0,1107.62
2010,Czech Republic,CZE,Europe,D,Manufacture of paper products and printing,32218.0,1309.75
2010,Czech Republic,CZE,Europe,E,Manufacture of coke and refined petroleum products,9292.0,377.74
2010,Czech Republic,CZE,Europe,F,Manufacturing of chemicals and pharmaceutical products,45081.0,1832.66
2010,Czech Republic,CZE,Europe,G,Manufacture of rubber and plastics products,82528.0,3354.97
2010,Czech Republic,CZE,Europe,H,Manufacture of other non-metallic mineral products,44345.0,1802.73
2010,Czech Republic,CZE,Europe,I,Manufacture of basic metals,39972.0,1624.96
2010,Czech Republic,CZE,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",298563.0,12137.33
2010,Czech Republic,CZE,Europe,K,Manufacture of transport equipment,199568.0,8112.93
2010,Czech Republic,CZE,Europe,L,"Manufacture of furniture, other manufacturing",29087.0,1182.46
2011,Czech Republic,CZE,Europe,A,"Manufacture of food products, beverages and tobacco products",91956.0,3738.24
2011,Czech Republic,CZE,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",25634.0,1042.09
2011,Czech Republic,CZE,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",26288.0,1068.67
2011,Czech Republic,CZE,Europe,D,Manufacture of paper products and printing,30760.0,1250.47
2011,Czech Republic,CZE,Europe,E,Manufacture of coke and refined petroleum products,3446.0,140.09
2011,Czech Republic,CZE,Europe,F,Manufacturing of chemicals and pharmaceutical products,42809.0,1740.29
2011,Czech Republic,CZE,Europe,G,Manufacture of rubber and plastics products,85792.0,3487.66
2011,Czech Republic,CZE,Europe,H,Manufacture of other non-metallic mineral products,49160.0,1998.48
2011,Czech Republic,CZE,Europe,I,Manufacture of basic metals,37382.0,1519.67
2011,Czech Republic,CZE,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",344623.0,14009.78
2011,Czech Republic,CZE,Europe,K,Manufacture of transport equipment,249104.0,10126.69
2011,Czech Republic,CZE,Europe,L,"Manufacture of furniture, other manufacturing",32447.0,1319.05
2012,Czech Republic,CZE,Europe,A,"Manufacture of food products, beverages and tobacco products",89392.0,3634.01
2012,Czech Republic,CZE,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",22460.0,913.05
2012,Czech Republic,CZE,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",27090.0,1101.28
2012,Czech Republic,CZE,Europe,D,Manufacture of paper products and printing,28874.0,1173.8
2012,Czech Republic,CZE,Europe,E,Manufacture of coke and refined petroleum products,7153.0,290.79
2012,Czech Republic,CZE,Europe,F,Manufacturing of chemicals and pharmaceutical products,45493.0,1849.4
2012,Czech Republic,CZE,Europe,G,Manufacture of rubber and plastics products,79708.0,3240.33
2012,Czech Republic,CZE,Europe,H,Manufacture of other non-metallic mineral products,45462.0,1848.14
2012,Czech Republic,CZE,Europe,I,Manufacture of basic metals,32061.0,1303.36
2012,Czech Republic,CZE,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",342045.0,13904.98
2012,Czech Republic,CZE,Europe,K,Manufacture of transport equipment,219909.0,8939.84
2012,Czech Republic,CZE,Europe,L,"Manufacture of furniture, other manufacturing",32152.0,1307.06
2013,Czech Republic,CZE,Europe,A,"Manufacture of food products, beverages and tobacco products",83621.0,3399.4
2013,Czech Republic,CZE,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",24880.0,1011.43
2013,Czech Republic,CZE,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23616.0,960.05
2013,Czech Republic,CZE,Europe,D,Manufacture of paper products and printing,27864.0,1132.74
2013,Czech Republic,CZE,Europe,E,Manufacture of coke and refined petroleum products,7317.0,297.45
2013,Czech Republic,CZE,Europe,F,Manufacturing of chemicals and pharmaceutical products,43792.0,1780.26
2013,Czech Republic,CZE,Europe,G,Manufacture of rubber and plastics products,79361.0,3226.22
2013,Czech Republic,CZE,Europe,H,Manufacture of other non-metallic mineral products,44880.0,1824.48
2013,Czech Republic,CZE,Europe,I,Manufacture of basic metals,39216.0,1594.23
2013,Czech Republic,CZE,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",336547.0,13681.47
2013,Czech Republic,CZE,Europe,K,Manufacture of transport equipment,212515.0,8639.26
2013,Czech Republic,CZE,Europe,L,"Manufacture of furniture, other manufacturing",34047.0,1384.09
2014,Czech Republic,CZE,Europe,A,"Manufacture of food products, beverages and tobacco products",82891.0,3369.72
2014,Czech Republic,CZE,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",24889.0,1011.8
2014,Czech Republic,CZE,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23008.0,935.33
2014,Czech Republic,CZE,Europe,D,Manufacture of paper products and printing,30195.0,1227.5
2014,Czech Republic,CZE,Europe,E,Manufacture of coke and refined petroleum products,2703.0,109.88
2014,Czech Republic,CZE,Europe,F,Manufacturing of chemicals and pharmaceutical products,48879.0,1987.05
2014,Czech Republic,CZE,Europe,G,Manufacture of rubber and plastics products,81051.0,3294.92
2014,Czech Republic,CZE,Europe,H,Manufacture of other non-metallic mineral products,47850.0,1945.22
2014,Czech Republic,CZE,Europe,I,Manufacture of basic metals,40414.0,1642.93
2014,Czech Republic,CZE,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",353595.0,14374.51
2014,Czech Republic,CZE,Europe,K,Manufacture of transport equipment,219321.0,8915.94
2014,Czech Republic,CZE,Europe,L,"Manufacture of furniture, other manufacturing",34326.0,1395.44
2015,Czech Republic,CZE,Europe,A,"Manufacture of food products, beverages and tobacco products",88761.0,3608.35
2015,Czech Republic,CZE,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",25090.0,1019.97
2015,Czech Republic,CZE,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",24581.0,999.28
2015,Czech Republic,CZE,Europe,D,Manufacture of paper products and printing,33007.0,1341.82
2015,Czech Republic,CZE,Europe,E,Manufacture of coke and refined petroleum products,4848.0,197.08
2015,Czech Republic,CZE,Europe,F,Manufacturing of chemicals and pharmaceutical products,58615.0,2382.84
2015,Czech Republic,CZE,Europe,G,Manufacture of rubber and plastics products,87236.0,3546.36
2015,Czech Republic,CZE,Europe,H,Manufacture of other non-metallic mineral products,51192.0,2081.08
2015,Czech Republic,CZE,Europe,I,Manufacture of basic metals,41149.0,1672.81
2015,Czech Republic,CZE,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",379819.0,15440.58
2015,Czech Republic,CZE,Europe,K,Manufacture of transport equipment,237086.0,9638.13
2015,Czech Republic,CZE,Europe,L,"Manufacture of furniture, other manufacturing",35194.0,1430.72
2016,Czech Republic,CZE,Europe,A,"Manufacture of food products, beverages and tobacco products",95253.0,3872.27
2016,Czech Republic,CZE,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",26081.0,1060.26
2016,Czech Republic,CZE,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",22789.0,926.43
2016,Czech Republic,CZE,Europe,D,Manufacture of paper products and printing,35051.0,1424.91
2016,Czech Republic,CZE,Europe,E,Manufacture of coke and refined petroleum products,5738.0,233.26
2016,Czech Republic,CZE,Europe,F,Manufacturing of chemicals and pharmaceutical products,60364.0,2453.95
2016,Czech Republic,CZE,Europe,G,Manufacture of rubber and plastics products,90403.0,3675.11
2016,Czech Republic,CZE,Europe,H,Manufacture of other non-metallic mineral products,48244.0,1961.24
2016,Czech Republic,CZE,Europe,I,Manufacture of basic metals,46117.0,1874.77
2016,Czech Republic,CZE,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",382999.0,15569.85
2016,Czech Republic,CZE,Europe,K,Manufacture of transport equipment,263199.0,10699.69
2016,Czech Republic,CZE,Europe,L,"Manufacture of furniture, other manufacturing",39291.0,1597.28
2017,Czech Republic,CZE,Europe,A,"Manufacture of food products, beverages and tobacco products",100906.0,4102.08
2017,Czech Republic,CZE,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",27397.0,1113.76
2017,Czech Republic,CZE,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",24594.0,999.81
2017,Czech Republic,CZE,Europe,D,Manufacture of paper products and printing,36419.0,1480.52
2017,Czech Republic,CZE,Europe,E,Manufacture of coke and refined petroleum products,2397.0,97.44
2017,Czech Republic,CZE,Europe,F,Manufacturing of chemicals and pharmaceutical products,68901.0,2800.99
2017,Czech Republic,CZE,Europe,G,Manufacture of rubber and plastics products,95590.0,3885.97
2017,Czech Republic,CZE,Europe,H,Manufacture of other non-metallic mineral products,51547.0,2095.51
2017,Czech Republic,CZE,Europe,I,Manufacture of basic metals,41043.0,1668.5
2017,Czech Republic,CZE,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",426413.0,17334.74
2017,Czech Republic,CZE,Europe,K,Manufacture of transport equipment,297411.0,12090.49
2017,Czech Republic,CZE,Europe,L,"Manufacture of furniture, other manufacturing",42854.0,1742.12
2018,Czech Republic,CZE,Europe,A,"Manufacture of food products, beverages and tobacco products",100551.0,4087.65
2018,Czech Republic,CZE,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",26152.0,1063.14
2018,Czech Republic,CZE,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23471.0,954.15
2018,Czech Republic,CZE,Europe,D,Manufacture of paper products and printing,37585.0,1527.92
2018,Czech Republic,CZE,Europe,E,Manufacture of coke and refined petroleum products,334.0,13.58
2018,Czech Republic,CZE,Europe,F,Manufacturing of chemicals and pharmaceutical products,70135.0,2851.16
2018,Czech Republic,CZE,Europe,G,Manufacture of rubber and plastics products,98968.0,4023.29
2018,Czech Republic,CZE,Europe,H,Manufacture of other non-metallic mineral products,55543.0,2257.96
2018,Czech Republic,CZE,Europe,I,Manufacture of basic metals,30492.0,1239.58
2018,Czech Republic,CZE,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",439000.0,17846.43
2018,Czech Republic,CZE,Europe,K,Manufacture of transport equipment,311677.0,12670.44
2018,Czech Republic,CZE,Europe,L,"Manufacture of furniture, other manufacturing",44403.0,1805.09
2019,Czech Republic,CZE,Europe,A,"Manufacture of food products, beverages and tobacco products",104731.0,4257.57
2019,Czech Republic,CZE,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",25639.0,1042.29
2019,Czech Republic,CZE,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",21978.0,893.46
2019,Czech Republic,CZE,Europe,D,Manufacture of paper products and printing,37933.0,1542.07
2019,Czech Republic,CZE,Europe,E,Manufacture of coke and refined petroleum products,352.0,14.31
2019,Czech Republic,CZE,Europe,F,Manufacturing of chemicals and pharmaceutical products,78326.0,3184.15
2019,Czech Republic,CZE,Europe,G,Manufacture of rubber and plastics products,104044.0,4229.65
2019,Czech Republic,CZE,Europe,H,Manufacture of other non-metallic mineral products,55384.0,2251.5
2019,Czech Republic,CZE,Europe,I,Manufacture of basic metals,34025.0,1383.2
2019,Czech Republic,CZE,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",451450.0,18352.57
2019,Czech Republic,CZE,Europe,K,Manufacture of transport equipment,334159.0,13584.39
2019,Czech Republic,CZE,Europe,L,"Manufacture of furniture, other manufacturing",46156.0,1876.36
2020,Czech Republic,CZE,Europe,A,"Manufacture of food products, beverages and tobacco products",97558.0,3965.97
2020,Czech Republic,CZE,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",23164.0,941.67
2020,Czech Republic,CZE,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",22089.0,897.97
2020,Czech Republic,CZE,Europe,D,Manufacture of paper products and printing,38766.0,1575.93
2020,Czech Republic,CZE,Europe,E,Manufacture of coke and refined petroleum products,646.0,26.26
2020,Czech Republic,CZE,Europe,F,Manufacturing of chemicals and pharmaceutical products,81616.0,3317.9
2020,Czech Republic,CZE,Europe,G,Manufacture of rubber and plastics products,84299.0,3426.96
2020,Czech Republic,CZE,Europe,H,Manufacture of other non-metallic mineral products,50545.0,2054.78
2020,Czech Republic,CZE,Europe,I,Manufacture of basic metals,35098.0,1426.82
2020,Czech Republic,CZE,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",413618.0,16814.59
2020,Czech Republic,CZE,Europe,K,Manufacture of transport equipment,252737.0,10274.38
2020,Czech Republic,CZE,Europe,L,"Manufacture of furniture, other manufacturing",41581.0,1690.37
2021,Czech Republic,CZE,Europe,A,"Manufacture of food products, beverages and tobacco products",103295.0,4199.2
2021,Czech Republic,CZE,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",25174.0,1023.39
2021,Czech Republic,CZE,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",14765.0,600.23
2021,Czech Republic,CZE,Europe,D,Manufacture of paper products and printing,43601.0,1772.49
2021,Czech Republic,CZE,Europe,E,Manufacture of coke and refined petroleum products,-17.0,-0.69
2021,Czech Republic,CZE,Europe,F,Manufacturing of chemicals and pharmaceutical products,58046.0,2359.72
2021,Czech Republic,CZE,Europe,G,Manufacture of rubber and plastics products,101582.0,4129.56
2021,Czech Republic,CZE,Europe,H,Manufacture of other non-metallic mineral products,58696.0,2386.14
2021,Czech Republic,CZE,Europe,I,Manufacture of basic metals,14152.0,575.31
