Year,Country,ISO3,Continent,Ind Code,Industry,Measure,Value (LCU),Value (USD),Exchange Rate,Volatility,Growth,Percentage_Growth
2000,Austria,AUT,Europe,A,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,4979.04,5524.31,1.1095130788264405,0.11787394043954702,-2606.6499999999996,-32.05833013567893
2000,Austria,AUT,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,1572.95,1745.21,1.1095139705648622,0.11787394043954702,693.95,66.01126267526588
2000,Austria,AUT,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,1873.18,2078.32,1.1095143018823606,0.11787394043954702,-2320.8799999999997,-52.756864884524454
2000,Austria,AUT,Europe,D,Manufacture of paper products and printing,Constant 2015 prices,2392.56,2654.58,1.1095144949342963,0.11787394043954702,-622.3699999999999,-18.992355696608122
2000,Austria,AUT,Europe,E,Manufacture of coke and refined petroleum products,Constant 2015 prices,421.12,467.24,1.1095174772036474,0.11787394043954702,-458.36,-49.52031114952463
2000,Austria,AUT,Europe,F,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,2860.43,3173.68,1.1095115070111836,0.11787394043954702,-6153.110000000001,-65.97242995714495
2000,Austria,AUT,Europe,G,Manufacture of rubber and plastics products,Constant 2015 prices,2270.76,2519.44,1.109513995314344,0.11787394043954702,-418.27,-14.237960860670384
2000,Austria,AUT,Europe,H,Manufacture of other non-metallic mineral products,Constant 2015 prices,2858.18,3171.19,1.1095137465100169,0.11787394043954702,1.9900000000002365,0.06279187176575277
2000,Austria,AUT,Europe,I,Manufacture of basic metals,Constant 2015 prices,7221.32,8012.15,1.1095132191898434,0.11787394043954702,3379.08,72.93392933843002
2000,Austria,AUT,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,13503.34,14982.13,1.109512905695924,0.11787394043954702,-14756.270000000002,-49.62025529282006
2000,Austria,AUT,Europe,K,Manufacture of transport equipment,Constant 2015 prices,2906.6,3224.91,1.109512832863139,0.11787394043954702,-2718.3600000000006,-45.73845711199391
2000,Austria,AUT,Europe,L,"Manufacture of furniture, other manufacturing",Constant 2015 prices,2735.43,3035.0,1.1095147746423781,0.11787394043954702,-254.26000000000022,-7.730006141198939
2001,Austria,AUT,Europe,A,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,4824.57,5352.93,1.1095144230470282,0.11787394043954702,-171.3800000000001,-3.102287887537088
2001,Austria,AUT,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,1437.55,1594.98,1.109512712601301,0.11787394043954702,-150.23000000000002,-8.608133118650478
2001,Austria,AUT,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,2021.37,2242.74,1.1095148339987235,0.11787394043954702,164.41999999999962,7.911197505677643
2001,Austria,AUT,Europe,D,Manufacture of paper products and printing,Constant 2015 prices,2495.74,2769.06,1.1095146129003823,0.11787394043954702,114.48000000000002,4.312546617544019
2001,Austria,AUT,Europe,E,Manufacture of coke and refined petroleum products,Constant 2015 prices,329.83,365.95,1.1095109601916138,0.11787394043954702,-101.29000000000002,-21.678366578203924
2001,Austria,AUT,Europe,F,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,3027.82,3359.41,1.109514436128964,0.11787394043954702,185.73000000000002,5.852196818834918
2001,Austria,AUT,Europe,G,Manufacture of rubber and plastics products,Constant 2015 prices,2196.92,2437.51,1.109512408280684,0.11787394043954702,-81.92999999999984,-3.251913123551259
2001,Austria,AUT,Europe,H,Manufacture of other non-metallic mineral products,Constant 2015 prices,2945.2,3267.74,1.109513785141926,0.11787394043954702,96.54999999999973,3.044598399969719
2001,Austria,AUT,Europe,I,Manufacture of basic metals,Constant 2015 prices,7408.33,8219.64,1.1095132101296783,0.11787394043954702,207.48999999999978,2.589691905418643
2001,Austria,AUT,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,14213.61,15770.19,1.109513346714874,0.11787394043954702,788.0600000000013,5.259999746364511
2001,Austria,AUT,Europe,K,Manufacture of transport equipment,Constant 2015 prices,3097.1,3436.27,1.1095121242452617,0.11787394043954702,211.36000000000013,6.553981351417564
2001,Austria,AUT,Europe,L,"Manufacture of furniture, other manufacturing",Constant 2015 prices,2834.26,3144.65,1.1095135943773682,0.11787394043954702,109.65000000000009,3.6128500823723257
2002,Austria,AUT,Europe,A,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,4936.49,5477.1,1.1095130345650452,0.11787394043954702,124.17000000000007,2.3196641839142313
2002,Austria,AUT,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,1321.7,1466.44,1.1095104789286525,0.11787394043954702,-128.53999999999996,-8.059035223012199
2002,Austria,AUT,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,1973.07,2189.15,1.1095146142812977,0.11787394043954702,-53.58999999999969,-2.3894878586015187
2002,Austria,AUT,Europe,D,Manufacture of paper products and printing,Constant 2015 prices,2365.78,2624.87,1.1095156777046047,0.11787394043954702,-144.19000000000005,-5.207182220681388
2002,Austria,AUT,Europe,E,Manufacture of coke and refined petroleum products,Constant 2015 prices,250.27,277.68,1.1095217165461302,0.11787394043954702,-88.26999999999998,-24.12078152753108
2002,Austria,AUT,Europe,F,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,2867.99,3182.07,1.1095122367930155,0.11787394043954702,-177.3399999999997,-5.278903140730059
2002,Austria,AUT,Europe,G,Manufacture of rubber and plastics products,Constant 2015 prices,2090.11,2319.01,1.1095157671127358,0.11787394043954702,-118.5,-4.861518516847109
2002,Austria,AUT,Europe,H,Manufacture of other non-metallic mineral products,Constant 2015 prices,2844.51,3156.02,1.1095127104492513,0.11787394043954702,-111.7199999999998,-3.4188766548134124
2002,Austria,AUT,Europe,I,Manufacture of basic metals,Constant 2015 prices,6540.04,7256.26,1.109513091663048,0.11787394043954702,-963.3799999999992,-11.720464643220376
2002,Austria,AUT,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,14452.61,16035.36,1.1095130914070193,0.11787394043954702,265.1700000000001,1.6814635714598243
2002,Austria,AUT,Europe,K,Manufacture of transport equipment,Constant 2015 prices,3338.56,3704.18,1.1095142816064412,0.11787394043954702,267.90999999999985,7.796535196593977
2002,Austria,AUT,Europe,L,"Manufacture of furniture, other manufacturing",Constant 2015 prices,2989.25,3316.61,1.10951241950322,0.11787394043954702,171.96000000000004,5.4683351088356424
2003,Austria,AUT,Europe,A,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,5164.18,5729.73,1.1095139983501736,0.11787394043954702,252.6299999999992,4.612477405926478
2003,Austria,AUT,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,1241.71,1377.69,1.1095102721247312,0.11787394043954702,-88.75,-6.0520716838056785
2003,Austria,AUT,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,2024.94,2246.7,1.1095143559809177,0.11787394043954702,57.54999999999973,2.628874220587887
2003,Austria,AUT,Europe,D,Manufacture of paper products and printing,Constant 2015 prices,2351.61,2609.14,1.1095122065308447,0.11787394043954702,-15.730000000000018,-0.5992677732611527
2003,Austria,AUT,Europe,E,Manufacture of coke and refined petroleum products,Constant 2015 prices,228.12,253.1,1.1095037699456427,0.11787394043954702,-24.580000000000013,-8.851915874387789
2003,Austria,AUT,Europe,F,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,2986.01,3313.02,1.1095140337775158,0.11787394043954702,130.94999999999982,4.115245736266009
2003,Austria,AUT,Europe,G,Manufacture of rubber and plastics products,Constant 2015 prices,2039.5,2262.85,1.109512135327286,0.11787394043954702,-56.16000000000031,-2.421723062858733
2003,Austria,AUT,Europe,H,Manufacture of other non-metallic mineral products,Constant 2015 prices,2867.04,3181.02,1.1095136447346392,0.11787394043954702,25.0,0.7921369319586061
2003,Austria,AUT,Europe,I,Manufacture of basic metals,Constant 2015 prices,6212.36,6892.7,1.1095139367325784,0.11787394043954702,-363.5600000000004,-5.010294559456254
2003,Austria,AUT,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,14695.64,16305.02,1.1095141143903906,0.11787394043954702,269.65999999999985,1.6816585346384483
2003,Austria,AUT,Europe,K,Manufacture of transport equipment,Constant 2015 prices,3547.55,3936.05,1.1095121985595693,0.11787394043954702,231.87000000000035,6.259685004508429
2003,Austria,AUT,Europe,L,"Manufacture of furniture, other manufacturing",Constant 2015 prices,2663.9,2955.63,1.1095123690829236,0.11787394043954702,-360.98,-10.88400505335267
2004,Austria,AUT,Europe,A,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,5358.65,5945.49,1.109512657105801,0.11787394043954702,215.76000000000022,3.7656224638857374
2004,Austria,AUT,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,1369.74,1519.74,1.1095098339830918,0.11787394043954702,142.04999999999995,10.310737538923847
2004,Austria,AUT,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,2054.25,2279.22,1.1095144213216501,0.11787394043954702,32.51999999999998,1.4474562691948185
2004,Austria,AUT,Europe,D,Manufacture of paper products and printing,Constant 2015 prices,2377.04,2637.35,1.1095101470736715,0.11787394043954702,28.210000000000036,1.081199169074869
2004,Austria,AUT,Europe,E,Manufacture of coke and refined petroleum products,Constant 2015 prices,266.18,295.33,1.1095123600571042,0.11787394043954702,42.22999999999999,16.68510470169893
2004,Austria,AUT,Europe,F,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,2960.1,3284.27,1.1095131921218877,0.11787394043954702,-28.75,-0.8677883019118507
2004,Austria,AUT,Europe,G,Manufacture of rubber and plastics products,Constant 2015 prices,2182.69,2421.72,1.1095116576334705,0.11787394043954702,158.8699999999999,7.020792363612255
2004,Austria,AUT,Europe,H,Manufacture of other non-metallic mineral products,Constant 2015 prices,2832.55,3142.75,1.1095126299624014,0.11787394043954702,-38.26999999999998,-1.2030732280840732
2004,Austria,AUT,Europe,I,Manufacture of basic metals,Constant 2015 prices,6056.01,6719.22,1.1095126989552526,0.11787394043954702,-173.47999999999956,-2.5168656694763962
2004,Austria,AUT,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,15276.36,16949.32,1.1095129991699593,0.11787394043954702,644.2999999999993,3.951543757689345
2004,Austria,AUT,Europe,K,Manufacture of transport equipment,Constant 2015 prices,3777.86,4191.59,1.1095143811575865,0.11787394043954702,255.53999999999996,6.492295575513521
2004,Austria,AUT,Europe,L,"Manufacture of furniture, other manufacturing",Constant 2015 prices,2731.83,3031.0,1.1095126709934366,0.11787394043954702,75.36999999999989,2.550048551408664
2005,Austria,AUT,Europe,A,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,5173.95,5740.57,1.1095140076730545,0.11787394043954702,-204.92000000000007,-3.446646113272415
2005,Austria,AUT,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,1266.21,1404.88,1.1095157991170501,0.11787394043954702,-114.8599999999999,-7.557871741218886
2005,Austria,AUT,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,1961.01,2175.77,1.1095149948240957,0.11787394043954702,-103.44999999999982,-4.538833460569836
2005,Austria,AUT,Europe,D,Manufacture of paper products and printing,Constant 2015 prices,2439.07,2706.18,1.1095130521059255,0.11787394043954702,68.82999999999993,2.6098166720382174
2005,Austria,AUT,Europe,E,Manufacture of coke and refined petroleum products,Constant 2015 prices,401.17,445.1,1.1095046987561383,0.11787394043954702,149.77000000000004,50.71276199505639
2005,Austria,AUT,Europe,F,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,3472.76,3853.08,1.1095151982860894,0.11787394043954702,568.81,17.319221623069968
2005,Austria,AUT,Europe,G,Manufacture of rubber and plastics products,Constant 2015 prices,2128.81,2361.94,1.109511886922741,0.11787394043954702,-59.779999999999745,-2.4684934674528742
2005,Austria,AUT,Europe,H,Manufacture of other non-metallic mineral products,Constant 2015 prices,2937.58,3259.28,1.1095119111649727,0.11787394043954702,116.5300000000002,3.7078991329249926
2005,Austria,AUT,Europe,I,Manufacture of basic metals,Constant 2015 prices,6400.93,7101.92,1.1095137737797476,0.11787394043954702,382.6999999999998,5.6956015728016025
2005,Austria,AUT,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,15795.66,17525.49,1.1095129928094174,0.11787394043954702,576.1700000000019,3.3993694142301987
2005,Austria,AUT,Europe,K,Manufacture of transport equipment,Constant 2015 prices,4230.54,4693.84,1.1095132063519078,0.11787394043954702,502.25,11.982326515713607
2005,Austria,AUT,Europe,L,"Manufacture of furniture, other manufacturing",Constant 2015 prices,2748.63,3049.64,1.1095127390736474,0.11787394043954702,18.639999999999873,0.6149785549323613
2006,Austria,AUT,Europe,A,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,5336.27,5920.66,1.109512824501009,0.11787394043954702,180.09000000000015,3.137144917664973
2006,Austria,AUT,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,1328.36,1473.83,1.1095109759402573,0.11787394043954702,68.94999999999982,4.907892489038197
2006,Austria,AUT,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,2288.14,2538.72,1.1095125298277202,0.11787394043954702,362.9499999999998,16.681450704807947
2006,Austria,AUT,Europe,D,Manufacture of paper products and printing,Constant 2015 prices,2614.37,2900.68,1.1095139555609956,0.11787394043954702,194.5,7.187252880444022
2006,Austria,AUT,Europe,E,Manufacture of coke and refined petroleum products,Constant 2015 prices,452.71,502.29,1.1095182346314418,0.11787394043954702,57.19,12.848798022916197
2006,Austria,AUT,Europe,F,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,3577.78,3969.6,1.109514838810659,0.11787394043954702,116.51999999999998,3.0240742470958293
2006,Austria,AUT,Europe,G,Manufacture of rubber and plastics products,Constant 2015 prices,2316.51,2570.2,1.1095138807948162,0.11787394043954702,208.25999999999976,8.817328128572264
2006,Austria,AUT,Europe,H,Manufacture of other non-metallic mineral products,Constant 2015 prices,3058.88,3393.87,1.1095139397426508,0.11787394043954702,134.5899999999997,4.129439630838703
2006,Austria,AUT,Europe,I,Manufacture of basic metals,Constant 2015 prices,6217.31,6898.19,1.1095135999330898,0.11787394043954702,-203.73000000000047,-2.8686608691734135
2006,Austria,AUT,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,17872.16,19829.39,1.1095127841290588,0.11787394043954702,2303.899999999998,13.14599477675088
2006,Austria,AUT,Europe,K,Manufacture of transport equipment,Constant 2015 prices,4611.73,5116.78,1.1095142170075005,0.11787394043954702,422.9399999999996,9.01053295382884
2006,Austria,AUT,Europe,L,"Manufacture of furniture, other manufacturing",Constant 2015 prices,2933.21,3254.44,1.1095148318736128,0.11787394043954702,204.80000000000018,6.715546753059384
2007,Austria,AUT,Europe,A,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,6242.67,6926.33,1.1095140380638413,0.11787394043954702,1005.6700000000001,16.985775234517774
2007,Austria,AUT,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,1285.78,1426.59,1.1095132915428767,0.11787394043954702,-47.24000000000001,-3.205254337338771
2007,Austria,AUT,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,2420.22,2685.27,1.1095148374941122,0.11787394043954702,146.55000000000018,5.772594063149941
2007,Austria,AUT,Europe,D,Manufacture of paper products and printing,Constant 2015 prices,2775.99,3080.0,1.1095140832639887,0.11787394043954702,179.32000000000016,6.18199870375223
2007,Austria,AUT,Europe,E,Manufacture of coke and refined petroleum products,Constant 2015 prices,549.82,610.03,1.1095085664399256,0.11787394043954702,107.73999999999995,21.449760098747724
2007,Austria,AUT,Europe,F,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,3994.51,4431.96,1.1095128063266833,0.11787394043954702,462.3600000000001,11.647521160822253
2007,Austria,AUT,Europe,G,Manufacture of rubber and plastics products,Constant 2015 prices,2369.57,2629.07,1.1095135404313863,0.11787394043954702,58.870000000000346,2.2904832308769882
2007,Austria,AUT,Europe,H,Manufacture of other non-metallic mineral products,Constant 2015 prices,3106.04,3446.19,1.1095124338385856,0.11787394043954702,52.320000000000164,1.5416029488460126
2007,Austria,AUT,Europe,I,Manufacture of basic metals,Constant 2015 prices,6617.54,7342.25,1.1095135050184812,0.11787394043954702,444.0600000000004,6.437340809690665
2007,Austria,AUT,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,18903.05,20973.19,1.1095135441106065,0.11787394043954702,1143.7999999999993,5.768205678540789
2007,Austria,AUT,Europe,K,Manufacture of transport equipment,Constant 2015 prices,4996.4,5543.57,1.109512849251461,0.11787394043954702,426.78999999999996,8.340987886913254
2007,Austria,AUT,Europe,L,"Manufacture of furniture, other manufacturing",Constant 2015 prices,3202.11,3552.78,1.1095121654159288,0.11787394043954702,298.34000000000015,9.167168545126048
2008,Austria,AUT,Europe,A,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,5453.31,6050.52,1.1095133047635288,0.11787394043954702,-875.8099999999995,-12.644647309614177
2008,Austria,AUT,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,1201.38,1332.95,1.1095157235845443,0.11787394043954702,-93.63999999999987,-6.563904135035285
2008,Austria,AUT,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,2199.36,2440.22,1.1095136767059506,0.11787394043954702,-245.05000000000018,-9.125711753380486
2008,Austria,AUT,Europe,D,Manufacture of paper products and printing,Constant 2015 prices,2649.82,2940.01,1.1095130990029511,0.11787394043954702,-139.98999999999978,-4.5451298701298635
2008,Austria,AUT,Europe,E,Manufacture of coke and refined petroleum products,Constant 2015 prices,1305.94,1448.96,1.1095149853745194,0.11787394043954702,838.9300000000001,137.52274478304346
2008,Austria,AUT,Europe,F,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,3370.1,3739.17,1.1095130708287588,0.11787394043954702,-692.79,-15.631684401483767
2008,Austria,AUT,Europe,G,Manufacture of rubber and plastics products,Constant 2015 prices,2422.7,2688.02,1.1095141783960045,0.11787394043954702,58.94999999999982,2.242237749470338
2008,Austria,AUT,Europe,H,Manufacture of other non-metallic mineral products,Constant 2015 prices,2790.65,3096.26,1.1095121208320642,0.11787394043954702,-349.92999999999984,-10.154112222483375
2008,Austria,AUT,Europe,I,Manufacture of basic metals,Constant 2015 prices,6960.07,7722.29,1.1095132663895622,0.11787394043954702,380.03999999999996,5.176070005788415
2008,Austria,AUT,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,20215.39,22429.24,1.1095130986837258,0.11787394043954702,1456.050000000003,6.942434603415136
2008,Austria,AUT,Europe,K,Manufacture of transport equipment,Constant 2015 prices,5148.76,5712.62,1.1095137469992775,0.11787394043954702,169.05000000000018,3.04947894587784
2008,Austria,AUT,Europe,L,"Manufacture of furniture, other manufacturing",Constant 2015 prices,3105.41,3445.49,1.1095121095121094,0.11787394043954702,-107.29000000000042,-3.0198886505778693
2009,Austria,AUT,Europe,A,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,5211.27,5781.97,1.1095126523860785,0.11787394043954702,-268.5500000000002,-4.43846148760768
2009,Austria,AUT,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,1046.14,1160.71,1.1095168906647292,0.11787394043954702,-172.24,-12.921714993060505
2009,Austria,AUT,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,1868.28,2072.88,1.1095124927741025,0.11787394043954702,-367.3399999999997,-15.053560744523024
2009,Austria,AUT,Europe,D,Manufacture of paper products and printing,Constant 2015 prices,2474.68,2745.69,1.109513149174843,0.11787394043954702,-194.32000000000016,-6.60950132822678
2009,Austria,AUT,Europe,E,Manufacture of coke and refined petroleum products,Constant 2015 prices,4047.99,4491.3,1.109513610458524,0.11787394043954702,3042.34,209.96714885159008
2009,Austria,AUT,Europe,F,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,3723.38,4131.14,1.1095133991158572,0.11787394043954702,391.97000000000025,10.482807681918722
2009,Austria,AUT,Europe,G,Manufacture of rubber and plastics products,Constant 2015 prices,1857.46,2060.88,1.1095151443368902,0.11787394043954702,-627.1399999999999,-23.330927597264896
2009,Austria,AUT,Europe,H,Manufacture of other non-metallic mineral products,Constant 2015 prices,2216.5,2459.24,1.1095150011279042,0.11787394043954702,-637.0200000000004,-20.573853616944326
2009,Austria,AUT,Europe,I,Manufacture of basic metals,Constant 2015 prices,2906.02,3224.27,1.1095140432619184,0.11787394043954702,-4498.02,-58.247229772515674
2009,Austria,AUT,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,17213.45,19098.56,1.1095137813744484,0.11787394043954702,-3330.6800000000003,-14.84972295093369
2009,Austria,AUT,Europe,K,Manufacture of transport equipment,Constant 2015 prices,3838.15,4258.48,1.1095136980055493,0.11787394043954702,-1454.1400000000003,-25.454870094632593
2009,Austria,AUT,Europe,L,"Manufacture of furniture, other manufacturing",Constant 2015 prices,2554.36,2834.1,1.1095147121000954,0.11787394043954702,-611.3899999999999,-17.74464589942214
2010,Austria,AUT,Europe,A,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,5481.46,6081.75,1.1095127940366252,0.11787394043954702,299.77999999999975,5.184738073701519
2010,Austria,AUT,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,1178.93,1308.04,1.1095145598127114,0.11787394043954702,147.32999999999993,12.693093020651148
2010,Austria,AUT,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,2016.2,2237.0,1.1095129451443309,0.11787394043954702,164.1199999999999,7.917486781675731
2010,Austria,AUT,Europe,D,Manufacture of paper products and printing,Constant 2015 prices,2649.58,2939.74,1.1095116961933589,0.11787394043954702,194.04999999999973,7.067440242707653
2010,Austria,AUT,Europe,E,Manufacture of coke and refined petroleum products,Constant 2015 prices,1211.45,1344.12,1.1095133930413965,0.11787394043954702,-3147.1800000000003,-70.07280742769353
2010,Austria,AUT,Europe,F,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,4084.76,4532.09,1.1095119419500779,0.11787394043954702,400.9499999999998,9.705553430772131
2010,Austria,AUT,Europe,G,Manufacture of rubber and plastics products,Constant 2015 prices,2148.48,2383.77,1.1095146336014299,0.11787394043954702,322.8899999999999,15.667578898334686
2010,Austria,AUT,Europe,H,Manufacture of other non-metallic mineral products,Constant 2015 prices,2388.29,2649.84,1.1095135012917192,0.11787394043954702,190.60000000000036,7.7503619004245365
2010,Austria,AUT,Europe,I,Manufacture of basic metals,Constant 2015 prices,3641.26,4040.03,1.1095142890098482,0.11787394043954702,815.7600000000002,25.3006106808673
2010,Austria,AUT,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,18244.44,20242.46,1.109513912183657,0.11787394043954702,1143.8999999999978,5.989456796742779
2010,Austria,AUT,Europe,K,Manufacture of transport equipment,Constant 2015 prices,3933.9,4364.71,1.109512188921935,0.11787394043954702,106.23000000000047,2.494552046739693
2010,Austria,AUT,Europe,L,"Manufacture of furniture, other manufacturing",Constant 2015 prices,2815.35,3123.67,1.10951391478857,0.11787394043954702,289.57000000000016,10.217352951554291
2011,Austria,AUT,Europe,A,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,5230.58,5803.4,1.1095136677003314,0.11787394043954702,-278.35000000000036,-4.576807662268267
2011,Austria,AUT,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,1157.23,1283.96,1.109511505923628,0.11787394043954702,-24.079999999999927,-1.8409222959542466
2011,Austria,AUT,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,2222.77,2466.19,1.109512005290696,0.11787394043954702,229.19000000000005,10.245417970496202
2011,Austria,AUT,Europe,D,Manufacture of paper products and printing,Constant 2015 prices,2822.31,3131.39,1.1095131293160567,0.11787394043954702,191.6500000000001,6.519284018314549
2011,Austria,AUT,Europe,E,Manufacture of coke and refined petroleum products,Constant 2015 prices,2325.93,2580.65,1.1095131839737224,0.11787394043954702,1236.5300000000002,91.9955063535994
2011,Austria,AUT,Europe,F,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,4500.43,4993.29,1.1095139797752658,0.11787394043954702,461.1999999999998,10.176320417290913
2011,Austria,AUT,Europe,G,Manufacture of rubber and plastics products,Constant 2015 prices,2341.34,2597.75,1.1095142098114754,0.11787394043954702,213.98000000000002,8.976537165917854
2011,Austria,AUT,Europe,H,Manufacture of other non-metallic mineral products,Constant 2015 prices,2428.38,2694.32,1.1095133381101805,0.11787394043954702,44.48000000000002,1.6785919149835467
2011,Austria,AUT,Europe,I,Manufacture of basic metals,Constant 2015 prices,3661.7,4062.71,1.1095147062839665,0.11787394043954702,22.679999999999836,0.5613819699358628
2011,Austria,AUT,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,20362.57,22592.55,1.1095136812298252,0.11787394043954702,2350.09,11.609705539741713
2011,Austria,AUT,Europe,K,Manufacture of transport equipment,Constant 2015 prices,4437.6,4923.58,1.1095141517937623,0.11787394043954702,558.8699999999999,12.804287111858518
2011,Austria,AUT,Europe,L,"Manufacture of furniture, other manufacturing",Constant 2015 prices,2754.18,3055.8,1.1095135394200817,0.11787394043954702,-67.86999999999989,-2.172764728668518
2012,Austria,AUT,Europe,A,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,5706.61,6331.56,1.1095133538125088,0.11787394043954702,528.1600000000008,9.100871902677754
2012,Austria,AUT,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,1062.34,1178.68,1.1095129619519175,0.11787394043954702,-105.27999999999997,-8.199632387301783
2012,Austria,AUT,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,2075.18,2302.44,1.1095133916094027,0.11787394043954702,-163.75,-6.639796609344778
2012,Austria,AUT,Europe,D,Manufacture of paper products and printing,Constant 2015 prices,2873.13,3187.78,1.1095147104377456,0.11787394043954702,56.39000000000033,1.800797728804152
2012,Austria,AUT,Europe,E,Manufacture of coke and refined petroleum products,Constant 2015 prices,2184.87,2424.14,1.1095122364259657,0.11787394043954702,-156.51000000000022,-6.0647511285916424
2012,Austria,AUT,Europe,F,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,4126.0,4577.85,1.1095128453708192,0.11787394043954702,-415.4399999999996,-8.319965393558148
2012,Austria,AUT,Europe,G,Manufacture of rubber and plastics products,Constant 2015 prices,2262.76,2510.56,1.1095122770421961,0.11787394043954702,-87.19000000000005,-3.3563660860359947
2012,Austria,AUT,Europe,H,Manufacture of other non-metallic mineral products,Constant 2015 prices,2352.8,2610.46,1.1095120707242434,0.11787394043954702,-83.86000000000013,-3.112473648267471
2012,Austria,AUT,Europe,I,Manufacture of basic metals,Constant 2015 prices,3994.83,4432.32,1.1095140469056255,0.11787394043954702,369.6099999999997,9.097622030615025
