Year,Country,ISO3,Continent,Ind Code,Industry,Value (LCU),Value (USD),Exchange Rate
2000,Argentina,ARG,South America,A,"Manufacture of food products, beverages and tobacco products",16986.1,16994.6,1.0005004091580763
2000,Argentina,ARG,South America,B,"Manufacture of textiles, wearing apparel, leather and related products",5944.13,5947.1,1.000499652598446
2000,Argentina,ARG,South America,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1551.72,1552.5,1.0005026680071147
2000,Argentina,ARG,South America,D,Manufacture of paper products and printing,4567.81,4570.1,1.0005013343374616
2000,Argentina,ARG,South America,E,Manufacture of coke and refined petroleum products,2938.13,2939.6,1.0005003182296222
2000,Argentina,ARG,South America,F,Manufacturing of chemicals and pharmaceutical products,8478.06,8482.3,1.000500114412967
2000,Argentina,ARG,South America,G,Manufacture of rubber and plastics products,3268.66,3270.3,1.0005017346557918
2000,Argentina,ARG,South America,H,Manufacture of other non-metallic mineral products,2379.01,2380.2,1.0005002080697432
2000,Argentina,ARG,South America,I,Manufacture of basic metals,5799.7,5802.6,1.000500025863407
2000,Argentina,ARG,South America,J,"Manufacture of fabricated metal products, machinery and equipment",8520.04,8524.3,1.000499997652593
2000,Argentina,ARG,South America,K,Manufacture of transport equipment,3192.8,3194.4,1.0005011275369582
2001,Argentina,ARG,South America,A,"Manufacture of food products, beverages and tobacco products",16172.71,16180.8,1.0005002253796673
2001,Argentina,ARG,South America,B,"Manufacture of textiles, wearing apparel, leather and related products",5658.27,5661.1,1.0005001528735815
2001,Argentina,ARG,South America,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1473.76,1474.5,1.0005021170339812
2001,Argentina,ARG,South America,D,Manufacture of paper products and printing,4344.93,4347.1,1.0004994326721028
2001,Argentina,ARG,South America,E,Manufacture of coke and refined petroleum products,2812.79,2814.2,1.0005012816456258
2001,Argentina,ARG,South America,F,Manufacturing of chemicals and pharmaceutical products,8061.47,8065.5,1.0004999088255615
2001,Argentina,ARG,South America,G,Manufacture of rubber and plastics products,3098.85,3100.4,1.0005001855527051
2001,Argentina,ARG,South America,H,Manufacture of other non-metallic mineral products,2264.57,2265.7,1.0004989909784197
2001,Argentina,ARG,South America,I,Manufacture of basic metals,5531.13,5533.9,1.000500801825305
2001,Argentina,ARG,South America,J,"Manufacture of fabricated metal products, machinery and equipment",8098.05,8102.1,1.0005001203993553
2001,Argentina,ARG,South America,K,Manufacture of transport equipment,3031.68,3033.2,1.000501372176483
2002,Argentina,ARG,South America,A,"Manufacture of food products, beverages and tobacco products",19191.63,6265.1,0.3264496032906012
2002,Argentina,ARG,South America,B,"Manufacture of textiles, wearing apparel, leather and related products",6670.25,2177.5,0.3264495333758105
2002,Argentina,ARG,South America,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1732.89,565.7,0.3264488801943574
2002,Argentina,ARG,South America,D,Manufacture of paper products and printing,5104.92,1666.5,0.32644977786135726
2002,Argentina,ARG,South America,E,Manufacture of coke and refined petroleum products,3468.53,1132.3,0.32644953337581045
2002,Argentina,ARG,South America,F,Manufacturing of chemicals and pharmaceutical products,9464.25,3089.6,0.32644953377182556
2002,Argentina,ARG,South America,G,Manufacture of rubber and plastics products,3637.31,1187.4,0.3264500413767317
2002,Argentina,ARG,South America,H,Manufacture of other non-metallic mineral products,2665.04,870.0,0.32644913397172276
2002,Argentina,ARG,South America,I,Manufacture of basic metals,6536.69,2133.9,0.3264496251160756
2002,Argentina,ARG,South America,J,"Manufacture of fabricated metal products, machinery and equipment",9529.8,3111.0,0.3264496631618712
2002,Argentina,ARG,South America,K,Manufacture of transport equipment,3615.57,1180.3,0.3264492182422135
2003,Argentina,ARG,South America,A,"Manufacture of food products, beverages and tobacco products",23198.95,7997.9,0.34475267199593085
2003,Argentina,ARG,South America,B,"Manufacture of textiles, wearing apparel, leather and related products",8005.74,2760.0,0.3447526399808138
2003,Argentina,ARG,South America,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2068.44,713.1,0.3447525671520566
2003,Argentina,ARG,South America,D,Manufacture of paper products and printing,6104.67,2104.6,0.34475246000193294
2003,Argentina,ARG,South America,E,Manufacture of coke and refined petroleum products,4229.12,1458.0,0.3447525726392252
2003,Argentina,ARG,South America,F,Manufacturing of chemicals and pharmaceutical products,11304.05,3897.1,0.3447525444420363
2003,Argentina,ARG,South America,G,Manufacture of rubber and plastics products,4348.62,1499.2,0.34475304809341817
2003,Argentina,ARG,South America,H,Manufacture of other non-metallic mineral products,3185.76,1098.3,0.3447529004068103
2003,Argentina,ARG,South America,I,Manufacture of basic metals,7823.87,2697.3,0.34475266076762523
2003,Argentina,ARG,South America,J,"Manufacture of fabricated metal products, machinery and equipment",11389.91,3926.7,0.3447525046290971
2003,Argentina,ARG,South America,K,Manufacture of transport equipment,4331.22,1493.2,0.3447527486481869
2004,Argentina,ARG,South America,A,"Manufacture of food products, beverages and tobacco products",28978.97,9913.1,0.3420791008100012
2004,Argentina,ARG,South America,B,"Manufacture of textiles, wearing apparel, leather and related products",9322.4,3189.0,0.3420792928859521
2004,Argentina,ARG,South America,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2302.39,787.6,0.34207931757869
2004,Argentina,ARG,South America,D,Manufacture of paper products and printing,6915.07,2365.5,0.34207896666266574
2004,Argentina,ARG,South America,E,Manufacture of coke and refined petroleum products,5809.47,1987.3,0.34207939794852193
2004,Argentina,ARG,South America,F,Manufacturing of chemicals and pharmaceutical products,13155.43,4500.2,0.34207927829040935
2004,Argentina,ARG,South America,G,Manufacture of rubber and plastics products,4964.06,1698.1,0.3420788628662828
2004,Argentina,ARG,South America,H,Manufacture of other non-metallic mineral products,3602.38,1232.3,0.34207940306130946
2004,Argentina,ARG,South America,I,Manufacture of basic metals,8868.71,3033.8,0.34207906223114753
2004,Argentina,ARG,South America,J,"Manufacture of fabricated metal products, machinery and equipment",12810.18,4382.1,0.3420795023957509
2004,Argentina,ARG,South America,K,Manufacture of transport equipment,5250.25,1796.0,0.34207894862149424
2005,Argentina,ARG,South America,A,"Manufacture of food products, beverages and tobacco products",32263.15,11111.2,0.34439290645829684
2005,Argentina,ARG,South America,B,"Manufacture of textiles, wearing apparel, leather and related products",10864.62,3741.7,0.34439308507798705
2005,Argentina,ARG,South America,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2484.66,855.7,0.3443931966546731
2005,Argentina,ARG,South America,D,Manufacture of paper products and printing,7939.77,2734.4,0.34439284765175815
2005,Argentina,ARG,South America,E,Manufacture of coke and refined petroleum products,5834.03,2009.2,0.3443931553317347
2005,Argentina,ARG,South America,F,Manufacturing of chemicals and pharmaceutical products,14622.54,5035.9,0.3443929713989498
2005,Argentina,ARG,South America,G,Manufacture of rubber and plastics products,5552.96,1912.4,0.34439290036304965
2005,Argentina,ARG,South America,H,Manufacture of other non-metallic mineral products,4469.31,1539.2,0.3443932061101154
2005,Argentina,ARG,South America,I,Manufacture of basic metals,10449.4,3598.7,0.3443929795012154
2005,Argentina,ARG,South America,J,"Manufacture of fabricated metal products, machinery and equipment",15598.75,5372.1,0.34439298020674736
2005,Argentina,ARG,South America,K,Manufacture of transport equipment,6941.2,2390.5,0.34439290036304965
2006,Argentina,ARG,South America,A,"Manufacture of food products, beverages and tobacco products",37533.8,12288.8,0.32740623118362644
2006,Argentina,ARG,South America,B,"Manufacture of textiles, wearing apparel, leather and related products",12380.34,4053.4,0.3274061940140578
2006,Argentina,ARG,South America,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3063.17,1002.9,0.32740592262264256
2006,Argentina,ARG,South America,D,Manufacture of paper products and printing,9574.65,3134.8,0.32740622372619366
2006,Argentina,ARG,South America,E,Manufacture of coke and refined petroleum products,6043.56,1978.7,0.327406363136959
2006,Argentina,ARG,South America,F,Manufacturing of chemicals and pharmaceutical products,17100.47,5598.8,0.32740620579434365
2006,Argentina,ARG,South America,G,Manufacture of rubber and plastics products,6294.32,2060.8,0.32740629647046865
2006,Argentina,ARG,South America,H,Manufacture of other non-metallic mineral products,5909.78,1934.9,0.32740643475730064
2006,Argentina,ARG,South America,I,Manufacture of basic metals,12586.2,4120.8,0.32740620679792154
2006,Argentina,ARG,South America,J,"Manufacture of fabricated metal products, machinery and equipment",20251.91,6630.6,0.3274061557650612
2006,Argentina,ARG,South America,K,Manufacture of transport equipment,9023.04,2954.2,0.3274062843564918
2007,Argentina,ARG,South America,A,"Manufacture of food products, beverages and tobacco products",46158.62,14910.8,0.3230339208581192
2007,Argentina,ARG,South America,B,"Manufacture of textiles, wearing apparel, leather and related products",14504.05,4685.3,0.32303391121790126
2007,Argentina,ARG,South America,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3473.32,1122.0,0.32303386961178354
2007,Argentina,ARG,South America,D,Manufacture of paper products and printing,11836.53,3823.6,0.32303386212006385
2007,Argentina,ARG,South America,E,Manufacture of coke and refined petroleum products,6890.92,2226.0,0.32303378939241784
2007,Argentina,ARG,South America,F,Manufacturing of chemicals and pharmaceutical products,19232.34,6212.7,0.32303401458168896
2007,Argentina,ARG,South America,G,Manufacture of rubber and plastics products,7662.66,2475.3,0.32303403778844425
2007,Argentina,ARG,South America,H,Manufacture of other non-metallic mineral products,7194.6,2324.1,0.3230339421232591
2007,Argentina,ARG,South America,I,Manufacture of basic metals,13505.08,4362.6,0.32303399905813224
2007,Argentina,ARG,South America,J,"Manufacture of fabricated metal products, machinery and equipment",26079.61,8424.6,0.32303397175034443
2007,Argentina,ARG,South America,K,Manufacture of transport equipment,11079.64,3579.1,0.32303396139224744
2008,Argentina,ARG,South America,A,"Manufacture of food products, beverages and tobacco products",61415.51,19533.2,0.318049951876977
2008,Argentina,ARG,South America,B,"Manufacture of textiles, wearing apparel, leather and related products",16137.72,5132.6,0.3180498856096153
2008,Argentina,ARG,South America,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3791.23,1205.8,0.31804981496770174
2008,Argentina,ARG,South America,D,Manufacture of paper products and printing,14229.84,4525.8,0.3180499569917863
2008,Argentina,ARG,South America,E,Manufacture of coke and refined petroleum products,8941.99,2844.0,0.3180500090024704
2008,Argentina,ARG,South America,F,Manufacturing of chemicals and pharmaceutical products,24052.2,7649.8,0.31804990811651324
2008,Argentina,ARG,South America,G,Manufacture of rubber and plastics products,8681.34,2761.1,0.3180499784595466
2008,Argentina,ARG,South America,H,Manufacture of other non-metallic mineral products,8682.6,2761.5,0.3180498928892267
2008,Argentina,ARG,South America,I,Manufacture of basic metals,17684.96,5624.7,0.31804991359889984
2008,Argentina,ARG,South America,J,"Manufacture of fabricated metal products, machinery and equipment",32399.94,10304.8,0.31804997169747845
2008,Argentina,ARG,South America,K,Manufacture of transport equipment,13484.36,4288.7,0.3180499482363271
2009,Argentina,ARG,South America,A,"Manufacture of food products, beverages and tobacco products",69531.54,18741.1,0.2695337971803875
2009,Argentina,ARG,South America,B,"Manufacture of textiles, wearing apparel, leather and related products",17235.69,4645.6,0.2695337407437707
2009,Argentina,ARG,South America,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3739.79,1008.0,0.2695338508311964
2009,Argentina,ARG,South America,D,Manufacture of paper products and printing,15316.45,4128.3,0.26953373660345575
2009,Argentina,ARG,South America,E,Manufacture of coke and refined petroleum products,9871.86,2660.8,0.26953380619255135
2009,Argentina,ARG,South America,F,Manufacturing of chemicals and pharmaceutical products,26664.93,7187.1,0.2695338033889457
2009,Argentina,ARG,South America,G,Manufacture of rubber and plastics products,9718.63,2619.5,0.2695338746304778
2009,Argentina,ARG,South America,H,Manufacture of other non-metallic mineral products,8782.94,2367.3,0.26953389184031773
2009,Argentina,ARG,South America,I,Manufacture of basic metals,13902.9,3747.3,0.26953369440908015
2009,Argentina,ARG,South America,J,"Manufacture of fabricated metal products, machinery and equipment",29350.31,7910.9,0.2695337800520676
2009,Argentina,ARG,South America,K,Manufacture of transport equipment,12797.65,3449.4,0.2695338597320602
2010,Argentina,ARG,South America,A,"Manufacture of food products, beverages and tobacco products",89533.08,22979.0,0.2566537418348615
2010,Argentina,ARG,South America,B,"Manufacture of textiles, wearing apparel, leather and related products",23624.05,6063.2,0.25665370670989945
2010,Argentina,ARG,South America,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4746.86,1218.3,0.2566538722439676
2010,Argentina,ARG,South America,D,Manufacture of paper products and printing,19266.03,4944.7,0.256653809840429
2010,Argentina,ARG,South America,E,Manufacture of coke and refined petroleum products,13498.73,3464.5,0.2566537740957853
2010,Argentina,ARG,South America,F,Manufacturing of chemicals and pharmaceutical products,33763.39,8665.5,0.25665373056437757
2010,Argentina,ARG,South America,G,Manufacture of rubber and plastics products,14105.0,3620.1,0.2566536689117334
2010,Argentina,ARG,South America,H,Manufacture of other non-metallic mineral products,11693.58,3001.2,0.256653650977716
2010,Argentina,ARG,South America,I,Manufacture of basic metals,20724.81,5319.1,0.2566537401307901
2010,Argentina,ARG,South America,J,"Manufacture of fabricated metal products, machinery and equipment",42200.83,10831.0,0.2566537198438988
2010,Argentina,ARG,South America,K,Manufacture of transport equipment,19592.93,5028.6,0.25665380318308695
2011,Argentina,ARG,South America,A,"Manufacture of food products, beverages and tobacco products",117627.27,28618.8,0.2433007243983474
2011,Argentina,ARG,South America,B,"Manufacture of textiles, wearing apparel, leather and related products",32379.27,7877.9,0.24330072913935366
2011,Argentina,ARG,South America,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",6205.9,1509.9,0.24330072995053098
2011,Argentina,ARG,South America,D,Manufacture of paper products and printing,25315.59,6159.3,0.24330066966639924
2011,Argentina,ARG,South America,E,Manufacture of coke and refined petroleum products,17526.46,4264.2,0.2433007007690087
2011,Argentina,ARG,South America,F,Manufacturing of chemicals and pharmaceutical products,42353.76,10304.7,0.24330071285288485
2011,Argentina,ARG,South America,G,Manufacture of rubber and plastics products,18376.44,4471.0,0.24330066106384046
2011,Argentina,ARG,South America,H,Manufacture of other non-metallic mineral products,15129.43,3681.0,0.2433006398787
2011,Argentina,ARG,South America,I,Manufacture of basic metals,25679.74,6247.9,0.2433007499297111
2011,Argentina,ARG,South America,J,"Manufacture of fabricated metal products, machinery and equipment",58106.28,14137.3,0.24330072412138584
2011,Argentina,ARG,South America,K,Manufacture of transport equipment,25283.53,6151.5,0.24330067834673402
2012,Argentina,ARG,South America,A,"Manufacture of food products, beverages and tobacco products",142204.17,31343.7,0.22041336762487343
2012,Argentina,ARG,South America,B,"Manufacture of textiles, wearing apparel, leather and related products",36227.39,7985.0,0.22041333918893966
2012,Argentina,ARG,South America,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",6796.32,1498.0,0.22041340019304564
2012,Argentina,ARG,South America,D,Manufacture of paper products and printing,28618.95,6308.0,0.2204133974167466
2012,Argentina,ARG,South America,E,Manufacture of coke and refined petroleum products,23001.33,5069.8,0.22041334131548043
2012,Argentina,ARG,South America,F,Manufacturing of chemicals and pharmaceutical products,51302.24,11307.7,0.22041337766148225
2012,Argentina,ARG,South America,G,Manufacture of rubber and plastics products,22334.85,4922.9,0.22041338983695882
2012,Argentina,ARG,South America,H,Manufacture of other non-metallic mineral products,17298.86,3812.9,0.22041336827975946
2012,Argentina,ARG,South America,I,Manufacture of basic metals,26557.83,5853.7,0.22041333949347516
2012,Argentina,ARG,South America,J,"Manufacture of fabricated metal products, machinery and equipment",66593.06,14678.0,0.2204133583889973
2012,Argentina,ARG,South America,K,Manufacture of transport equipment,27751.95,6116.9,0.22041334032383308
2013,Argentina,ARG,South America,A,"Manufacture of food products, beverages and tobacco products",174878.81,32032.9,0.1831719920783999
2013,Argentina,ARG,South America,B,"Manufacture of textiles, wearing apparel, leather and related products",45658.18,8363.3,0.18317199678129964
2013,Argentina,ARG,South America,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",8535.69,1563.5,0.18317206927618035
2013,Argentina,ARG,South America,D,Manufacture of paper products and printing,36549.26,6694.8,0.18317197119722806
2013,Argentina,ARG,South America,E,Manufacture of coke and refined petroleum products,28232.48,5171.4,0.18317200614327894
2013,Argentina,ARG,South America,F,Manufacturing of chemicals and pharmaceutical products,64157.74,11751.9,0.18317197582084407
2013,Argentina,ARG,South America,G,Manufacture of rubber and plastics products,27961.7,5121.8,0.18317198167493393
2013,Argentina,ARG,South America,H,Manufacture of other non-metallic mineral products,22916.71,4197.7,0.18317201727473098
2013,Argentina,ARG,South America,I,Manufacture of basic metals,32491.87,5951.6,0.18317197502021276
2013,Argentina,ARG,South America,J,"Manufacture of fabricated metal products, machinery and equipment",81568.14,14941.0,0.18317200809041373
2013,Argentina,ARG,South America,K,Manufacture of transport equipment,37034.05,6783.6,0.1831719728196079
2014,Argentina,ARG,South America,A,"Manufacture of food products, beverages and tobacco products",246251.62,30494.5,0.12383471832591396
2014,Argentina,ARG,South America,B,"Manufacture of textiles, wearing apparel, leather and related products",60431.36,7483.5,0.12383471098449547
2014,Argentina,ARG,South America,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",10580.23,1310.2,0.12383473705203007
2014,Argentina,ARG,South America,D,Manufacture of paper products and printing,46825.32,5798.6,0.12383471164745911
2014,Argentina,ARG,South America,E,Manufacture of coke and refined petroleum products,42351.61,5244.6,0.12383472552755374
2014,Argentina,ARG,South America,F,Manufacturing of chemicals and pharmaceutical products,88069.81,10906.1,0.12383471702732185
2014,Argentina,ARG,South America,G,Manufacture of rubber and plastics products,37018.7,4584.2,0.12383471056520083
2014,Argentina,ARG,South America,H,Manufacture of other non-metallic mineral products,30506.79,3777.8,0.12383472662971096
2014,Argentina,ARG,South America,I,Manufacture of basic metals,47467.3,5878.1,0.12383472411533834
2014,Argentina,ARG,South America,J,"Manufacture of fabricated metal products, machinery and equipment",103388.61,12803.1,0.12383472415385022
2014,Argentina,ARG,South America,K,Manufacture of transport equipment,42259.56,5233.2,0.12383470154445526
2015,Argentina,ARG,South America,A,"Manufacture of food products, beverages and tobacco products",307877.03,33344.6,0.10830492940639318
2015,Argentina,ARG,South America,B,"Manufacture of textiles, wearing apparel, leather and related products",79402.66,8599.7,0.10830493587998186
2015,Argentina,ARG,South America,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",14136.94,1531.1,0.10830490898313212
2015,Argentina,ARG,South America,D,Manufacture of paper products and printing,59846.77,6481.7,0.10830492606367896
2015,Argentina,ARG,South America,E,Manufacture of coke and refined petroleum products,46598.06,5046.8,0.1083049380167329
2015,Argentina,ARG,South America,F,Manufacturing of chemicals and pharmaceutical products,106069.04,11487.8,0.10830493044907355
2015,Argentina,ARG,South America,G,Manufacture of rubber and plastics products,49875.85,5401.8,0.10830492111913882
2015,Argentina,ARG,South America,H,Manufacture of other non-metallic mineral products,39893.84,4320.7,0.10830494131424802
2015,Argentina,ARG,South America,I,Manufacture of basic metals,50876.72,5510.2,0.10830493789693989
2015,Argentina,ARG,South America,J,"Manufacture of fabricated metal products, machinery and equipment",134888.59,14609.1,0.10830493520615792
2015,Argentina,ARG,South America,K,Manufacture of transport equipment,49320.93,5341.7,0.10830493261177354
2016,Argentina,ARG,South America,A,"Manufacture of food products, beverages and tobacco products",423413.66,28690.1,0.06775903262072366
2016,Argentina,ARG,South America,B,"Manufacture of textiles, wearing apparel, leather and related products",96612.95,6546.4,0.06775903230364046
2016,Argentina,ARG,South America,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",18062.54,1223.9,0.06775901949559697
2016,Argentina,ARG,South America,D,Manufacture of paper products and printing,80855.64,5478.7,0.06775903325977013
2016,Argentina,ARG,South America,E,Manufacture of coke and refined petroleum products,56534.16,3830.7,0.06775903276886044
2016,Argentina,ARG,South America,F,Manufacturing of chemicals and pharmaceutical products,157238.08,10654.3,0.06775903140002727
2016,Argentina,ARG,South America,G,Manufacture of rubber and plastics products,60973.42,4131.5,0.06775903336240612
2016,Argentina,ARG,South America,H,Manufacture of other non-metallic mineral products,49228.86,3335.7,0.06775903403003847
2016,Argentina,ARG,South America,I,Manufacture of basic metals,62962.82,4266.3,0.06775903620581163
2016,Argentina,ARG,South America,J,"Manufacture of fabricated metal products, machinery and equipment",172068.56,11659.2,0.06775903744414437
2016,Argentina,ARG,South America,K,Manufacture of transport equipment,69493.32,4708.8,0.06775903065215476
2017,Argentina,ARG,South America,A,"Manufacture of food products, beverages and tobacco products",523066.94,31581.0,0.06037659348151501
2017,Argentina,ARG,South America,B,"Manufacture of textiles, wearing apparel, leather and related products",104608.42,6315.9,0.06037659301230245
2017,Argentina,ARG,South America,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",22712.44,1371.3,0.060376604186956576
2017,Argentina,ARG,South America,D,Manufacture of paper products and printing,101786.13,6145.5,0.06037659551453621
2017,Argentina,ARG,South America,E,Manufacture of coke and refined petroleum products,61520.53,3714.4,0.06037659298448827
2017,Argentina,ARG,South America,F,Manufacturing of chemicals and pharmaceutical products,194464.44,11741.1,0.0603765912163684
2017,Argentina,ARG,South America,G,Manufacture of rubber and plastics products,71386.94,4310.1,0.060376589891652455
2017,Argentina,ARG,South America,H,Manufacture of other non-metallic mineral products,65283.58,3941.6,0.06037659086710624
2017,Argentina,ARG,South America,I,Manufacture of basic metals,87346.76,5273.7,0.06037659553714414
2017,Argentina,ARG,South America,J,"Manufacture of fabricated metal products, machinery and equipment",215664.7,13021.1,0.06037659385147407
2017,Argentina,ARG,South America,K,Manufacture of transport equipment,87601.83,5289.1,0.060376592589447046
2018,Argentina,ARG,South America,A,"Manufacture of food products, beverages and tobacco products",701427.94,24966.3,0.035593535096420596
2018,Argentina,ARG,South America,B,"Manufacture of textiles, wearing apparel, leather and related products",121434.98,4322.3,0.035593533263644464
2018,Argentina,ARG,South America,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",29196.31,1039.2,0.035593539046543894
2018,Argentina,ARG,South America,D,Manufacture of paper products and printing,133046.62,4735.6,0.035593538565654656
2018,Argentina,ARG,South America,E,Manufacture of coke and refined petroleum products,93561.94,3330.2,0.03559353301139331
2018,Argentina,ARG,South America,F,Manufacturing of chemicals and pharmaceutical products,274229.59,9760.8,0.03559353314133606
2018,Argentina,ARG,South America,G,Manufacture of rubber and plastics products,94483.45,3363.0,0.03559353516409488
2018,Argentina,ARG,South America,H,Manufacture of other non-metallic mineral products,92595.47,3295.8,0.03559353389534067
2018,Argentina,ARG,South America,I,Manufacture of basic metals,147554.89,5252.0,0.03559353404011212
2018,Argentina,ARG,South America,J,"Manufacture of fabricated metal products, machinery and equipment",273808.16,9745.8,0.0355935338084884
2018,Argentina,ARG,South America,K,Manufacture of transport equipment,131094.03,4666.1,0.03559353541881351
2000,Australia,AUS,Oceania,A,"Manufacture of food products, beverages and tobacco products",19295.29,11186.8,0.5797684305340837
2000,Australia,AUS,Oceania,B,"Manufacture of textiles, wearing apparel, leather and related products",2967.56,1720.5,0.5797692380272008
2000,Australia,AUS,Oceania,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3428.61,1987.8,0.5797684776046269
2000,Australia,AUS,Oceania,D,Manufacture of paper products and printing,6665.94,3864.7,0.5797681947332259
2000,Australia,AUS,Oceania,E,Manufacture of coke and refined petroleum products,3528.31,2045.6,0.5797676508016586
2000,Australia,AUS,Oceania,F,Manufacturing of chemicals and pharmaceutical products,6167.12,3575.5,0.5797681900141395
2000,Australia,AUS,Oceania,G,Manufacture of rubber and plastics products,4094.57,2373.9,0.5797678388695272
2000,Australia,AUS,Oceania,H,Manufacture of other non-metallic mineral products,3668.88,2127.1,0.5797682126425503
2000,Australia,AUS,Oceania,I,Manufacture of basic metals,9556.06,5540.3,0.5797682308399069
2000,Australia,AUS,Oceania,J,"Manufacture of fabricated metal products, machinery and equipment",15100.16,8754.6,0.5797686911926762
2000,Australia,AUS,Oceania,K,Manufacture of transport equipment,7979.39,4626.2,0.5797686289302816
2001,Australia,AUS,Oceania,A,"Manufacture of food products, beverages and tobacco products",19627.73,10151.7,0.5172121279434759
2001,Australia,AUS,Oceania,B,"Manufacture of textiles, wearing apparel, leather and related products",2913.7,1507.0,0.517211792566153
2001,Australia,AUS,Oceania,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3230.4,1670.8,0.517211490837048
2001,Australia,AUS,Oceania,D,Manufacture of paper products and printing,6871.26,3553.9,0.5172122725671856
2001,Australia,AUS,Oceania,E,Manufacture of coke and refined petroleum products,3396.09,1756.5,0.5172124413663949
2001,Australia,AUS,Oceania,F,Manufacturing of chemicals and pharmaceutical products,6406.46,3313.5,0.5172123138207372
2001,Australia,AUS,Oceania,G,Manufacture of rubber and plastics products,3973.42,2055.1,0.5172118728953898
2001,Australia,AUS,Oceania,H,Manufacture of other non-metallic mineral products,3130.44,1619.1,0.5172116379806033
2001,Australia,AUS,Oceania,I,Manufacture of basic metals,10414.3,5386.4,0.5172119105460761
2001,Australia,AUS,Oceania,J,"Manufacture of fabricated metal products, machinery and equipment",16094.75,8324.4,0.5172121343916495
2001,Australia,AUS,Oceania,K,Manufacture of transport equipment,7989.76,4132.4,0.5172120314001922
2002,Australia,AUS,Oceania,A,"Manufacture of food products, beverages and tobacco products",19877.53,10799.7,0.5433119708535216
2002,Australia,AUS,Oceania,B,"Manufacture of textiles, wearing apparel, leather and related products",2850.85,1548.9,0.5433116438956803
2002,Australia,AUS,Oceania,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3538.11,1922.3,0.5433126725850808
2002,Australia,AUS,Oceania,D,Manufacture of paper products and printing,7038.5,3824.1,0.5433117851815017
2002,Australia,AUS,Oceania,E,Manufacture of coke and refined petroleum products,3260.19,1771.3,0.5433118928651397
2002,Australia,AUS,Oceania,F,Manufacturing of chemicals and pharmaceutical products,6250.74,3396.1,0.5433116718980473
2002,Australia,AUS,Oceania,G,Manufacture of rubber and plastics products,4003.22,2175.0,0.5433126333301692
2002,Australia,AUS,Oceania,H,Manufacture of other non-metallic mineral products,3540.51,1923.6,0.5433115568096121
2002,Australia,AUS,Oceania,I,Manufacture of basic metals,10083.89,5478.7,0.5433121543372647
2002,Australia,AUS,Oceania,J,"Manufacture of fabricated metal products, machinery and equipment",16625.62,9032.9,0.5433120689634432
2002,Australia,AUS,Oceania,K,Manufacture of transport equipment,8074.37,4386.9,0.5433117382532631
2003,Australia,AUS,Oceania,A,"Manufacture of food products, beverages and tobacco products",19118.5,12399.2,0.6485446033946178
2003,Australia,AUS,Oceania,B,"Manufacture of textiles, wearing apparel, leather and related products",2997.17,1943.8,0.6485451275703413
2003,Australia,AUS,Oceania,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3489.35,2263.0,0.6485448579248284
2003,Australia,AUS,Oceania,D,Manufacture of paper products and printing,6966.83,4518.3,0.6485446034997266
2003,Australia,AUS,Oceania,E,Manufacture of coke and refined petroleum products,2917.3,1892.0,0.6485448873958797
2003,Australia,AUS,Oceania,F,Manufacturing of chemicals and pharmaceutical products,6595.07,4277.2,0.6485450495597469
2003,Australia,AUS,Oceania,G,Manufacture of rubber and plastics products,4061.09,2633.8,0.6485450950360617
2003,Australia,AUS,Oceania,H,Manufacture of other non-metallic mineral products,4870.6,3158.8,0.6485443271876155
