Year,Country,ISO3,Continent,Ind Code,Industry,Value (LCU),Value (USD),Exchange Rate
2018,North Macedonia,MKD,Europe,A,"Manufacture of food products, beverages and tobacco products",19297.85,370.35,0.01919125705713331
2018,North Macedonia,MKD,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",17758.68,340.81,0.01919117862363644
2018,North Macedonia,MKD,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1010.68,19.4,0.01919499742747457
2018,North Macedonia,MKD,Europe,D,Manufacture of paper products and printing,3396.17,65.18,0.019192207692783344
2018,North Macedonia,MKD,Europe,E,Manufacture of coke and refined petroleum products,25.34,0.49,0.019337016574585635
2018,North Macedonia,MKD,Europe,F,Manufacturing of chemicals and pharmaceutical products,5237.02,100.5,0.019190302882173448
2018,North Macedonia,MKD,Europe,G,Manufacture of rubber and plastics products,3036.38,58.27,0.01919061514039745
2018,North Macedonia,MKD,Europe,H,Manufacture of other non-metallic mineral products,4156.4,79.77,0.01919208930805505
2018,North Macedonia,MKD,Europe,I,Manufacture of basic metals,3353.61,64.36,0.019191259568047566
2018,North Macedonia,MKD,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",15260.26,292.86,0.019191022957669137
2018,North Macedonia,MKD,Europe,K,Manufacture of transport equipment,12460.09,239.12,0.019190872618095055
2018,North Macedonia,MKD,Europe,L,"Manufacture of furniture, other manufacturing",2544.12,48.82,0.019189346414477306
2019,North Macedonia,MKD,Europe,A,"Manufacture of food products, beverages and tobacco products",20381.52,370.93,0.018199329588764725
2019,North Macedonia,MKD,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",17373.95,316.19,0.018199085412355855
2019,North Macedonia,MKD,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1160.4,21.12,0.018200620475698034
2019,North Macedonia,MKD,Europe,D,Manufacture of paper products and printing,3696.5,67.27,0.018198295685107533
2019,North Macedonia,MKD,Europe,E,Manufacture of coke and refined petroleum products,25.77,0.47,0.01823826154443151
2019,North Macedonia,MKD,Europe,F,Manufacturing of chemicals and pharmaceutical products,5838.0,106.25,0.01819972593353888
2019,North Macedonia,MKD,Europe,G,Manufacture of rubber and plastics products,2901.35,52.8,0.018198424871180657
2019,North Macedonia,MKD,Europe,H,Manufacture of other non-metallic mineral products,4727.5,86.04,0.018199894235854046
2019,North Macedonia,MKD,Europe,I,Manufacture of basic metals,4392.76,79.95,0.018200402480445094
2019,North Macedonia,MKD,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",15070.05,274.27,0.018199674188207737
2019,North Macedonia,MKD,Europe,K,Manufacture of transport equipment,13614.26,247.77,0.018199299851773067
2019,North Macedonia,MKD,Europe,L,"Manufacture of furniture, other manufacturing",2779.04,50.58,0.01820052967931372
2000,Norway,NOR,Europe,A,"Manufacture of food products, beverages and tobacco products",23005.0,2613.66,0.11361269289284938
2000,Norway,NOR,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",2203.0,250.29,0.11361325465274626
2000,Norway,NOR,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",5551.0,630.66,0.11361196180868312
2000,Norway,NOR,Europe,D,Manufacture of paper products and printing,12848.93,1459.8,0.11361257318702801
2000,Norway,NOR,Europe,E,Manufacture of coke and refined petroleum products,6736.93,765.4,0.11361258021086755
2000,Norway,NOR,Europe,F,Manufacturing of chemicals and pharmaceutical products,13624.37,1547.9,0.1136125927290583
2000,Norway,NOR,Europe,G,Manufacture of rubber and plastics products,2697.0,306.41,0.11361142009640342
2000,Norway,NOR,Europe,H,Manufacture of other non-metallic mineral products,5141.0,584.08,0.1136121377163976
2000,Norway,NOR,Europe,I,Manufacture of basic metals,13041.0,1481.62,0.11361245303274288
2000,Norway,NOR,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",30672.0,3484.73,0.11361274126238916
2000,Norway,NOR,Europe,K,Manufacture of transport equipment,14366.0,1632.16,0.11361269664485592
2000,Norway,NOR,Europe,L,"Manufacture of furniture, other manufacturing",6042.0,686.45,0.11361304203905992
2001,Norway,NOR,Europe,A,"Manufacture of food products, beverages and tobacco products",25589.0,2845.86,0.11121419359881199
2001,Norway,NOR,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",2500.0,278.04,0.11121600000000001
2001,Norway,NOR,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",6501.0,723.0,0.11121365943700968
2001,Norway,NOR,Europe,D,Manufacture of paper products and printing,13634.94,1516.4,0.11121427743723111
2001,Norway,NOR,Europe,E,Manufacture of coke and refined petroleum products,7165.45,796.9,0.11121422939243174
2001,Norway,NOR,Europe,F,Manufacturing of chemicals and pharmaceutical products,13326.53,1482.1,0.11121424706956723
2001,Norway,NOR,Europe,G,Manufacture of rubber and plastics products,2697.0,299.94,0.11121245828698553
2001,Norway,NOR,Europe,H,Manufacture of other non-metallic mineral products,4997.0,555.74,0.11121472883730238
2001,Norway,NOR,Europe,I,Manufacture of basic metals,12059.0,1341.13,0.11121403101418029
2001,Norway,NOR,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",32838.0,3652.06,0.11121444667762957
2001,Norway,NOR,Europe,K,Manufacture of transport equipment,14792.0,1645.08,0.11121416982152514
2001,Norway,NOR,Europe,L,"Manufacture of furniture, other manufacturing",5973.0,664.28,0.11121379541269044
2002,Norway,NOR,Europe,A,"Manufacture of food products, beverages and tobacco products",27169.0,3403.03,0.12525414995031103
2002,Norway,NOR,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",2271.0,284.45,0.12525319242624394
2002,Norway,NOR,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",6040.0,756.53,0.12525331125827815
2002,Norway,NOR,Europe,D,Manufacture of paper products and printing,11204.44,1403.4,0.12525391719711115
2002,Norway,NOR,Europe,E,Manufacture of coke and refined petroleum products,6514.76,816.0,0.12525403852175673
2002,Norway,NOR,Europe,F,Manufacturing of chemicals and pharmaceutical products,11948.52,1496.6,0.125254006353925
2002,Norway,NOR,Europe,G,Manufacture of rubber and plastics products,2690.0,336.93,0.1252527881040892
2002,Norway,NOR,Europe,H,Manufacture of other non-metallic mineral products,5564.0,696.91,0.12525341480948957
2002,Norway,NOR,Europe,I,Manufacture of basic metals,9198.0,1152.09,0.12525440313111544
2002,Norway,NOR,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",33361.0,4178.6,0.12525403914750757
2002,Norway,NOR,Europe,K,Manufacture of transport equipment,17258.0,2161.63,0.125253795341291
2002,Norway,NOR,Europe,L,"Manufacture of furniture, other manufacturing",6285.0,787.22,0.1252537788385044
2003,Norway,NOR,Europe,A,"Manufacture of food products, beverages and tobacco products",29084.0,4107.78,0.14123848163938935
2003,Norway,NOR,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",2265.0,319.91,0.14124061810154526
2003,Norway,NOR,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",6081.0,858.87,0.14123828317710904
2003,Norway,NOR,Europe,D,Manufacture of paper products and printing,10995.58,1553.0,0.14123857040738189
2003,Norway,NOR,Europe,E,Manufacture of coke and refined petroleum products,8168.45,1153.7,0.14123854586855525
2003,Norway,NOR,Europe,F,Manufacturing of chemicals and pharmaceutical products,13840.41,1954.8,0.14123859047528217
2003,Norway,NOR,Europe,G,Manufacture of rubber and plastics products,2873.0,405.78,0.14123912286808213
2003,Norway,NOR,Europe,H,Manufacture of other non-metallic mineral products,5556.0,784.72,0.14123830093592513
2003,Norway,NOR,Europe,I,Manufacture of basic metals,10248.0,1447.41,0.14123829039812646
2003,Norway,NOR,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",33384.0,4715.11,0.1412386173017014
2003,Norway,NOR,Europe,K,Manufacture of transport equipment,15852.0,2238.91,0.14123832954832197
2003,Norway,NOR,Europe,L,"Manufacture of furniture, other manufacturing",6720.0,949.12,0.14123809523809525
2004,Norway,NOR,Europe,A,"Manufacture of food products, beverages and tobacco products",30526.0,4528.52,0.14834960361658917
2004,Norway,NOR,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",2298.0,340.91,0.1483507397737163
2004,Norway,NOR,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",7256.0,1076.42,0.1483489525909592
2004,Norway,NOR,Europe,D,Manufacture of paper products and printing,11423.02,1694.6,0.14834956079915818
2004,Norway,NOR,Europe,E,Manufacture of coke and refined petroleum products,8479.29,1257.9,0.14834968493824366
2004,Norway,NOR,Europe,F,Manufacturing of chemicals and pharmaceutical products,14843.99,2202.1,0.14834960142118123
2004,Norway,NOR,Europe,G,Manufacture of rubber and plastics products,2790.0,413.9,0.14835125448028674
2004,Norway,NOR,Europe,H,Manufacture of other non-metallic mineral products,6072.0,900.78,0.1483498023715415
2004,Norway,NOR,Europe,I,Manufacture of basic metals,13106.0,1944.27,0.14834961086525256
2004,Norway,NOR,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",33293.0,4939.01,0.14834980326194697
2004,Norway,NOR,Europe,K,Manufacture of transport equipment,16191.0,2401.93,0.14834970045086776
2004,Norway,NOR,Europe,L,"Manufacture of furniture, other manufacturing",7133.0,1058.18,0.14834992289359317
2005,Norway,NOR,Europe,A,"Manufacture of food products, beverages and tobacco products",31562.0,4899.03,0.1552192509980356
2005,Norway,NOR,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",2509.0,389.45,0.1552212036667995
2005,Norway,NOR,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",7462.0,1158.25,0.15521978021978022
2005,Norway,NOR,Europe,D,Manufacture of paper products and printing,10958.05,1700.9,0.15521922239814567
2005,Norway,NOR,Europe,E,Manufacture of coke and refined petroleum products,8888.72,1379.7,0.15521919916478416
2005,Norway,NOR,Europe,F,Manufacturing of chemicals and pharmaceutical products,16978.56,2635.4,0.1552192883259829
2005,Norway,NOR,Europe,G,Manufacture of rubber and plastics products,3188.0,494.84,0.15521957340025094
2005,Norway,NOR,Europe,H,Manufacture of other non-metallic mineral products,6901.0,1071.17,0.1552195334009564
2005,Norway,NOR,Europe,I,Manufacture of basic metals,12755.0,1979.82,0.15521912975303803
2005,Norway,NOR,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",36094.0,5602.49,0.1552194270515875
2005,Norway,NOR,Europe,K,Manufacture of transport equipment,18582.0,2884.28,0.15521902916801206
2005,Norway,NOR,Europe,L,"Manufacture of furniture, other manufacturing",7117.0,1104.7,0.15521989602360545
2006,Norway,NOR,Europe,A,"Manufacture of food products, beverages and tobacco products",33329.0,5196.83,0.15592517027213537
2006,Norway,NOR,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",2791.0,435.19,0.15592619132927266
2006,Norway,NOR,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",8146.0,1270.17,0.15592560766020133
2006,Norway,NOR,Europe,D,Manufacture of paper products and printing,11356.09,1770.7,0.155925146771468
2006,Norway,NOR,Europe,E,Manufacture of coke and refined petroleum products,9848.31,1535.6,0.1559252298110031
2006,Norway,NOR,Europe,F,Manufacturing of chemicals and pharmaceutical products,19072.61,2973.9,0.1559251722758448
2006,Norway,NOR,Europe,G,Manufacture of rubber and plastics products,3316.0,517.05,0.15592581423401689
2006,Norway,NOR,Europe,H,Manufacture of other non-metallic mineral products,7477.0,1165.85,0.15592483616423697
2006,Norway,NOR,Europe,I,Manufacture of basic metals,15685.0,2445.69,0.1559254064392732
2006,Norway,NOR,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",41776.0,6513.93,0.1559251723477595
2006,Norway,NOR,Europe,K,Manufacture of transport equipment,22024.0,3434.1,0.15592535415909917
2006,Norway,NOR,Europe,L,"Manufacture of furniture, other manufacturing",7271.0,1133.73,0.1559249071654518
2007,Norway,NOR,Europe,A,"Manufacture of food products, beverages and tobacco products",33056.0,5639.35,0.17059989109390128
2007,Norway,NOR,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",2693.0,459.43,0.17060155959896026
2007,Norway,NOR,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",8849.0,1509.64,0.17060006780427167
2007,Norway,NOR,Europe,D,Manufacture of paper products and printing,10684.06,1822.7,0.17059994047206775
2007,Norway,NOR,Europe,E,Manufacture of coke and refined petroleum products,10732.71,1831.0,0.17059996962556523
2007,Norway,NOR,Europe,F,Manufacturing of chemicals and pharmaceutical products,22342.92,3811.7,0.17059990368313543
2007,Norway,NOR,Europe,G,Manufacture of rubber and plastics products,3565.0,608.19,0.17060028050490886
2007,Norway,NOR,Europe,H,Manufacture of other non-metallic mineral products,8476.0,1446.01,0.17060051911278906
2007,Norway,NOR,Europe,I,Manufacture of basic metals,15297.0,2609.67,0.1706001176701314
2007,Norway,NOR,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",49510.0,8446.41,0.17060008079175923
2007,Norway,NOR,Europe,K,Manufacture of transport equipment,20446.0,3488.09,0.1706001173823731
2007,Norway,NOR,Europe,L,"Manufacture of furniture, other manufacturing",7203.0,1228.83,0.17059975010412326
2008,Norway,NOR,Europe,A,"Manufacture of food products, beverages and tobacco products",31585.0,5600.18,0.17730504986544246
2008,Norway,NOR,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",2856.0,506.38,0.17730392156862745
2008,Norway,NOR,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",7640.0,1354.61,0.1773049738219895
2008,Norway,NOR,Europe,D,Manufacture of paper products and printing,10060.07,1783.7,0.17730492928975644
2008,Norway,NOR,Europe,E,Manufacture of coke and refined petroleum products,8168.98,1448.4,0.1773048777203519
2008,Norway,NOR,Europe,F,Manufacturing of chemicals and pharmaceutical products,24361.98,4319.5,0.1773049645390071
2008,Norway,NOR,Europe,G,Manufacture of rubber and plastics products,3720.0,659.57,0.17730376344086024
2008,Norway,NOR,Europe,H,Manufacture of other non-metallic mineral products,8864.0,1571.63,0.1773048285198556
2008,Norway,NOR,Europe,I,Manufacture of basic metals,16464.0,2919.15,0.17730502915451896
2008,Norway,NOR,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",56373.0,9995.22,0.1773050928636049
2008,Norway,NOR,Europe,K,Manufacture of transport equipment,21703.0,3848.05,0.1773049808782196
2008,Norway,NOR,Europe,L,"Manufacture of furniture, other manufacturing",6196.0,1098.58,0.1773047127178825
2009,Norway,NOR,Europe,A,"Manufacture of food products, beverages and tobacco products",30364.0,4828.62,0.15902450270056645
2009,Norway,NOR,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",2291.0,364.33,0.15902662592754255
2009,Norway,NOR,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",6540.0,1040.02,0.15902446483180427
2009,Norway,NOR,Europe,D,Manufacture of paper products and printing,7885.57,1254.0,0.1590246488205672
2009,Norway,NOR,Europe,E,Manufacture of coke and refined petroleum products,8897.36,1414.9,0.15902469946141326
2009,Norway,NOR,Europe,F,Manufacturing of chemicals and pharmaceutical products,19146.72,3044.8,0.1590246266723491
2009,Norway,NOR,Europe,G,Manufacture of rubber and plastics products,3321.0,528.12,0.15902439024390244
2009,Norway,NOR,Europe,H,Manufacture of other non-metallic mineral products,7492.0,1191.41,0.15902429257875067
2009,Norway,NOR,Europe,I,Manufacture of basic metals,6618.0,1052.43,0.15902538531278332
2009,Norway,NOR,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",56163.0,8931.31,0.1590248028061179
2009,Norway,NOR,Europe,K,Manufacture of transport equipment,19895.0,3163.8,0.1590248806232722
2009,Norway,NOR,Europe,L,"Manufacture of furniture, other manufacturing",5687.0,904.37,0.15902409002989273
2010,Norway,NOR,Europe,A,"Manufacture of food products, beverages and tobacco products",33703.0,5576.12,0.16544877310625167
2010,Norway,NOR,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",2550.0,421.89,0.16544705882352942
2010,Norway,NOR,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",7017.0,1160.95,0.16544819723528575
2010,Norway,NOR,Europe,D,Manufacture of paper products and printing,8469.69,1401.3,0.16544879446591315
2010,Norway,NOR,Europe,E,Manufacture of coke and refined petroleum products,9980.13,1651.2,0.16544874665961268
2010,Norway,NOR,Europe,F,Manufacturing of chemicals and pharmaceutical products,21665.32,3584.5,0.16544874481429309
2010,Norway,NOR,Europe,G,Manufacture of rubber and plastics products,3371.0,557.73,0.16544942153663603
2010,Norway,NOR,Europe,H,Manufacture of other non-metallic mineral products,7408.0,1225.64,0.16544816414686828
2010,Norway,NOR,Europe,I,Manufacture of basic metals,10127.0,1675.5,0.1654488002369902
2010,Norway,NOR,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",53847.0,8908.92,0.1654487715193047
2010,Norway,NOR,Europe,K,Manufacture of transport equipment,19743.0,3266.46,0.1654490199057894
2010,Norway,NOR,Europe,L,"Manufacture of furniture, other manufacturing",5744.0,950.34,0.1654491643454039
2011,Norway,NOR,Europe,A,"Manufacture of food products, beverages and tobacco products",34217.0,6105.16,0.17842475962240992
2011,Norway,NOR,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",2738.0,488.53,0.17842585829072313
2011,Norway,NOR,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",7658.0,1366.38,0.17842517628623664
2011,Norway,NOR,Europe,D,Manufacture of paper products and printing,7363.89,1313.9,0.17842471845722846
2011,Norway,NOR,Europe,E,Manufacture of coke and refined petroleum products,9494.76,1694.1,0.1784247311148465
2011,Norway,NOR,Europe,F,Manufacturing of chemicals and pharmaceutical products,20692.21,3692.0,0.1784246341980871
2011,Norway,NOR,Europe,G,Manufacture of rubber and plastics products,3518.0,627.7,0.17842524161455373
2011,Norway,NOR,Europe,H,Manufacture of other non-metallic mineral products,8321.0,1484.67,0.17842446821295518
2011,Norway,NOR,Europe,I,Manufacture of basic metals,10164.0,1813.51,0.17842483274301457
2011,Norway,NOR,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",56837.0,10141.11,0.1784244418248676
2011,Norway,NOR,Europe,K,Manufacture of transport equipment,20068.0,3580.63,0.1784248554913295
2011,Norway,NOR,Europe,L,"Manufacture of furniture, other manufacturing",5698.0,1016.66,0.1784240084240084
2012,Norway,NOR,Europe,A,"Manufacture of food products, beverages and tobacco products",35017.0,6019.25,0.17189507953279837
2012,Norway,NOR,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",2566.0,441.08,0.17189399844115355
2012,Norway,NOR,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",7699.0,1323.42,0.17189505130536434
2012,Norway,NOR,Europe,D,Manufacture of paper products and printing,8040.37,1382.1,0.17189507448040325
2012,Norway,NOR,Europe,E,Manufacture of coke and refined petroleum products,9458.09,1625.8,0.1718951712237883
2012,Norway,NOR,Europe,F,Manufacturing of chemicals and pharmaceutical products,18389.7,3161.1,0.17189513695166314
2012,Norway,NOR,Europe,G,Manufacture of rubber and plastics products,3702.0,636.36,0.17189627228525123
2012,Norway,NOR,Europe,H,Manufacture of other non-metallic mineral products,8656.0,1487.92,0.1718946395563771
2012,Norway,NOR,Europe,I,Manufacture of basic metals,9430.0,1620.97,0.1718950159066808
2012,Norway,NOR,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",61479.0,10567.95,0.1718952813155712
2012,Norway,NOR,Europe,K,Manufacture of transport equipment,21067.0,3621.31,0.1718949067261594
2012,Norway,NOR,Europe,L,"Manufacture of furniture, other manufacturing",5732.0,985.3,0.17189462665736216
2013,Norway,NOR,Europe,A,"Manufacture of food products, beverages and tobacco products",36610.0,6231.49,0.1702127833925157
2013,Norway,NOR,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",2743.0,466.89,0.17021144732045204
2013,Norway,NOR,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",7284.0,1239.83,0.17021279516749038
2013,Norway,NOR,Europe,D,Manufacture of paper products and printing,7520.59,1280.1,0.17021270937519528
2013,Norway,NOR,Europe,E,Manufacture of coke and refined petroleum products,8393.61,1428.7,0.17021281665457413
2013,Norway,NOR,Europe,F,Manufacturing of chemicals and pharmaceutical products,20419.15,3475.6,0.1702127659574468
2013,Norway,NOR,Europe,G,Manufacture of rubber and plastics products,3902.0,664.17,0.17021271143003586
2013,Norway,NOR,Europe,H,Manufacture of other non-metallic mineral products,8688.0,1478.81,0.1702129373848987
2013,Norway,NOR,Europe,I,Manufacture of basic metals,8041.0,1368.68,0.1702126601169009
2013,Norway,NOR,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",62871.0,10701.44,0.17021265766410587
2013,Norway,NOR,Europe,K,Manufacture of transport equipment,23014.0,3917.28,0.17021291387850873
2013,Norway,NOR,Europe,L,"Manufacture of furniture, other manufacturing",5903.0,1004.77,0.17021345078773506
2014,Norway,NOR,Europe,A,"Manufacture of food products, beverages and tobacco products",39347.0,6243.9,0.15868808295422776
2014,Norway,NOR,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",2695.0,427.66,0.15868645640074214
2014,Norway,NOR,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",7422.0,1177.78,0.1586876852600377
2014,Norway,NOR,Europe,D,Manufacture of paper products and printing,7262.04,1152.4,0.15868819229858278
2014,Norway,NOR,Europe,E,Manufacture of coke and refined petroleum products,5931.76,941.3,0.1586881465197513
2014,Norway,NOR,Europe,F,Manufacturing of chemicals and pharmaceutical products,21617.87,3430.5,0.1586881593792543
2014,Norway,NOR,Europe,G,Manufacture of rubber and plastics products,4132.0,655.7,0.1586882865440465
2014,Norway,NOR,Europe,H,Manufacture of other non-metallic mineral products,9660.0,1532.93,0.15868840579710145
2014,Norway,NOR,Europe,I,Manufacture of basic metals,10877.0,1726.05,0.15868805736875977
2014,Norway,NOR,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",66559.0,10562.13,0.15868823149386257
2014,Norway,NOR,Europe,K,Manufacture of transport equipment,22941.0,3640.47,0.15868837452595788
2014,Norway,NOR,Europe,L,"Manufacture of furniture, other manufacturing",5532.0,877.86,0.1586876355748373
2015,Norway,NOR,Europe,A,"Manufacture of food products, beverages and tobacco products",40489.0,5020.85,0.12400528538615427
2015,Norway,NOR,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",2725.0,337.91,0.12400366972477066
2015,Norway,NOR,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",8223.0,1019.7,0.12400583728566217
2015,Norway,NOR,Europe,D,Manufacture of paper products and printing,7589.99,941.2,0.12400543347224437
2015,Norway,NOR,Europe,E,Manufacture of coke and refined petroleum products,8368.19,1037.7,0.12400531058687721
2015,Norway,NOR,Europe,F,Manufacturing of chemicals and pharmaceutical products,25088.43,3111.1,0.12400536821156206
2015,Norway,NOR,Europe,G,Manufacture of rubber and plastics products,3890.0,482.38,0.12400514138817481
2015,Norway,NOR,Europe,H,Manufacture of other non-metallic mineral products,9662.0,1198.14,0.12400538190850757
2015,Norway,NOR,Europe,I,Manufacture of basic metals,12156.0,1507.41,0.12400542941757157
2015,Norway,NOR,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",61403.0,7614.3,0.12400534175854601
2015,Norway,NOR,Europe,K,Manufacture of transport equipment,19631.0,2434.35,0.12400539962304517
2015,Norway,NOR,Europe,L,"Manufacture of furniture, other manufacturing",5462.0,677.32,0.12400585865983157
2016,Norway,NOR,Europe,A,"Manufacture of food products, beverages and tobacco products",42675.0,5080.36,0.11904768599882834
2016,Norway,NOR,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",2987.0,355.6,0.11904921325744895
2016,Norway,NOR,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",8542.0,1016.9,0.11904706157808476
2016,Norway,NOR,Europe,D,Manufacture of paper products and printing,7937.16,944.9,0.11904761904761904
2016,Norway,NOR,Europe,E,Manufacture of coke and refined petroleum products,4658.64,554.6,0.11904761904761904
2016,Norway,NOR,Europe,F,Manufacturing of chemicals and pharmaceutical products,26345.76,3136.4,0.11904761904761905
2016,Norway,NOR,Europe,G,Manufacture of rubber and plastics products,4187.0,498.45,0.1190470503940769
2016,Norway,NOR,Europe,H,Manufacture of other non-metallic mineral products,10052.0,1196.67,0.11904795065658576
2016,Norway,NOR,Europe,I,Manufacture of basic metals,10930.0,1301.19,0.11904757548032938
2016,Norway,NOR,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",50648.0,6029.53,0.11904774127310061
2016,Norway,NOR,Europe,K,Manufacture of transport equipment,18320.0,2180.95,0.11904748908296942
2016,Norway,NOR,Europe,L,"Manufacture of furniture, other manufacturing",6450.0,767.86,0.11904806201550387
2017,Norway,NOR,Europe,A,"Manufacture of food products, beverages and tobacco products",45603.0,5513.16,0.12089467798171173
2017,Norway,NOR,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",3172.0,383.48,0.1208953341740227
2017,Norway,NOR,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",8965.0,1083.82,0.12089459007250418
2017,Norway,NOR,Europe,D,Manufacture of paper products and printing,8055.78,973.9,0.12089456266184032
2017,Norway,NOR,Europe,E,Manufacture of coke and refined petroleum products,7002.79,846.6,0.12089467198073911
2017,Norway,NOR,Europe,F,Manufacturing of chemicals and pharmaceutical products,27011.96,3265.6,0.12089459631955622
2017,Norway,NOR,Europe,G,Manufacture of rubber and plastics products,4201.0,507.88,0.12089502499404904
2017,Norway,NOR,Europe,H,Manufacture of other non-metallic mineral products,10755.0,1300.22,0.12089446768944677
2017,Norway,NOR,Europe,I,Manufacture of basic metals,14314.0,1730.49,0.1208949280424759
2017,Norway,NOR,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",49302.0,5960.35,0.12089468987059349
2017,Norway,NOR,Europe,K,Manufacture of transport equipment,16765.0,2026.8,0.12089472114524306
2017,Norway,NOR,Europe,L,"Manufacture of furniture, other manufacturing",6345.0,767.08,0.12089519306540583
2018,Norway,NOR,Europe,A,"Manufacture of food products, beverages and tobacco products",47238.0,5808.55,0.12296350395867733
2018,Norway,NOR,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",3165.0,389.18,0.12296366508688784
2018,Norway,NOR,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",9129.0,1122.53,0.12296308467521086
2018,Norway,NOR,Europe,D,Manufacture of paper products and printing,8129.25,999.6,0.12296337300488976
2018,Norway,NOR,Europe,E,Manufacture of coke and refined petroleum products,7233.86,889.5,0.12296339713513947
2018,Norway,NOR,Europe,F,Manufacturing of chemicals and pharmaceutical products,27425.23,3372.3,0.12296341726213418
2018,Norway,NOR,Europe,G,Manufacture of rubber and plastics products,4058.0,498.99,0.12296451453918186
2018,Norway,NOR,Europe,H,Manufacture of other non-metallic mineral products,10712.0,1317.18,0.12296303211351756
2018,Norway,NOR,Europe,I,Manufacture of basic metals,13437.0,1652.26,0.12296345910545509
2018,Norway,NOR,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",52584.0,6465.91,0.12296344895785791
2018,Norway,NOR,Europe,K,Manufacture of transport equipment,14163.0,1741.53,0.1229633552213514
2018,Norway,NOR,Europe,L,"Manufacture of furniture, other manufacturing",6295.0,774.05,0.12296266878474979
