Country ISO3,Country,Year,ISIC Division,ISIC Division Desc,Measure,Value LCU,Value USD
BRN,Brunei Darussalam,2016,23,Manufacture of other non-metallic mineral products,Current prices,16990000.0,12300000.0
BRN,Brunei Darussalam,2016,24,Manufacture of basic metals,Current prices,4280000.0,3100000.0
BRN,Brunei Darussalam,2016,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,40200000.0,29100000.0
BRN,Brunei Darussalam,2016,29-30,Manufacture of transport equipment,Current prices,76250000.0,55200000.0
BRN,Brunei Darussalam,2017,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,20850000.0,15100000.0
BRN,Brunei Darussalam,2017,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,58960000.0,42700000.0
BRN,Brunei Darussalam,2017,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,2900000.0,2100000.0
BRN,Brunei Darussalam,2017,17-18,Manufacture of paper products and printing,Current prices,8420000.0,6100000.0
BRN,Brunei Darussalam,2017,19,Manufacture of coke and refined petroleum products,Current prices,1541760000.0,1116500000.0
BRN,Brunei Darussalam,2017,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,46540000.0,33700000.0
BRN,Brunei Darussalam,2017,22,Manufacture of rubber and plastics products,Current prices,8560000.0,6200000.0
BRN,Brunei Darussalam,2017,23,Manufacture of other non-metallic mineral products,Current prices,16980000.0,12300000.0
BRN,Brunei Darussalam,2017,24,Manufacture of basic metals,Current prices,3590000.0,2600000.0
BRN,Brunei Darussalam,2017,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,41430000.0,30000000.0
BRN,Brunei Darussalam,2017,29-30,Manufacture of transport equipment,Current prices,83270000.0,60300000.0
BRN,Brunei Darussalam,2018,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,22660000.0,16800000.0
BRN,Brunei Darussalam,2018,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,64069999.99999999,47500000.0
BRN,Brunei Darussalam,2018,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,3240000.0,2400000.0
BRN,Brunei Darussalam,2018,17-18,Manufacture of paper products and printing,Current prices,9310000.0,6900000.0
BRN,Brunei Darussalam,2018,19,Manufacture of coke and refined petroleum products,Current prices,1682370000.0,1247200000.0
BRN,Brunei Darussalam,2018,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,50720000.0,37600000.0
BRN,Brunei Darussalam,2018,22,Manufacture of rubber and plastics products,Current prices,9310000.0,6900000.0
BRN,Brunei Darussalam,2018,23,Manufacture of other non-metallic mineral products,Current prices,18480000.0,13700000.0
BRN,Brunei Darussalam,2018,24,Manufacture of basic metals,Current prices,5260000.0,3900000.0
BRN,Brunei Darussalam,2018,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,44920000.0,33299999.999999996
BRN,Brunei Darussalam,2018,29-30,Manufacture of transport equipment,Current prices,100900000.0,74800000.0
BGR,Bulgaria,2000,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,655650000.0,308790000.0
BGR,Bulgaria,2000,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,497150000.0,234140000.0
BGR,Bulgaria,2000,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,49340000.0,23240000.0
BGR,Bulgaria,2000,17-18,Manufacture of paper products and printing,Current prices,94270000.0,44400000.0
BGR,Bulgaria,2000,19,Manufacture of coke and refined petroleum products,Current prices,490380000.0,230950000.0
BGR,Bulgaria,2000,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,408520000.0,192400000.0
BGR,Bulgaria,2000,22,Manufacture of rubber and plastics products,Current prices,78210000.0,36830000.0
BGR,Bulgaria,2000,23,Manufacture of other non-metallic mineral products,Current prices,152190000.0,71680000.0
BGR,Bulgaria,2000,24,Manufacture of basic metals,Current prices,268670000.0,126530000.0
BGR,Bulgaria,2000,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,501960000.0,236410000.0
BGR,Bulgaria,2000,29-30,Manufacture of transport equipment,Current prices,68780000.0,32390000.0
BGR,Bulgaria,2000,31-32,"Manufacture of furniture, other manufacturing",Current prices,81780000.0,38510000.0
BGR,Bulgaria,2001,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,824170000.0,377240000.0
BGR,Bulgaria,2001,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,679010000.0,310800000.0
BGR,Bulgaria,2001,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,63580000.0,29100000.0
BGR,Bulgaria,2001,17-18,Manufacture of paper products and printing,Current prices,126710000.0,58000000.0
BGR,Bulgaria,2001,19,Manufacture of coke and refined petroleum products,Current prices,364770000.0,166960000.0
BGR,Bulgaria,2001,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,526080000.00000006,240800000.0
BGR,Bulgaria,2001,22,Manufacture of rubber and plastics products,Current prices,83760000.0,38340000.0
BGR,Bulgaria,2001,23,Manufacture of other non-metallic mineral products,Current prices,239040000.0,109420000.0
BGR,Bulgaria,2001,24,Manufacture of basic metals,Current prices,223250000.0,102190000.0
BGR,Bulgaria,2001,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,712920000.0,326320000.0
BGR,Bulgaria,2001,29-30,Manufacture of transport equipment,Current prices,61220000.0,28020000.0
BGR,Bulgaria,2001,31-32,"Manufacture of furniture, other manufacturing",Current prices,106330000.0,48670000.0
BGR,Bulgaria,2002,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,844160000.0,406440000.0
BGR,Bulgaria,2002,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,794920000.0,382730000.0
BGR,Bulgaria,2002,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,62820000.0,30240000.0
BGR,Bulgaria,2002,17-18,Manufacture of paper products and printing,Current prices,173430000.0,83500000.0
BGR,Bulgaria,2002,19,Manufacture of coke and refined petroleum products,Current prices,402790000.0,193930000.0
BGR,Bulgaria,2002,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,496190000.0,238900000.0
BGR,Bulgaria,2002,22,Manufacture of rubber and plastics products,Current prices,122050000.0,58760000.0
BGR,Bulgaria,2002,23,Manufacture of other non-metallic mineral products,Current prices,352140000.0,169540000.0
BGR,Bulgaria,2002,24,Manufacture of basic metals,Current prices,197150000.0,94920000.0
BGR,Bulgaria,2002,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,852970000.0,410670000.0
BGR,Bulgaria,2002,29-30,Manufacture of transport equipment,Current prices,87580000.0,42170000.0
BGR,Bulgaria,2002,31-32,"Manufacture of furniture, other manufacturing",Current prices,123420000.0,59420000.0
BGR,Bulgaria,2003,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,1083180000.0,625140000.0
BGR,Bulgaria,2003,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,907740000.0,523890000.0
BGR,Bulgaria,2003,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,100280000.0,57870000.0
BGR,Bulgaria,2003,17-18,Manufacture of paper products and printing,Current prices,198220000.0,114400000.0
BGR,Bulgaria,2003,19,Manufacture of coke and refined petroleum products,Current prices,259970000.00000003,150040000.0
BGR,Bulgaria,2003,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,514440000.00000006,296900000.0
BGR,Bulgaria,2003,22,Manufacture of rubber and plastics products,Current prices,159410000.0,92000000.0
BGR,Bulgaria,2003,23,Manufacture of other non-metallic mineral products,Current prices,312280000.0,180230000.0
BGR,Bulgaria,2003,24,Manufacture of basic metals,Current prices,272130000.0,157050000.0
BGR,Bulgaria,2003,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,935450000.0,539880000.0
BGR,Bulgaria,2003,29-30,Manufacture of transport equipment,Current prices,105120000.0,60670000.0
BGR,Bulgaria,2003,31-32,"Manufacture of furniture, other manufacturing",Current prices,164320000.0,94840000.0
BGR,Bulgaria,2004,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,996480000.0,632640000.0
BGR,Bulgaria,2004,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,904220000.0,574070000.0
BGR,Bulgaria,2004,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,130900000.0,83100000.0
BGR,Bulgaria,2004,17-18,Manufacture of paper products and printing,Current prices,189800000.0,120500000.0
BGR,Bulgaria,2004,19,Manufacture of coke and refined petroleum products,Current prices,397090000.0,252100000.0
BGR,Bulgaria,2004,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,452370000.0,287200000.0
BGR,Bulgaria,2004,22,Manufacture of rubber and plastics products,Current prices,140890000.0,89450000.0
BGR,Bulgaria,2004,23,Manufacture of other non-metallic mineral products,Current prices,382840000.0,243060000.0
BGR,Bulgaria,2004,24,Manufacture of basic metals,Current prices,412150000.0,261660000.00000003
BGR,Bulgaria,2004,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,907360000.0,576060000.0
BGR,Bulgaria,2004,29-30,Manufacture of transport equipment,Current prices,111410000.0,70730000.0
BGR,Bulgaria,2004,31-32,"Manufacture of furniture, other manufacturing",Current prices,157470000.0,99980000.0
BGR,Bulgaria,2005,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,1183850000.0,752070000.0
BGR,Bulgaria,2005,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,1032569999.9999999,655960000.0
BGR,Bulgaria,2005,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,150920000.0,95870000.0
BGR,Bulgaria,2005,17-18,Manufacture of paper products and printing,Current prices,236430000.0,150200000.0
BGR,Bulgaria,2005,19,Manufacture of coke and refined petroleum products,Current prices,542440000.0,344590000.0
BGR,Bulgaria,2005,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,548580000.0,348500000.0
BGR,Bulgaria,2005,22,Manufacture of rubber and plastics products,Current prices,176560000.0,112160000.0
BGR,Bulgaria,2005,23,Manufacture of other non-metallic mineral products,Current prices,480090000.0,304990000.0
BGR,Bulgaria,2005,24,Manufacture of basic metals,Current prices,460090000.0,292280000.0
BGR,Bulgaria,2005,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,1096120000.0,696340000.0
BGR,Bulgaria,2005,29-30,Manufacture of transport equipment,Current prices,135410000.0,86020000.0
BGR,Bulgaria,2005,31-32,"Manufacture of furniture, other manufacturing",Current prices,222160000.0,141130000.0
BGR,Bulgaria,2006,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,1375590000.0,882200000.0
BGR,Bulgaria,2006,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,1082050000.0,693950000.0
BGR,Bulgaria,2006,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,163850000.0,105080000.0
BGR,Bulgaria,2006,17-18,Manufacture of paper products and printing,Current prices,253540000.0,162600000.0
BGR,Bulgaria,2006,19,Manufacture of coke and refined petroleum products,Current prices,451380000.0,289480000.0
BGR,Bulgaria,2006,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,600010000.0,384800000.0
BGR,Bulgaria,2006,22,Manufacture of rubber and plastics products,Current prices,208580000.0,133770000.00000001
BGR,Bulgaria,2006,23,Manufacture of other non-metallic mineral products,Current prices,652300000.0,418330000.0
BGR,Bulgaria,2006,24,Manufacture of basic metals,Current prices,553170000.0,354760000.0
BGR,Bulgaria,2006,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,1335840000.0,856710000.0
BGR,Bulgaria,2006,29-30,Manufacture of transport equipment,Current prices,163150000.0,104630000.0
BGR,Bulgaria,2006,31-32,"Manufacture of furniture, other manufacturing",Current prices,257329999.99999997,165030000.0
BGR,Bulgaria,2007,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,1643930000.0,1150370000.0
BGR,Bulgaria,2007,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,1314200000.0,919630000.0
BGR,Bulgaria,2007,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,197040000.0,137880000.0
BGR,Bulgaria,2007,17-18,Manufacture of paper products and printing,Current prices,316110000.0,221200000.0
BGR,Bulgaria,2007,19,Manufacture of coke and refined petroleum products,Current prices,251440000.0,175950000.0
BGR,Bulgaria,2007,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,712950000.0,498900000.0
BGR,Bulgaria,2007,22,Manufacture of rubber and plastics products,Current prices,253880000.0,177660000.0
BGR,Bulgaria,2007,23,Manufacture of other non-metallic mineral products,Current prices,932490000.0,652520000.0
BGR,Bulgaria,2007,24,Manufacture of basic metals,Current prices,809580000.0,566510000.0
BGR,Bulgaria,2007,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,1750490000.0,1224930000.0
BGR,Bulgaria,2007,29-30,Manufacture of transport equipment,Current prices,208300000.0,145760000.0
BGR,Bulgaria,2007,31-32,"Manufacture of furniture, other manufacturing",Current prices,343360000.0,240270000.0
BGR,Bulgaria,2008,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,1831960000.0,1370080000.0
BGR,Bulgaria,2008,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,1141380000.0,853610000.0
BGR,Bulgaria,2008,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,175840000.0,131509999.99999999
BGR,Bulgaria,2008,17-18,Manufacture of paper products and printing,Current prices,406750000.0,304200000.0
BGR,Bulgaria,2008,19,Manufacture of coke and refined petroleum products,Current prices,130919999.99999999,97910000.0
BGR,Bulgaria,2008,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,710680000.0,531500000.0
BGR,Bulgaria,2008,22,Manufacture of rubber and plastics products,Current prices,286650000.0,214380000.0
BGR,Bulgaria,2008,23,Manufacture of other non-metallic mineral products,Current prices,813890000.0,608690000.0
BGR,Bulgaria,2008,24,Manufacture of basic metals,Current prices,678400000.0,507360000.0
BGR,Bulgaria,2008,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,1975680000.0,1477570000.0
BGR,Bulgaria,2008,29-30,Manufacture of transport equipment,Current prices,233090000.0,174330000.0
BGR,Bulgaria,2008,31-32,"Manufacture of furniture, other manufacturing",Current prices,351030000.0,262529999.99999997
BGR,Bulgaria,2009,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,2131159999.9999998,1515010000.0
BGR,Bulgaria,2009,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,1382680000.0,982930000.0
BGR,Bulgaria,2009,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,177060000.0,125870000.0
BGR,Bulgaria,2009,17-18,Manufacture of paper products and printing,Current prices,423270000.0,300900000.0
BGR,Bulgaria,2009,19,Manufacture of coke and refined petroleum products,Current prices,160070000.0,113790000.0
BGR,Bulgaria,2009,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,670150000.0,476400000.0
BGR,Bulgaria,2009,22,Manufacture of rubber and plastics products,Current prices,312890000.0,222430000.0
BGR,Bulgaria,2009,23,Manufacture of other non-metallic mineral products,Current prices,721390000.0,512830000.00000006
BGR,Bulgaria,2009,24,Manufacture of basic metals,Current prices,740850000.0,526659999.99999994
BGR,Bulgaria,2009,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,1861310000.0,1323170000.0
BGR,Bulgaria,2009,29-30,Manufacture of transport equipment,Current prices,225930000.0,160610000.0
BGR,Bulgaria,2009,31-32,"Manufacture of furniture, other manufacturing",Current prices,342480000.0,243460000.0
BGR,Bulgaria,2010,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,1813240000.0,1227330000.0
BGR,Bulgaria,2010,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,1083830000.0,733610000.0
BGR,Bulgaria,2010,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,185100000.0,125290000.0
BGR,Bulgaria,2010,17-18,Manufacture of paper products and printing,Current prices,441740000.0,299000000.0
BGR,Bulgaria,2010,19,Manufacture of coke and refined petroleum products,Current prices,161310000.0,109190000.0
BGR,Bulgaria,2010,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,744460000.0,503900000.0
BGR,Bulgaria,2010,22,Manufacture of rubber and plastics products,Current prices,300370000.0,203310000.0
BGR,Bulgaria,2010,23,Manufacture of other non-metallic mineral products,Current prices,558950000.0,378330000.0
BGR,Bulgaria,2010,24,Manufacture of basic metals,Current prices,700230000.0,473970000.0
BGR,Bulgaria,2010,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,1796840000.0,1216230000.0
BGR,Bulgaria,2010,29-30,Manufacture of transport equipment,Current prices,349090000.0,236290000.0
BGR,Bulgaria,2010,31-32,"Manufacture of furniture, other manufacturing",Current prices,391460000.0,264970000.00000003
BGR,Bulgaria,2011,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,2084139999.9999998,1481830000.0
BGR,Bulgaria,2011,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,1631670000.0,1160130000.0
BGR,Bulgaria,2011,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,216360000.0,153840000.0
BGR,Bulgaria,2011,17-18,Manufacture of paper products and printing,Current prices,530940000.00000006,377500000.0
BGR,Bulgaria,2011,19,Manufacture of coke and refined petroleum products,Current prices,312870000.0,222450000.0
BGR,Bulgaria,2011,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,918700000.0,653200000.0
BGR,Bulgaria,2011,22,Manufacture of rubber and plastics products,Current prices,367260000.0,261130000.0
BGR,Bulgaria,2011,23,Manufacture of other non-metallic mineral products,Current prices,656820000.0,467000000.0
BGR,Bulgaria,2011,24,Manufacture of basic metals,Current prices,875170000.0,622250000.0
BGR,Bulgaria,2011,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,2032440000.0,1445070000.0
BGR,Bulgaria,2011,29-30,Manufacture of transport equipment,Current prices,337920000.0,240270000.0
BGR,Bulgaria,2011,31-32,"Manufacture of furniture, other manufacturing",Current prices,493990000.0,351230000.0
BGR,Bulgaria,2012,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,2747290000.0,1805000000.0
BGR,Bulgaria,2012,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,1623610000.0,1066720000.0
BGR,Bulgaria,2012,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,211410000.0,138900000.0
BGR,Bulgaria,2012,17-18,Manufacture of paper products and printing,Current prices,523890000.0,344200000.0
BGR,Bulgaria,2012,19,Manufacture of coke and refined petroleum products,Current prices,261649999.99999997,171900000.0
BGR,Bulgaria,2012,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,979740000.0,643700000.0
BGR,Bulgaria,2012,22,Manufacture of rubber and plastics products,Current prices,353800000.0,232450000.0
BGR,Bulgaria,2012,23,Manufacture of other non-metallic mineral products,Current prices,615980000.0,404700000.0
BGR,Bulgaria,2012,24,Manufacture of basic metals,Current prices,896560000.0,589050000.0
BGR,Bulgaria,2012,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,2209710000.0,1451800000.0
BGR,Bulgaria,2012,29-30,Manufacture of transport equipment,Current prices,361500000.0,237510000.0
BGR,Bulgaria,2012,31-32,"Manufacture of furniture, other manufacturing",Current prices,631560000.0,414940000.0
BGR,Bulgaria,2013,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,2375040000.0,1611760000.0
BGR,Bulgaria,2013,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,1337530000.0,907680000.0
BGR,Bulgaria,2013,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,174410000.0,118360000.0
BGR,Bulgaria,2013,17-18,Manufacture of paper products and printing,Current prices,537560000.0,364800000.0
BGR,Bulgaria,2013,19,Manufacture of coke and refined petroleum products,Current prices,237990000.0,161500000.0
BGR,Bulgaria,2013,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,929680000.0,630900000.0
BGR,Bulgaria,2013,22,Manufacture of rubber and plastics products,Current prices,349160000.0,236950000.0
BGR,Bulgaria,2013,23,Manufacture of other non-metallic mineral products,Current prices,522179999.99999994,354360000.0
BGR,Bulgaria,2013,24,Manufacture of basic metals,Current prices,636930000.0,432230000.0
BGR,Bulgaria,2013,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,2172990000.0,1474650000.0
BGR,Bulgaria,2013,29-30,Manufacture of transport equipment,Current prices,372980000.0,253120000.0
BGR,Bulgaria,2013,31-32,"Manufacture of furniture, other manufacturing",Current prices,681030000.0,462160000.0
BGR,Bulgaria,2014,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,2183750000.0,1481330000.0
BGR,Bulgaria,2014,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,1370870000.0,929920000.0
BGR,Bulgaria,2014,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,208050000.0,141130000.0
BGR,Bulgaria,2014,17-18,Manufacture of paper products and printing,Current prices,500630000.0,339600000.0
BGR,Bulgaria,2014,19,Manufacture of coke and refined petroleum products,Current prices,-154210000.0,-104600000.0
BGR,Bulgaria,2014,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,1161950000.0,788200000.0
BGR,Bulgaria,2014,22,Manufacture of rubber and plastics products,Current prices,497520000.0,337490000.0
BGR,Bulgaria,2014,23,Manufacture of other non-metallic mineral products,Current prices,607730000.0,412250000.0
BGR,Bulgaria,2014,24,Manufacture of basic metals,Current prices,538350000.0,365190000.0
BGR,Bulgaria,2014,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,2479250000.0,1681780000.0
BGR,Bulgaria,2014,29-30,Manufacture of transport equipment,Current prices,484320000.0,328530000.0
BGR,Bulgaria,2014,31-32,"Manufacture of furniture, other manufacturing",Current prices,809160000.0,548890000.0
BGR,Bulgaria,2015,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,2134440000.0,1209720000.0
BGR,Bulgaria,2015,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,1295270000.0,734120000.0
BGR,Bulgaria,2015,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,262600000.00000003,148830000.0
BGR,Bulgaria,2015,17-18,Manufacture of paper products and printing,Current prices,550850000.0,312200000.0
BGR,Bulgaria,2015,19,Manufacture of coke and refined petroleum products,Current prices,263430000.0,149310000.0
BGR,Bulgaria,2015,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,1292070000.0,732300000.0
BGR,Bulgaria,2015,22,Manufacture of rubber and plastics products,Current prices,612170000.0,346960000.0
BGR,Bulgaria,2015,23,Manufacture of other non-metallic mineral products,Current prices,701080000.0,397350000.0
BGR,Bulgaria,2015,24,Manufacture of basic metals,Current prices,640370000.0,362940000.0
BGR,Bulgaria,2015,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,2790130000.0,1581360000.0
BGR,Bulgaria,2015,29-30,Manufacture of transport equipment,Current prices,562650000.0,318890000.0
BGR,Bulgaria,2015,31-32,"Manufacture of furniture, other manufacturing",Current prices,839230000.0,475640000.0
BGR,Bulgaria,2016,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,2113260000.0000002,1195250000.0
BGR,Bulgaria,2016,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,1400350000.0,792040000.0
BGR,Bulgaria,2016,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,263180000.0,148860000.0
BGR,Bulgaria,2016,17-18,Manufacture of paper products and printing,Current prices,591760000.0,334700000.0
BGR,Bulgaria,2016,19,Manufacture of coke and refined petroleum products,Current prices,598360000.0,338430000.0
BGR,Bulgaria,2016,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,1311710000.0,741900000.0
BGR,Bulgaria,2016,22,Manufacture of rubber and plastics products,Current prices,705190000.0,398850000.0
BGR,Bulgaria,2016,23,Manufacture of other non-metallic mineral products,Current prices,736640000.0,416640000.0
BGR,Bulgaria,2016,24,Manufacture of basic metals,Current prices,850440000.0,481010000.0
BGR,Bulgaria,2016,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,3313790000.0,1874280000.0
BGR,Bulgaria,2016,29-30,Manufacture of transport equipment,Current prices,598280000.0,338390000.0
BGR,Bulgaria,2016,31-32,"Manufacture of furniture, other manufacturing",Current prices,943030000.0,533380000.0
BGR,Bulgaria,2017,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,1685940000.0,971470000.0
BGR,Bulgaria,2017,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,1397780000.0,805430000.0
BGR,Bulgaria,2017,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,292190000.0,168360000.0
BGR,Bulgaria,2017,17-18,Manufacture of paper products and printing,Current prices,610710000.0,351900000.0
BGR,Bulgaria,2017,19,Manufacture of coke and refined petroleum products,Current prices,602460000.0,347150000.0
BGR,Bulgaria,2017,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,1402770000.0,808300000.0
BGR,Bulgaria,2017,22,Manufacture of rubber and plastics products,Current prices,682710000.0,393390000.0
BGR,Bulgaria,2017,23,Manufacture of other non-metallic mineral products,Current prices,741080000.0,427020000.0
BGR,Bulgaria,2017,24,Manufacture of basic metals,Current prices,1057920000.0000001,609590000.0
BGR,Bulgaria,2017,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,3894340000.0,2243980000.0
BGR,Bulgaria,2017,29-30,Manufacture of transport equipment,Current prices,679300000.0,391430000.0
BGR,Bulgaria,2017,31-32,"Manufacture of furniture, other manufacturing",Current prices,1001950000.0,577340000.0
BGR,Bulgaria,2018,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,2418870000.0,1459750000.0
BGR,Bulgaria,2018,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,1437740000.0,867650000.0
BGR,Bulgaria,2018,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,257440000.0,155360000.0
BGR,Bulgaria,2018,17-18,Manufacture of paper products and printing,Current prices,664970000.0,401300000.0
BGR,Bulgaria,2018,19,Manufacture of coke and refined petroleum products,Current prices,221110000.0,133430000.0
BGR,Bulgaria,2018,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,1305250000.0,787700000.0
BGR,Bulgaria,2018,22,Manufacture of rubber and plastics products,Current prices,804840000.0,485710000.0
BGR,Bulgaria,2018,23,Manufacture of other non-metallic mineral products,Current prices,857130000.0,517270000.0
BGR,Bulgaria,2018,24,Manufacture of basic metals,Current prices,845620000.0,510320000.0
BGR,Bulgaria,2018,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,4063900000.0,2452510000.0
BGR,Bulgaria,2018,29-30,Manufacture of transport equipment,Current prices,666440000.0,402190000.0
BGR,Bulgaria,2018,31-32,"Manufacture of furniture, other manufacturing",Current prices,905900000.0,546700000.0
BGR,Bulgaria,2019,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,2500280000.0,1431150000.0
BGR,Bulgaria,2019,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,1566370000.0,896590000.0
