Country ISO3,Country,Year,ISIC Division,ISIC Division Desc,Measure,Value LCU,Value USD
LVA,Latvia,2006,22,Manufacture of rubber and plastics products,Current prices,49880000.0,62550000.0
LVA,Latvia,2006,23,Manufacture of other non-metallic mineral products,Current prices,78900000.0,98950000.0
LVA,Latvia,2006,24,Manufacture of basic metals,Current prices,88380000.0,110840000.0
LVA,Latvia,2006,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,222510000.0,279040000.0
LVA,Latvia,2006,29-30,Manufacture of transport equipment,Current prices,50500000.0,63330000.0
LVA,Latvia,2006,31-32,"Manufacture of furniture, other manufacturing",Current prices,110240000.0,138250000.0
LVA,Latvia,2007,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,526340000.00000006,719980000.0
LVA,Latvia,2007,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,153460000.0,209920000.0
LVA,Latvia,2007,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,476210000.0,651400000.0
LVA,Latvia,2007,17-18,Manufacture of paper products and printing,Current prices,112440000.0,153800000.0
LVA,Latvia,2007,19,Manufacture of coke and refined petroleum products,Current prices,410000.0,560000.0
LVA,Latvia,2007,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,101910000.0,139400000.0
LVA,Latvia,2007,22,Manufacture of rubber and plastics products,Current prices,70740000.0,96760000.0
LVA,Latvia,2007,23,Manufacture of other non-metallic mineral products,Current prices,132160000.0,180770000.0
LVA,Latvia,2007,24,Manufacture of basic metals,Current prices,74040000.0,101280000.0
LVA,Latvia,2007,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,344940000.0,471840000.0
LVA,Latvia,2007,29-30,Manufacture of transport equipment,Current prices,54980000.0,75200000.0
LVA,Latvia,2007,31-32,"Manufacture of furniture, other manufacturing",Current prices,129190000.0,176720000.0
LVA,Latvia,2008,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,558100000.0,815780000.0
LVA,Latvia,2008,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,152580000.0,223020000.0
LVA,Latvia,2008,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,382150000.0,558580000.0
LVA,Latvia,2008,17-18,Manufacture of paper products and printing,Current prices,125130000.0,182900000.0
LVA,Latvia,2008,19,Manufacture of coke and refined petroleum products,Current prices,60000.0,90000.0
LVA,Latvia,2008,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,147090000.0,215000000.0
LVA,Latvia,2008,22,Manufacture of rubber and plastics products,Current prices,68200000.0,99690000.0
LVA,Latvia,2008,23,Manufacture of other non-metallic mineral products,Current prices,146140000.0,213610000.0
LVA,Latvia,2008,24,Manufacture of basic metals,Current prices,83140000.0,121520000.0
LVA,Latvia,2008,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,374190000.0,546940000.0
LVA,Latvia,2008,29-30,Manufacture of transport equipment,Current prices,72150000.0,105470000.0
LVA,Latvia,2008,31-32,"Manufacture of furniture, other manufacturing",Current prices,122010000.0,178340000.0
LVA,Latvia,2009,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,507740000.0,705850000.0
LVA,Latvia,2009,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,108110000.0,150290000.0
LVA,Latvia,2009,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,303140000.0,421420000.0
LVA,Latvia,2009,17-18,Manufacture of paper products and printing,Current prices,86680000.0,120500000.0
LVA,Latvia,2009,19,Manufacture of coke and refined petroleum products,Current prices,250000.0,350000.0
LVA,Latvia,2009,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,116460000.0,161900000.0
LVA,Latvia,2009,22,Manufacture of rubber and plastics products,Current prices,44220000.0,61470000.0
LVA,Latvia,2009,23,Manufacture of other non-metallic mineral products,Current prices,108670000.0,151060000.0
LVA,Latvia,2009,24,Manufacture of basic metals,Current prices,47120000.0,65500000.0
LVA,Latvia,2009,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,252910000.0,351600000.0
LVA,Latvia,2009,29-30,Manufacture of transport equipment,Current prices,38860000.0,54020000.0
LVA,Latvia,2009,31-32,"Manufacture of furniture, other manufacturing",Current prices,114860000.0,159670000.0
LVA,Latvia,2010,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,506550000.0,671100000.0
LVA,Latvia,2010,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,127420000.0,168810000.0
LVA,Latvia,2010,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,465840000.0,617170000.0
LVA,Latvia,2010,17-18,Manufacture of paper products and printing,Current prices,92240000.0,122200000.0
LVA,Latvia,2010,19,Manufacture of coke and refined petroleum products,Current prices,250000.0,330000.0
LVA,Latvia,2010,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,177600000.0,235300000.0
LVA,Latvia,2010,22,Manufacture of rubber and plastics products,Current prices,51240000.0,67890000.0
LVA,Latvia,2010,23,Manufacture of other non-metallic mineral products,Current prices,127120000.0,168410000.0
LVA,Latvia,2010,24,Manufacture of basic metals,Current prices,87260000.0,115600000.0
LVA,Latvia,2010,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,255110000.0,337990000.0
LVA,Latvia,2010,29-30,Manufacture of transport equipment,Current prices,49350000.0,65379999.99999999
LVA,Latvia,2010,31-32,"Manufacture of furniture, other manufacturing",Current prices,100440000.0,133060000.0
LVA,Latvia,2011,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,473140000.0,663410000.0
LVA,Latvia,2011,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,142190000.0,199370000.0
LVA,Latvia,2011,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,506160000.0,709710000.0
LVA,Latvia,2011,17-18,Manufacture of paper products and printing,Current prices,94000000.0,131800000.00000001
LVA,Latvia,2011,19,Manufacture of coke and refined petroleum products,Current prices,400000.0,560000.0
LVA,Latvia,2011,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,183650000.0,257500000.0
LVA,Latvia,2011,22,Manufacture of rubber and plastics products,Current prices,54200000.0,76000000.0
LVA,Latvia,2011,23,Manufacture of other non-metallic mineral products,Current prices,164510000.0,230660000.0
LVA,Latvia,2011,24,Manufacture of basic metals,Current prices,97070000.0,136110000.0
LVA,Latvia,2011,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,350590000.0,491570000.0
LVA,Latvia,2011,29-30,Manufacture of transport equipment,Current prices,65709999.99999999,92130000.0
LVA,Latvia,2011,31-32,"Manufacture of furniture, other manufacturing",Current prices,97660000.0,136940000.0
LVA,Latvia,2012,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,528929999.99999994,679740000.0
LVA,Latvia,2012,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,129680000.0,166660000.0
LVA,Latvia,2012,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,529270000.0,680180000.0
LVA,Latvia,2012,17-18,Manufacture of paper products and printing,Current prices,104890000.0,134800000.0
LVA,Latvia,2012,19,Manufacture of coke and refined petroleum products,Current prices,20000.0,30000.0
LVA,Latvia,2012,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,184340000.0,236900000.0
LVA,Latvia,2012,22,Manufacture of rubber and plastics products,Current prices,62910000.0,80840000.0
LVA,Latvia,2012,23,Manufacture of other non-metallic mineral products,Current prices,172870000.0,222150000.0
LVA,Latvia,2012,24,Manufacture of basic metals,Current prices,56680000.0,72840000.0
LVA,Latvia,2012,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,391220000.0,502770000.0
LVA,Latvia,2012,29-30,Manufacture of transport equipment,Current prices,73290000.0,94190000.0
LVA,Latvia,2012,31-32,"Manufacture of furniture, other manufacturing",Current prices,109930000.0,141280000.0
LVA,Latvia,2013,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,556790000.0,739180000.0
LVA,Latvia,2013,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,134360000.0,178370000.0
LVA,Latvia,2013,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,520049999.99999994,690410000.0
LVA,Latvia,2013,17-18,Manufacture of paper products and printing,Current prices,112840000.0,149800000.0
LVA,Latvia,2013,19,Manufacture of coke and refined petroleum products,Current prices,1540000.0,2040000.0
LVA,Latvia,2013,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,188770000.0,250600000.0
LVA,Latvia,2013,22,Manufacture of rubber and plastics products,Current prices,66190000.0,87870000.0
LVA,Latvia,2013,23,Manufacture of other non-metallic mineral products,Current prices,198380000.0,263360000.0
LVA,Latvia,2013,24,Manufacture of basic metals,Current prices,-38470000.0,-51070000.0
LVA,Latvia,2013,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,461880000.0,613170000.0
LVA,Latvia,2013,29-30,Manufacture of transport equipment,Current prices,75840000.0,100690000.0
LVA,Latvia,2013,31-32,"Manufacture of furniture, other manufacturing",Current prices,119310000.0,158390000.0
LVA,Latvia,2014,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,539900000.0,717250000.0
LVA,Latvia,2014,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,128020000.00000001,170080000.0
LVA,Latvia,2014,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,565390000.0,751130000.0
LVA,Latvia,2014,17-18,Manufacture of paper products and printing,Current prices,119910000.0,159300000.0
LVA,Latvia,2014,19,Manufacture of coke and refined petroleum products,Current prices,1490000.0,1980000.0
LVA,Latvia,2014,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,145580000.0,193400000.0
LVA,Latvia,2014,22,Manufacture of rubber and plastics products,Current prices,61790000.0,82090000.0
LVA,Latvia,2014,23,Manufacture of other non-metallic mineral products,Current prices,194220000.0,258019999.99999997
LVA,Latvia,2014,24,Manufacture of basic metals,Current prices,-1100000.0,-1460000.0
LVA,Latvia,2014,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,414700000.0,550940000.0
LVA,Latvia,2014,29-30,Manufacture of transport equipment,Current prices,88270000.0,117270000.0
LVA,Latvia,2014,31-32,"Manufacture of furniture, other manufacturing",Current prices,121090000.0,160860000.0
LVA,Latvia,2015,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,534870000.0,593450000.0
LVA,Latvia,2015,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,115190000.0,127810000.0
LVA,Latvia,2015,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,569770000.0,632170000.0
LVA,Latvia,2015,17-18,Manufacture of paper products and printing,Current prices,122130000.0,135500000.0
LVA,Latvia,2015,19,Manufacture of coke and refined petroleum products,Current prices,1450000.0,1610000.0
LVA,Latvia,2015,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,156100000.0,173200000.0
LVA,Latvia,2015,22,Manufacture of rubber and plastics products,Current prices,66150000.00000001,73400000.0
LVA,Latvia,2015,23,Manufacture of other non-metallic mineral products,Current prices,173420000.0,192410000.0
LVA,Latvia,2015,24,Manufacture of basic metals,Current prices,22450000.0,24900000.0
LVA,Latvia,2015,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,499480000.0,554180000.0
LVA,Latvia,2015,29-30,Manufacture of transport equipment,Current prices,81390000.0,90300000.0
LVA,Latvia,2015,31-32,"Manufacture of furniture, other manufacturing",Current prices,128900000.0,143010000.0
LVA,Latvia,2016,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,523390000.0,579340000.0
LVA,Latvia,2016,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,121510000.0,134500000.0
LVA,Latvia,2016,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,573280000.0,634560000.0
LVA,Latvia,2016,17-18,Manufacture of paper products and printing,Current prices,120610000.0,133500000.0
LVA,Latvia,2016,19,Manufacture of coke and refined petroleum products,Current prices,170000.0,190000.0
LVA,Latvia,2016,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,163790000.0,181300000.0
LVA,Latvia,2016,22,Manufacture of rubber and plastics products,Current prices,68820000.0,76180000.0
LVA,Latvia,2016,23,Manufacture of other non-metallic mineral products,Current prices,185710000.0,205560000.0
LVA,Latvia,2016,24,Manufacture of basic metals,Current prices,16489999.999999998,18250000.0
LVA,Latvia,2016,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,493890000.0,546680000.0
LVA,Latvia,2016,29-30,Manufacture of transport equipment,Current prices,90940000.0,100660000.0
LVA,Latvia,2016,31-32,"Manufacture of furniture, other manufacturing",Current prices,133650000.0,147940000.0
LVA,Latvia,2017,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,544250000.0,614830000.0
LVA,Latvia,2017,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,136410000.0,154100000.0
LVA,Latvia,2017,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,639370000.0,722290000.0
LVA,Latvia,2017,17-18,Manufacture of paper products and printing,Current prices,130479999.99999999,147400000.0
LVA,Latvia,2017,19,Manufacture of coke and refined petroleum products,Current prices,1000000.0,1130000.0
LVA,Latvia,2017,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,184390000.0,208300000.0
LVA,Latvia,2017,22,Manufacture of rubber and plastics products,Current prices,75780000.0,85610000.0
LVA,Latvia,2017,23,Manufacture of other non-metallic mineral products,Current prices,203820000.0,230250000.0
LVA,Latvia,2017,24,Manufacture of basic metals,Current prices,2590000.0,2920000.0
LVA,Latvia,2017,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,575830000.0,650490000.0
LVA,Latvia,2017,29-30,Manufacture of transport equipment,Current prices,97300000.0,109910000.0
LVA,Latvia,2017,31-32,"Manufacture of furniture, other manufacturing",Current prices,140210000.0,158390000.0
LVA,Latvia,2018,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,598970000.0,707360000.0
LVA,Latvia,2018,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,148130000.0,174940000.0
LVA,Latvia,2018,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,754530000.0,891060000.0
LVA,Latvia,2018,17-18,Manufacture of paper products and printing,Current prices,135230000.0,159700000.0
LVA,Latvia,2018,19,Manufacture of coke and refined petroleum products,Current prices,920000.0,1080000.0
LVA,Latvia,2018,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,210930000.0,249100000.0
LVA,Latvia,2018,22,Manufacture of rubber and plastics products,Current prices,78190000.0,92340000.0
LVA,Latvia,2018,23,Manufacture of other non-metallic mineral products,Current prices,220750000.0,260700000.0
LVA,Latvia,2018,24,Manufacture of basic metals,Current prices,15590000.0,18410000.0
LVA,Latvia,2018,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,582970000.0,688470000.0
LVA,Latvia,2018,29-30,Manufacture of transport equipment,Current prices,104600000.0,123530000.0
LVA,Latvia,2018,31-32,"Manufacture of furniture, other manufacturing",Current prices,152250000.0,179800000.0
LVA,Latvia,2019,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,611700000.0,684780000.0
LVA,Latvia,2019,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,138750000.0,155330000.0
LVA,Latvia,2019,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,773540000.0,865960000.0
LVA,Latvia,2019,17-18,Manufacture of paper products and printing,Current prices,140970000.0,157810000.0
LVA,Latvia,2019,19,Manufacture of coke and refined petroleum products,Current prices,1040000.0,1170000.0
LVA,Latvia,2019,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,230380000.0,257910000.00000003
LVA,Latvia,2019,22,Manufacture of rubber and plastics products,Current prices,82300000.0,92130000.0
LVA,Latvia,2019,23,Manufacture of other non-metallic mineral products,Current prices,242290000.0,271240000.0
LVA,Latvia,2019,24,Manufacture of basic metals,Current prices,35050000.0,39240000.0
LVA,Latvia,2019,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,627770000.0,702770000.0
LVA,Latvia,2019,29-30,Manufacture of transport equipment,Current prices,94240000.0,105500000.0
LVA,Latvia,2019,31-32,"Manufacture of furniture, other manufacturing",Current prices,159790000.0,178890000.0
LVA,Latvia,2020,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,630820000.0,720520000.0
LVA,Latvia,2020,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,138650000.0,158370000.0
LVA,Latvia,2020,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,776580000.0,887010000.0
LVA,Latvia,2020,17-18,Manufacture of paper products and printing,Current prices,153150000.0,174930000.0
LVA,Latvia,2020,19,Manufacture of coke and refined petroleum products,Current prices,-110000.0,-120000.0
LVA,Latvia,2020,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,230820000.0,263640000.0
LVA,Latvia,2020,22,Manufacture of rubber and plastics products,Current prices,89860000.0,102630000.0
LVA,Latvia,2020,23,Manufacture of other non-metallic mineral products,Current prices,222050000.0,253630000.0
LVA,Latvia,2020,24,Manufacture of basic metals,Current prices,32759999.999999996,37420000.0
LVA,Latvia,2020,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,675190000.0,771190000.0
LVA,Latvia,2020,29-30,Manufacture of transport equipment,Current prices,96340000.0,110040000.0
LVA,Latvia,2020,31-32,"Manufacture of furniture, other manufacturing",Current prices,173750000.0,198460000.0
LTU,Lithuania,2000,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,567330000.0,489720000.0
LTU,Lithuania,2000,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,448550000.0,387180000.0
LTU,Lithuania,2000,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,150510000.0,129919999.99999999
LTU,Lithuania,2000,17-18,Manufacture of paper products and printing,Current prices,85500000.0,73800000.0
LTU,Lithuania,2000,19,Manufacture of coke and refined petroleum products,Current prices,245370000.0,211800000.0
LTU,Lithuania,2000,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,146320000.0,126300000.0
LTU,Lithuania,2000,22,Manufacture of rubber and plastics products,Current prices,68280000.0,58930000.0
LTU,Lithuania,2000,23,Manufacture of other non-metallic mineral products,Current prices,85350000.0,73670000.0
LTU,Lithuania,2000,24,Manufacture of basic metals,Current prices,12710000.0,10970000.0
LTU,Lithuania,2000,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,239310000.0,206570000.0
LTU,Lithuania,2000,29-30,Manufacture of transport equipment,Current prices,74800000.0,64569999.99999999
LTU,Lithuania,2000,31-32,"Manufacture of furniture, other manufacturing",Current prices,115440000.0,99650000.0
LTU,Lithuania,2001,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,591060000.0,510200000.0
LTU,Lithuania,2001,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,485060000.0,418700000.0
LTU,Lithuania,2001,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,174970000.0,151030000.0
LTU,Lithuania,2001,17-18,Manufacture of paper products and printing,Current prices,94180000.0,81300000.0
LTU,Lithuania,2001,19,Manufacture of coke and refined petroleum products,Current prices,295880000.0,255400000.0
LTU,Lithuania,2001,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,127200000.0,109800000.0
LTU,Lithuania,2001,22,Manufacture of rubber and plastics products,Current prices,99530000.0,85910000.0
LTU,Lithuania,2001,23,Manufacture of other non-metallic mineral products,Current prices,89440000.0,77210000.0
LTU,Lithuania,2001,24,Manufacture of basic metals,Current prices,13270000.0,11460000.0
LTU,Lithuania,2001,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,258290000.00000003,222960000.0
LTU,Lithuania,2001,29-30,Manufacture of transport equipment,Current prices,78250000.0,67550000.0
LTU,Lithuania,2001,31-32,"Manufacture of furniture, other manufacturing",Current prices,130979999.99999999,113060000.0
LTU,Lithuania,2002,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,570200000.0,535440000.00000006
LTU,Lithuania,2002,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,456110000.0,428310000.0
LTU,Lithuania,2002,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,205810000.0,193270000.0
LTU,Lithuania,2002,17-18,Manufacture of paper products and printing,Current prices,88070000.0,82700000.0
LTU,Lithuania,2002,19,Manufacture of coke and refined petroleum products,Current prices,263040000.00000003,247000000.0
LTU,Lithuania,2002,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,134610000.0,126400000.0
LTU,Lithuania,2002,22,Manufacture of rubber and plastics products,Current prices,116990000.0,109860000.0
LTU,Lithuania,2002,23,Manufacture of other non-metallic mineral products,Current prices,91110000.0,85560000.0
LTU,Lithuania,2002,24,Manufacture of basic metals,Current prices,9060000.0,8500000.0
LTU,Lithuania,2002,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,282130000.0,264930000.0
LTU,Lithuania,2002,29-30,Manufacture of transport equipment,Current prices,82760000.0,77710000.0
LTU,Lithuania,2002,31-32,"Manufacture of furniture, other manufacturing",Current prices,158130000.0,148490000.0
LTU,Lithuania,2003,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,607760000.0,685580000.0
LTU,Lithuania,2003,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,447760000.0,505090000.0
LTU,Lithuania,2003,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,243480000.0,274660000.0
LTU,Lithuania,2003,17-18,Manufacture of paper products and printing,Current prices,105760000.0,119300000.0
LTU,Lithuania,2003,19,Manufacture of coke and refined petroleum products,Current prices,288910000.0,325900000.0
LTU,Lithuania,2003,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,142190000.0,160400000.0
LTU,Lithuania,2003,22,Manufacture of rubber and plastics products,Current prices,157470000.0,177640000.0
LTU,Lithuania,2003,23,Manufacture of other non-metallic mineral products,Current prices,111060000.0,125280000.0
LTU,Lithuania,2003,24,Manufacture of basic metals,Current prices,7380000.0,8330000.0
LTU,Lithuania,2003,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,341690000.0,385430000.0
LTU,Lithuania,2003,29-30,Manufacture of transport equipment,Current prices,114700000.0,129380000.0
LTU,Lithuania,2003,31-32,"Manufacture of furniture, other manufacturing",Current prices,191760000.0,216310000.0
LTU,Lithuania,2004,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,655460000.0,813910000.0
LTU,Lithuania,2004,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,468320000.0,581540000.0
LTU,Lithuania,2004,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,285160000.0,354090000.0
LTU,Lithuania,2004,17-18,Manufacture of paper products and printing,Current prices,111940000.0,139000000.0
LTU,Lithuania,2004,19,Manufacture of coke and refined petroleum products,Current prices,435760000.0,541100000.0
LTU,Lithuania,2004,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,178540000.0,221700000.0
LTU,Lithuania,2004,22,Manufacture of rubber and plastics products,Current prices,172850000.0,214640000.0
LTU,Lithuania,2004,23,Manufacture of other non-metallic mineral products,Current prices,129259999.99999999,160510000.0
LTU,Lithuania,2004,24,Manufacture of basic metals,Current prices,6750000.0,8380000.000000001
LTU,Lithuania,2004,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,439730000.0,546030000.0
LTU,Lithuania,2004,29-30,Manufacture of transport equipment,Current prices,141150000.0,175280000.0
LTU,Lithuania,2004,31-32,"Manufacture of furniture, other manufacturing",Current prices,266170000.00000003,330520000.0
LTU,Lithuania,2005,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,737250000.0,917640000.0
LTU,Lithuania,2005,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,452590000.0,563340000.0
LTU,Lithuania,2005,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,321590000.0,400280000.0
LTU,Lithuania,2005,17-18,Manufacture of paper products and printing,Current prices,119710000.0,149000000.0
LTU,Lithuania,2005,19,Manufacture of coke and refined petroleum products,Current prices,592360000.0,737300000.0
LTU,Lithuania,2005,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,223110000.0,277700000.0
LTU,Lithuania,2005,22,Manufacture of rubber and plastics products,Current prices,220770000.0,274790000.0
LTU,Lithuania,2005,23,Manufacture of other non-metallic mineral products,Current prices,175020000.0,217840000.0
LTU,Lithuania,2005,24,Manufacture of basic metals,Current prices,8850000.0,11010000.0
LTU,Lithuania,2005,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,491990000.0,612380000.0
LTU,Lithuania,2005,29-30,Manufacture of transport equipment,Current prices,154390000.0,192170000.0
LTU,Lithuania,2005,31-32,"Manufacture of furniture, other manufacturing",Current prices,293940000.0,365860000.0
LTU,Lithuania,2006,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,793560000.0,995560000.0
LTU,Lithuania,2006,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,439470000.0,551330000.0
LTU,Lithuania,2006,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,343310000.0,430700000.0
LTU,Lithuania,2006,17-18,Manufacture of paper products and printing,Current prices,140850000.0,176700000.0
LTU,Lithuania,2006,19,Manufacture of coke and refined petroleum products,Current prices,546650000.0,685800000.0
LTU,Lithuania,2006,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,310550000.0,389600000.0
LTU,Lithuania,2006,22,Manufacture of rubber and plastics products,Current prices,270960000.0,339930000.0
LTU,Lithuania,2006,23,Manufacture of other non-metallic mineral products,Current prices,244860000.0,307180000.0
LTU,Lithuania,2006,24,Manufacture of basic metals,Current prices,10120000.0,12700000.0
LTU,Lithuania,2006,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,527330000.00000006,661570000.0
LTU,Lithuania,2006,29-30,Manufacture of transport equipment,Current prices,175750000.0,220480000.0
LTU,Lithuania,2006,31-32,"Manufacture of furniture, other manufacturing",Current prices,367520000.0,461070000.0
LTU,Lithuania,2007,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,961910000.0,1316030000.0
LTU,Lithuania,2007,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,443390000.0,606610000.0
LTU,Lithuania,2007,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,392590000.0,537110000.0
LTU,Lithuania,2007,17-18,Manufacture of paper products and printing,Current prices,151010000.0,206600000.0
LTU,Lithuania,2007,19,Manufacture of coke and refined petroleum products,Current prices,330080000.0,451600000.0
LTU,Lithuania,2007,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,490890000.0,671600000.0
LTU,Lithuania,2007,22,Manufacture of rubber and plastics products,Current prices,276390000.0,378140000.0
LTU,Lithuania,2007,23,Manufacture of other non-metallic mineral products,Current prices,272660000.0,373030000.0
LTU,Lithuania,2007,24,Manufacture of basic metals,Current prices,13510000.0,18480000.0
LTU,Lithuania,2007,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,614710000.0,841010000.0
