ISO3,Country,Year,Ind Code,Industry,Value (LCU),Value (USD),Continent,Exchange Rate,Volatility,USD Growth
AUS,Australia,2000,A,"Manufacture of food products, beverages and tobacco products",19295.29,11186.8,Oceania,0.5797684305340837,0.14396853097768494,
AUS,Australia,2000,B,"Manufacture of textiles, wearing apparel, leather and related products",2967.56,1720.5,Oceania,0.5797692380272008,0.14396853097768494,
AUS,Australia,2000,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3428.61,1987.8,Oceania,0.5797684776046269,0.14396853097768494,
AUS,Australia,2000,D,Manufacture of paper products and printing,6665.94,3864.7,Oceania,0.5797681947332259,0.14396853097768494,
AUS,Australia,2000,E,Manufacture of coke and refined petroleum products,3528.31,2045.6,Oceania,0.5797676508016586,0.14396853097768494,
AUS,Australia,2000,F,Manufacturing of chemicals and pharmaceutical products,6167.12,3575.5,Oceania,0.5797681900141395,0.14396853097768494,
AUS,Australia,2000,G,Manufacture of rubber and plastics products,4094.57,2373.9,Oceania,0.5797678388695272,0.14396853097768494,
AUS,Australia,2000,H,Manufacture of other non-metallic mineral products,3668.88,2127.1,Oceania,0.5797682126425503,0.14396853097768494,
AUS,Australia,2000,I,Manufacture of basic metals,9556.06,5540.3,Oceania,0.5797682308399069,0.14396853097768494,
AUS,Australia,2000,J,"Manufacture of fabricated metal products, machinery and equipment",15100.16,8754.6,Oceania,0.5797686911926762,0.14396853097768494,
AUS,Australia,2000,K,Manufacture of transport equipment,7979.39,4626.2,Oceania,0.5797686289302816,0.14396853097768494,
AUS,Australia,2001,A,"Manufacture of food products, beverages and tobacco products",19627.73,10151.7,Oceania,0.5172121279434759,0.14396853097768494,-0.09252869453284218
AUS,Australia,2001,B,"Manufacture of textiles, wearing apparel, leather and related products",2913.7,1507.0,Oceania,0.517211792566153,0.14396853097768494,-0.12409183376925315
AUS,Australia,2001,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3230.4,1670.8,Oceania,0.517211490837048,0.14396853097768494,-0.15947278398229203
AUS,Australia,2001,D,Manufacture of paper products and printing,6871.26,3553.9,Oceania,0.5172122725671856,0.14396853097768494,-0.08042021372939678
AUS,Australia,2001,E,Manufacture of coke and refined petroleum products,3396.09,1756.5,Oceania,0.5172124413663949,0.14396853097768494,-0.14132772780602265
AUS,Australia,2001,F,Manufacturing of chemicals and pharmaceutical products,6406.46,3313.5,Oceania,0.5172123138207372,0.14396853097768494,-0.07327646483009365
AUS,Australia,2001,G,Manufacture of rubber and plastics products,3973.42,2055.1,Oceania,0.5172118728953898,0.14396853097768494,-0.13429377817094246
AUS,Australia,2001,H,Manufacture of other non-metallic mineral products,3130.44,1619.1,Oceania,0.5172116379806033,0.14396853097768494,-0.238822810399135
AUS,Australia,2001,I,Manufacture of basic metals,10414.3,5386.4,Oceania,0.5172119105460761,0.14396853097768494,-0.02777827915455855
AUS,Australia,2001,J,"Manufacture of fabricated metal products, machinery and equipment",16094.75,8324.4,Oceania,0.5172121343916495,0.14396853097768494,-0.049139880748406584
AUS,Australia,2001,K,Manufacture of transport equipment,7989.76,4132.4,Oceania,0.5172120314001922,0.14396853097768494,-0.10673987289784281
AUS,Australia,2002,A,"Manufacture of food products, beverages and tobacco products",19877.53,10799.7,Oceania,0.5433119708535216,0.14396853097768494,0.0638316735128106
AUS,Australia,2002,B,"Manufacture of textiles, wearing apparel, leather and related products",2850.85,1548.9,Oceania,0.5433116438956803,0.14396853097768494,0.027803583278035893
AUS,Australia,2002,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3538.11,1922.3,Oceania,0.5433126725850808,0.14396853097768494,0.15052669379937744
AUS,Australia,2002,D,Manufacture of paper products and printing,7038.5,3824.1,Oceania,0.5433117851815017,0.14396853097768494,0.07602915107346853
AUS,Australia,2002,E,Manufacture of coke and refined petroleum products,3260.19,1771.3,Oceania,0.5433118928651397,0.14396853097768494,0.008425846854540175
AUS,Australia,2002,F,Manufacturing of chemicals and pharmaceutical products,6250.74,3396.1,Oceania,0.5433116718980473,0.14396853097768494,0.02492832352497354
AUS,Australia,2002,G,Manufacture of rubber and plastics products,4003.22,2175.0,Oceania,0.5433126333301692,0.14396853097768494,0.05834265972458774
AUS,Australia,2002,H,Manufacture of other non-metallic mineral products,3540.51,1923.6,Oceania,0.5433115568096121,0.14396853097768494,0.1880674448767834
AUS,Australia,2002,I,Manufacture of basic metals,10083.89,5478.7,Oceania,0.5433121543372647,0.14396853097768494,0.017135749294519664
AUS,Australia,2002,J,"Manufacture of fabricated metal products, machinery and equipment",16625.62,9032.9,Oceania,0.5433120689634432,0.14396853097768494,0.0851112392484743
AUS,Australia,2002,K,Manufacture of transport equipment,8074.37,4386.9,Oceania,0.5433117382532631,0.14396853097768494,0.061586487271319434
AUS,Australia,2003,A,"Manufacture of food products, beverages and tobacco products",19118.5,12399.2,Oceania,0.6485446033946178,0.14396853097768494,0.1481059659064603
AUS,Australia,2003,B,"Manufacture of textiles, wearing apparel, leather and related products",2997.17,1943.8,Oceania,0.6485451275703413,0.14396853097768494,0.25495512944670407
AUS,Australia,2003,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3489.35,2263.0,Oceania,0.6485448579248284,0.14396853097768494,0.17723560318368614
AUS,Australia,2003,D,Manufacture of paper products and printing,6966.83,4518.3,Oceania,0.6485446034997266,0.14396853097768494,0.18153290970424418
AUS,Australia,2003,E,Manufacture of coke and refined petroleum products,2917.3,1892.0,Oceania,0.6485448873958797,0.14396853097768494,0.06814204256760581
AUS,Australia,2003,F,Manufacturing of chemicals and pharmaceutical products,6595.07,4277.2,Oceania,0.6485450495597469,0.14396853097768494,0.2594446571066811
AUS,Australia,2003,G,Manufacture of rubber and plastics products,4061.09,2633.8,Oceania,0.6485450950360617,0.14396853097768494,0.21094252873563235
AUS,Australia,2003,H,Manufacture of other non-metallic mineral products,4870.6,3158.8,Oceania,0.6485443271876155,0.14396853097768494,0.6421293408192974
AUS,Australia,2003,I,Manufacture of basic metals,9900.94,6421.2,Oceania,0.648544481635077,0.14396853097768494,0.17202986109843588
AUS,Australia,2003,J,"Manufacture of fabricated metal products, machinery and equipment",16849.41,10927.6,Oceania,0.6485449638889433,0.14396853097768494,0.20975544952340885
AUS,Australia,2003,K,Manufacture of transport equipment,7953.65,5158.3,Oceania,0.6485450076380027,0.14396853097768494,0.17584171054731135
AUS,Australia,2004,A,"Manufacture of food products, beverages and tobacco products",19731.63,14511.2,Oceania,0.7354283452507472,0.14396853097768494,0.17033356990773596
AUS,Australia,2004,B,"Manufacture of textiles, wearing apparel, leather and related products",2932.71,2156.8,Oceania,0.7354290059364889,0.14396853097768494,0.10957917481222368
AUS,Australia,2004,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3486.54,2564.1,Oceania,0.7354282469152799,0.14396853097768494,0.13305346884666358
AUS,Australia,2004,D,Manufacture of paper products and printing,7095.05,5217.9,Oceania,0.7354282210837132,0.14396853097768494,0.1548369962153906
AUS,Australia,2004,E,Manufacture of coke and refined petroleum products,3840.48,2824.4,Oceania,0.7354289047202434,0.14396853097768494,0.4928118393234673
AUS,Australia,2004,F,Manufacturing of chemicals and pharmaceutical products,6997.15,5145.9,Oceania,0.735427995683957,0.14396853097768494,0.20310015898251188
AUS,Australia,2004,G,Manufacture of rubber and plastics products,4064.03,2988.8,Oceania,0.7354276420203592,0.14396853097768494,0.13478624041309129
AUS,Australia,2004,H,Manufacture of other non-metallic mineral products,3965.85,2916.6,Oceania,0.7354287227202239,0.14396853097768494,-0.07667468658984433
AUS,Australia,2004,I,Manufacture of basic metals,10300.94,7575.6,Oceania,0.7354280288983336,0.14396853097768494,0.17977948047094006
AUS,Australia,2004,J,"Manufacture of fabricated metal products, machinery and equipment",17793.44,13085.8,Oceania,0.735428337634544,0.14396853097768494,0.19749990848859755
AUS,Australia,2004,K,Manufacture of transport equipment,8886.66,6535.5,Oceania,0.7354281586107717,0.14396853097768494,0.26698718570071533
AUS,Australia,2005,A,"Manufacture of food products, beverages and tobacco products",20875.36,15941.8,Oceania,0.7636658721095109,0.14396853097768494,0.098585919841226
AUS,Australia,2005,B,"Manufacture of textiles, wearing apparel, leather and related products",2668.97,2038.2,Oceania,0.7636653840245489,0.14396853097768494,-0.05498887240356087
AUS,Australia,2005,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3928.81,3000.3,Oceania,0.763666351897903,0.14396853097768494,0.1701181701181702
AUS,Australia,2005,D,Manufacture of paper products and printing,7238.9,5528.1,Oceania,0.7636657503211814,0.14396853097768494,0.059449203702639064
AUS,Australia,2005,E,Manufacture of coke and refined petroleum products,5406.16,4128.5,Oceania,0.7636658922414431,0.14396853097768494,0.4617263843648207
AUS,Australia,2005,F,Manufacturing of chemicals and pharmaceutical products,6984.34,5333.7,Oceania,0.7636655718364226,0.14396853097768494,0.036495073748032514
AUS,Australia,2005,G,Manufacture of rubber and plastics products,4784.55,3653.8,Oceania,0.76366638450847,0.14396853097768494,0.222497323340471
AUS,Australia,2005,H,Manufacture of other non-metallic mineral products,4346.4,3319.2,Oceania,0.7636664826062949,0.14396853097768494,0.13803744085579095
AUS,Australia,2005,I,Manufacture of basic metals,11277.44,8612.2,Oceania,0.7636662221213325,0.14396853097768494,0.13683404614815986
AUS,Australia,2005,J,"Manufacture of fabricated metal products, machinery and equipment",18876.31,14415.2,Oceania,0.7636662038290323,0.14396853097768494,0.10159103761329091
AUS,Australia,2005,K,Manufacture of transport equipment,9330.13,7125.1,Oceania,0.7636656723968477,0.14396853097768494,0.09021497972611137
AUS,Australia,2006,A,"Manufacture of food products, beverages and tobacco products",21419.81,16129.7,Oceania,0.7530272210631187,0.14396853097768494,0.011786623844233457
AUS,Australia,2006,B,"Manufacture of textiles, wearing apparel, leather and related products",2696.85,2030.8,Oceania,0.7530266792739678,0.14396853097768494,-0.0036306544990678535
AUS,Australia,2006,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3894.41,2932.6,Oceania,0.7530280581654217,0.14396853097768494,-0.02256441022564415
AUS,Australia,2006,D,Manufacture of paper products and printing,6860.18,5165.9,Oceania,0.7530268885072986,0.14396853097768494,-0.06551979884589654
AUS,Australia,2006,E,Manufacture of coke and refined petroleum products,4752.15,3578.5,Oceania,0.753027576991467,0.14396853097768494,-0.1332202979290299
AUS,Australia,2006,F,Manufacturing of chemicals and pharmaceutical products,7396.01,5569.4,Oceania,0.7530276459874986,0.14396853097768494,0.04419071188855761
AUS,Australia,2006,G,Manufacture of rubber and plastics products,5432.07,4090.5,Oceania,0.7530278512611215,0.14396853097768494,0.11951940445563514
AUS,Australia,2006,H,Manufacture of other non-metallic mineral products,4247.52,3198.5,Oceania,0.753027649075225,0.14396853097768494,-0.036364184140756706
AUS,Australia,2006,I,Manufacture of basic metals,13713.98,10327.0,Oceania,0.7530272028980646,0.14396853097768494,0.19911288637049762
AUS,Australia,2006,J,"Manufacture of fabricated metal products, machinery and equipment",19924.37,15003.6,Oceania,0.7530275737702121,0.14396853097768494,0.0408180254176147
AUS,Australia,2006,K,Manufacture of transport equipment,9385.32,7067.4,Oceania,0.7530270678037616,0.14396853097768494,-0.008098131956042809
AUS,Australia,2007,A,"Manufacture of food products, beverages and tobacco products",20847.45,17444.5,Oceania,0.8367690053219938,0.14396853097768494,0.08151422531107211
AUS,Australia,2007,B,"Manufacture of textiles, wearing apparel, leather and related products",3006.92,2516.1,Oceania,0.8367698508773096,0.14396853097768494,0.23896986409296828
AUS,Australia,2007,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4010.43,3355.8,Oceania,0.8367681271085645,0.14396853097768494,0.14430880447384586
AUS,Australia,2007,D,Manufacture of paper products and printing,6661.7,5574.3,Oceania,0.8367683924523771,0.14396853097768494,0.07905689231305302
AUS,Australia,2007,E,Manufacture of coke and refined petroleum products,5284.61,4422.0,Oceania,0.8367694115554413,0.14396853097768494,0.23571328769037314
AUS,Australia,2007,F,Manufacturing of chemicals and pharmaceutical products,7800.72,6527.4,Oceania,0.836768913638741,0.14396853097768494,0.1720113477214782
AUS,Australia,2007,G,Manufacture of rubber and plastics products,5451.8,4561.9,Oceania,0.8367695073186836,0.14396853097768494,0.11524263537464852
AUS,Australia,2007,H,Manufacture of other non-metallic mineral products,4682.06,3917.8,Oceania,0.8367684309897779,0.14396853097768494,0.22488666562451165
AUS,Australia,2007,I,Manufacture of basic metals,13116.52,10975.5,Oceania,0.8367692040266778,0.14396853097768494,0.06279655272586426
AUS,Australia,2007,J,"Manufacture of fabricated metal products, machinery and equipment",21028.38,17595.9,Oceania,0.8367691662410514,0.14396853097768494,0.1727785331520435
AUS,Australia,2007,K,Manufacture of transport equipment,9455.42,7912.0,Oceania,0.8367687527365257,0.14396853097768494,0.11950646631009998
AUS,Australia,2008,A,"Manufacture of food products, beverages and tobacco products",22407.1,18795.1,Oceania,0.8388010942960044,0.14396853097768494,0.07742268336725044
AUS,Australia,2008,B,"Manufacture of textiles, wearing apparel, leather and related products",2950.76,2475.1,Oceania,0.838800851306104,0.14396853097768494,-0.016295059814792734
AUS,Australia,2008,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3894.01,3266.3,Oceania,0.8388011330222572,0.14396853097768494,-0.02667024256511119
AUS,Australia,2008,D,Manufacture of paper products and printing,7190.98,6031.8,Oceania,0.8388008310411099,0.14396853097768494,0.08207308540982727
AUS,Australia,2008,E,Manufacture of coke and refined petroleum products,3888.41,3261.6,Oceania,0.8388004351392986,0.14396853097768494,-0.26241519674355496
AUS,Australia,2008,F,Manufacturing of chemicals and pharmaceutical products,8646.75,7252.9,Oceania,0.8388007054673721,0.14396853097768494,0.11114685786071021
AUS,Australia,2008,G,Manufacture of rubber and plastics products,4823.67,4046.1,Oceania,0.8388011617710166,0.14396853097768494,-0.11306692386944028
AUS,Australia,2008,H,Manufacture of other non-metallic mineral products,5151.04,4320.7,Oceania,0.8388014847487109,0.14396853097768494,0.10283832763285505
AUS,Australia,2008,I,Manufacture of basic metals,11668.68,9787.7,Oceania,0.838800961205552,0.14396853097768494,-0.10822286000637782
AUS,Australia,2008,J,"Manufacture of fabricated metal products, machinery and equipment",24591.89,20627.7,Oceania,0.8388009217672981,0.14396853097768494,0.17230150205445582
AUS,Australia,2008,K,Manufacture of transport equipment,8937.04,7496.4,Oceania,0.8388012138247114,0.14396853097768494,-0.05252780586450967
AUS,Australia,2009,A,"Manufacture of food products, beverages and tobacco products",25125.52,19595.8,Oceania,0.7799161967593108,0.14396853097768494,0.04260152912195214
AUS,Australia,2009,B,"Manufacture of textiles, wearing apparel, leather and related products",3185.6,2484.5,Oceania,0.7799158714213963,0.14396853097768494,0.0037978263504505616
AUS,Australia,2009,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4376.75,3413.5,Oceania,0.7799166047866568,0.14396853097768494,0.045066282950126935
AUS,Australia,2009,D,Manufacture of paper products and printing,7197.06,5613.1,Oceania,0.7799156877947384,0.14396853097768494,-0.06941543154613872
AUS,Australia,2009,E,Manufacture of coke and refined petroleum products,4373.8,3411.2,Oceania,0.7799167771731674,0.14396853097768494,0.04586705911209221
AUS,Australia,2009,F,Manufacturing of chemicals and pharmaceutical products,9771.31,7620.8,Oceania,0.7799158966402663,0.14396853097768494,0.05072453777109853
AUS,Australia,2009,G,Manufacture of rubber and plastics products,5648.04,4405.0,Oceania,0.7799165728288043,0.14396853097768494,0.0887027013667483
AUS,Australia,2009,H,Manufacture of other non-metallic mineral products,5422.51,4229.1,Oceania,0.7799155741529292,0.14396853097768494,-0.02120026847501555
AUS,Australia,2009,I,Manufacture of basic metals,10235.59,7982.9,Oceania,0.7799159599006994,0.14396853097768494,-0.18439469946974274
AUS,Australia,2009,J,"Manufacture of fabricated metal products, machinery and equipment",23619.58,18421.3,Oceania,0.7799164930113066,0.14396853097768494,-0.10696296727216326
AUS,Australia,2009,K,Manufacture of transport equipment,9761.18,7612.9,Oceania,0.779915952784397,0.14396853097768494,0.015540792913931956
AUS,Australia,2010,A,"Manufacture of food products, beverages and tobacco products",21755.76,19956.5,Oceania,0.9172973042541378,0.14396853097768494,0.018407005582828928
AUS,Australia,2010,B,"Manufacture of textiles, wearing apparel, leather and related products",2811.41,2578.9,Oceania,0.9172977260520523,0.14396853097768494,0.0379955725498089
AUS,Australia,2010,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3683.97,3379.3,Oceania,0.9172984579136096,0.14396853097768494,-0.010019042038962866
AUS,Australia,2010,D,Manufacture of paper products and printing,6404.58,5874.9,Oceania,0.9172966845601116,0.14396853097768494,0.04664089362384405
AUS,Australia,2010,E,Manufacture of coke and refined petroleum products,4191.01,3844.4,Oceania,0.9172967852617865,0.14396853097768494,0.12699343339587243
AUS,Australia,2010,F,Manufacturing of chemicals and pharmaceutical products,8892.97,8157.5,Oceania,0.9172975957413553,0.14396853097768494,0.07042567709426839
AUS,Australia,2010,G,Manufacture of rubber and plastics products,4578.01,4199.4,Oceania,0.9172981273522774,0.14396853097768494,-0.04667423382519875
AUS,Australia,2010,H,Manufacture of other non-metallic mineral products,4839.32,4439.1,Oceania,0.9172982981079988,0.14396853097768494,0.04965595516776622
AUS,Australia,2010,I,Manufacture of basic metals,8229.94,7549.3,Oceania,0.9172970884356386,0.14396853097768494,-0.054316100665171785
AUS,Australia,2010,J,"Manufacture of fabricated metal products, machinery and equipment",21049.55,19308.7,Oceania,0.9172975194244058,0.14396853097768494,0.048172495969339924
AUS,Australia,2010,K,Manufacture of transport equipment,8246.18,7564.2,Oceania,0.9172974637953573,0.14396853097768494,-0.006397036608913775
AUS,Australia,2011,A,"Manufacture of food products, beverages and tobacco products",23787.81,24537.1,Oceania,1.0314989063726336,0.14396853097768494,0.229529226066695
AUS,Australia,2011,B,"Manufacture of textiles, wearing apparel, leather and related products",2719.34,2805.0,Oceania,1.0315002905116681,0.14396853097768494,0.08767303889255107
AUS,Australia,2011,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3463.21,3572.3,Oceania,1.0314996780443577,0.14396853097768494,0.05711241973189707
AUS,Australia,2011,D,Manufacture of paper products and printing,6057.4,6248.2,Oceania,1.0314986627926173,0.14396853097768494,0.06354150708948247
AUS,Australia,2011,E,Manufacture of coke and refined petroleum products,5152.89,5315.2,Oceania,1.031498828812569,0.14396853097768494,0.3825824576006658
AUS,Australia,2011,F,Manufacturing of chemicals and pharmaceutical products,9147.47,9435.6,Oceania,1.0314983268597766,0.14396853097768494,0.15667790376953739
AUS,Australia,2011,G,Manufacture of rubber and plastics products,5051.68,5210.8,Oceania,1.0314984322047318,0.14396853097768494,0.2408439300852505
AUS,Australia,2011,H,Manufacture of other non-metallic mineral products,5279.11,5445.4,Oceania,1.0314996277781672,0.14396853097768494,0.2266900948390438
AUS,Australia,2011,I,Manufacture of basic metals,7208.44,7435.5,Oceania,1.0314991870640529,0.14396853097768494,-0.015074245294265709
AUS,Australia,2011,J,"Manufacture of fabricated metal products, machinery and equipment",22841.03,23560.5,Oceania,1.0314990173385352,0.14396853097768494,0.22020125642844923
AUS,Australia,2011,K,Manufacture of transport equipment,8466.42,8733.1,Oceania,1.0314985554697262,0.14396853097768494,0.1545305518098412
AUS,Australia,2012,A,"Manufacture of food products, beverages and tobacco products",26198.51,27126.2,Oceania,1.0354100290436365,0.14396853097768494,0.1055177669732772
AUS,Australia,2012,B,"Manufacture of textiles, wearing apparel, leather and related products",2881.76,2983.8,Oceania,1.035408916773083,0.14396853097768494,0.06374331550802137
AUS,Australia,2012,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3543.81,3669.3,Oceania,1.035411040659629,0.14396853097768494,0.027153374576603273
AUS,Australia,2012,D,Manufacture of paper products and printing,6260.03,6481.7,Oceania,1.0354103734327151,0.14396853097768494,0.037370762779680655
AUS,Australia,2012,E,Manufacture of coke and refined petroleum products,5021.59,5199.4,Oceania,1.0354091034911252,0.14396853097768494,-0.021786574352799515
AUS,Australia,2012,F,Manufacturing of chemicals and pharmaceutical products,9190.08,9515.5,Oceania,1.0354099202618476,0.14396853097768494,0.008467929967357568
AUS,Australia,2012,G,Manufacture of rubber and plastics products,4756.47,4924.9,Oceania,1.0354107142481712,0.14396853097768494,-0.054866815076379916
AUS,Australia,2012,H,Manufacture of other non-metallic mineral products,5752.5,5956.2,Oceania,1.0354106910039114,0.14396853097768494,0.09380394461380259
AUS,Australia,2012,I,Manufacture of basic metals,5827.84,6034.2,Oceania,1.0354093454864923,0.14396853097768494,-0.18846076255799882
AUS,Australia,2012,J,"Manufacture of fabricated metal products, machinery and equipment",24115.19,24969.1,Oceania,1.0354096318544452,0.14396853097768494,0.059786507077523865
AUS,Australia,2012,K,Manufacture of transport equipment,8865.67,9179.6,Oceania,1.0354096193519498,0.14396853097768494,0.05112732019557775
AUS,Australia,2013,A,"Manufacture of food products, beverages and tobacco products",27869.36,26905.0,Oceania,0.9653971242970775,0.14396853097768494,-0.00815447795857882
AUS,Australia,2013,B,"Manufacture of textiles, wearing apparel, leather and related products",2733.07,2638.5,Oceania,0.9653978858938849,0.14396853097768494,-0.11572491453850797
AUS,Australia,2013,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3822.05,3689.8,Oceania,0.9653981502073494,0.14396853097768494,0.005586896683291043
AUS,Australia,2013,D,Manufacture of paper products and printing,6399.85,6178.4,Oceania,0.9653976265068711,0.14396853097768494,-0.04679327954086121
AUS,Australia,2013,E,Manufacture of coke and refined petroleum products,5530.57,5339.2,Oceania,0.9653977799756626,0.14396853097768494,0.026887717813594003
AUS,Australia,2013,F,Manufacturing of chemicals and pharmaceutical products,10163.38,9811.7,Oceania,0.9653973382870661,0.14396853097768494,0.03112815931900581
AUS,Australia,2013,G,Manufacture of rubber and plastics products,4953.92,4782.5,Oceania,0.9653970996705639,0.14396853097768494,-0.028914292675993325
AUS,Australia,2013,H,Manufacture of other non-metallic mineral products,6054.81,5845.3,Oceania,0.9653977581460029,0.14396853097768494,-0.018619253886706266
AUS,Australia,2013,I,Manufacture of basic metals,6013.28,5805.2,Oceania,0.9653965888832717,0.14396853097768494,-0.037950349673527506
AUS,Australia,2013,J,"Manufacture of fabricated metal products, machinery and equipment",24535.08,23686.1,Oceania,0.9653973005182782,0.14396853097768494,-0.051383510018382705
AUS,Australia,2013,K,Manufacture of transport equipment,7994.74,7718.1,Oceania,0.9653972486910144,0.14396853097768494,-0.15921173035862124
AUS,Australia,2014,A,"Manufacture of food products, beverages and tobacco products",27870.64,25123.1,Oceania,0.9014181231575593,0.14396853097768494,-0.06622932540420001
AUS,Australia,2014,B,"Manufacture of textiles, wearing apparel, leather and related products",2859.49,2577.6,Oceania,0.9014194838939811,0.14396853097768494,-0.02308129619101762
AUS,Australia,2014,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4002.14,3607.6,Oceania,0.9014177415082931,0.14396853097768494,-0.022277630223860423
AUS,Australia,2014,D,Manufacture of paper products and printing,6374.29,5745.9,Oceania,0.9014180402837021,0.14396853097768494,-0.07000194225042078
AUS,Australia,2014,E,Manufacture of coke and refined petroleum products,5317.73,4793.5,Oceania,0.901418462389027,0.14396853097768494,-0.10220632304465083
AUS,Australia,2014,F,Manufacturing of chemicals and pharmaceutical products,10611.72,9565.6,Oceania,0.9014184316962756,0.14396853097768494,-0.025082299703415356
AUS,Australia,2014,G,Manufacture of rubber and plastics products,4845.48,4367.8,Oceania,0.9014174034357795,0.14396853097768494,-0.08671197072660741
AUS,Australia,2014,H,Manufacture of other non-metallic mineral products,6392.37,5762.2,Oceania,0.9014184097603862,0.14396853097768494,-0.014216550048757215
AUS,Australia,2014,I,Manufacture of basic metals,7078.07,6380.3,Oceania,0.9014180419238579,0.14396853097768494,0.09906635430303878
AUS,Australia,2014,J,"Manufacture of fabricated metal products, machinery and equipment",23664.6,21331.7,Oceania,0.9014181520076402,0.14396853097768494,-0.09940007008329776
AUS,Australia,2014,K,Manufacture of transport equipment,8585.03,7738.7,Oceania,0.9014179333094933,0.14396853097768494,0.0026690506730930874
AUS,Australia,2015,A,"Manufacture of food products, beverages and tobacco products",28994.87,21782.8,Oceania,0.7512639304814955,0.14396853097768494,-0.13295731816535372
AUS,Australia,2015,B,"Manufacture of textiles, wearing apparel, leather and related products",2793.96,2099.0,Oceania,0.7512634397056508,0.14396853097768494,-0.18567659838609551
AUS,Australia,2015,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4729.23,3552.9,Oceania,0.751263947830831,0.14396853097768494,-0.015162434859740448
AUS,Australia,2015,D,Manufacture of paper products and printing,6183.98,4645.8,Oceania,0.7512637492359291,0.14396853097768494,-0.19145825719208476
AUS,Australia,2015,E,Manufacture of coke and refined petroleum products,6121.02,4598.5,Oceania,0.7512636782758428,0.14396853097768494,-0.040680087618650274
AUS,Australia,2015,F,Manufacturing of chemicals and pharmaceutical products,10922.79,8205.9,Oceania,0.7512641001062914,0.14396853097768494,-0.1421447687547044
AUS,Australia,2015,G,Manufacture of rubber and plastics products,5387.99,4047.8,Oceania,0.7512634581727138,0.14396853097768494,-0.07326342781262873
AUS,Australia,2015,H,Manufacture of other non-metallic mineral products,6670.49,5011.3,Oceania,0.7512641500099694,0.14396853097768494,-0.1303148103155044
AUS,Australia,2015,I,Manufacture of basic metals,7025.23,5277.8,Oceania,0.7512636596951275,0.14396853097768494,-0.172797517358118
AUS,Australia,2015,J,"Manufacture of fabricated metal products, machinery and equipment",24713.94,18566.7,Oceania,0.751264266240025,0.14396853097768494,-0.12961929897757796
AUS,Australia,2015,K,Manufacture of transport equipment,8474.92,6366.9,Oceania,0.7512637287431622,0.14396853097768494,-0.17726491529585076
AUS,Australia,2016,A,"Manufacture of food products, beverages and tobacco products",25755.47,19146.0,Oceania,0.7433760672975488,0.14396853097768494,-0.12104963549222314
AUS,Australia,2016,B,"Manufacture of textiles, wearing apparel, leather and related products",2429.86,1806.3,Oceania,0.7433761615895565,0.14396853097768494,-0.13944735588375423
AUS,Australia,2016,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4157.11,3090.3,Oceania,0.74337700950901,0.14396853097768494,-0.13020349573587775
AUS,Australia,2016,D,Manufacture of paper products and printing,5496.95,4086.3,Oceania,0.743375872074514,0.14396853097768494,-0.1204313573550303
AUS,Australia,2016,E,Manufacture of coke and refined petroleum products,6465.64,4806.4,Oceania,0.743375752439047,0.14396853097768494,0.04521039469392196
AUS,Australia,2016,F,Manufacturing of chemicals and pharmaceutical products,8845.86,6575.8,Oceania,0.7433759973592166,0.14396853097768494,-0.19864975200770174
AUS,Australia,2016,G,Manufacture of rubber and plastics products,4822.86,3585.2,Oceania,0.7433763368623597,0.14396853097768494,-0.11428430258411981
AUS,Australia,2016,H,Manufacture of other non-metallic mineral products,6378.74,4741.8,Oceania,0.7433756509906345,0.14396853097768494,-0.053778460678865714
AUS,Australia,2016,I,Manufacture of basic metals,6320.62,4698.6,Oceania,0.7433764409187706,0.14396853097768494,-0.10974269582022811
AUS,Australia,2016,J,"Manufacture of fabricated metal products, machinery and equipment",22398.76,16650.7,Oceania,0.7433759725984832,0.14396853097768494,-0.10319550593266436
AUS,Australia,2016,K,Manufacture of transport equipment,8214.41,6106.4,Oceania,0.7433765784761169,0.14396853097768494,-0.04091473087373765
