Country ISO3,Country,Year,ISIC Division,ISIC Division Desc,Measure,Method,Value LCU (million national currency),Value USD (million USD)
SVK,Slovak Republic,2000,10-12,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,Source,609.9,676.69
SVK,Slovak Republic,2000,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,Source,806.38,894.69
SVK,Slovak Republic,2000,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,Source,129.47,143.65
SVK,Slovak Republic,2000,17-18,Manufacture of paper products and printing,Constant 2015 prices,Source,496.26,550.61
SVK,Slovak Republic,2000,19,Manufacture of coke and refined petroleum products,Constant 2015 prices,Source,37.01,41.06
SVK,Slovak Republic,2000,20-21,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,Source,463.59,514.36
SVK,Slovak Republic,2000,22,Manufacture of rubber and plastics products,Constant 2015 prices,Source,169.75,188.34
SVK,Slovak Republic,2000,23,Manufacture of other non-metallic mineral products,Constant 2015 prices,Source,279.86,310.51
SVK,Slovak Republic,2000,24,Manufacture of basic metals,Constant 2015 prices,Source,605.31,671.6
SVK,Slovak Republic,2000,25-28,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,Source,936.33,1038.86
SVK,Slovak Republic,2000,29-30,Manufacture of transport equipment,Constant 2015 prices,Source,313.32,347.64
SVK,Slovak Republic,2000,31-32,"Manufacture of furniture, other manufacturing",Constant 2015 prices,Source,175.5,194.72
SVK,Slovak Republic,2001,10-12,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,Source,751.95,834.3
SVK,Slovak Republic,2001,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,Source,723.12,802.31
SVK,Slovak Republic,2001,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,Source,152.37,169.06
SVK,Slovak Republic,2001,17-18,Manufacture of paper products and printing,Constant 2015 prices,Source,552.82,613.36
SVK,Slovak Republic,2001,19,Manufacture of coke and refined petroleum products,Constant 2015 prices,Source,41.74,46.31
SVK,Slovak Republic,2001,20-21,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,Source,524.86,582.34
SVK,Slovak Republic,2001,22,Manufacture of rubber and plastics products,Constant 2015 prices,Source,196.62,218.15
SVK,Slovak Republic,2001,23,Manufacture of other non-metallic mineral products,Constant 2015 prices,Source,278.74,309.27
SVK,Slovak Republic,2001,24,Manufacture of basic metals,Constant 2015 prices,Source,783.61,869.43
SVK,Slovak Republic,2001,25-28,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,Source,1093.12,1212.84
SVK,Slovak Republic,2001,29-30,Manufacture of transport equipment,Constant 2015 prices,Source,387.51,429.94
SVK,Slovak Republic,2001,31-32,"Manufacture of furniture, other manufacturing",Constant 2015 prices,Source,252.15,279.77
SVK,Slovak Republic,2002,10-12,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,Source,692.31,768.12
SVK,Slovak Republic,2002,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,Source,793.55,880.46
SVK,Slovak Republic,2002,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,Source,173.1,192.05
SVK,Slovak Republic,2002,17-18,Manufacture of paper products and printing,Constant 2015 prices,Source,540.35,599.53
SVK,Slovak Republic,2002,19,Manufacture of coke and refined petroleum products,Constant 2015 prices,Source,33.92,37.63
SVK,Slovak Republic,2002,20-21,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,Source,572.7,635.43
SVK,Slovak Republic,2002,22,Manufacture of rubber and plastics products,Constant 2015 prices,Source,266.56,295.75
SVK,Slovak Republic,2002,23,Manufacture of other non-metallic mineral products,Constant 2015 prices,Source,314.5,348.94
SVK,Slovak Republic,2002,24,Manufacture of basic metals,Constant 2015 prices,Source,757.74,840.72
SVK,Slovak Republic,2002,25-28,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,Source,1114.69,1236.76
SVK,Slovak Republic,2002,29-30,Manufacture of transport equipment,Constant 2015 prices,Source,432.52,479.88
SVK,Slovak Republic,2002,31-32,"Manufacture of furniture, other manufacturing",Constant 2015 prices,Source,352.06,390.61
SVK,Slovak Republic,2003,10-12,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,Source,781.56,867.15
SVK,Slovak Republic,2003,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,Source,839.34,931.26
SVK,Slovak Republic,2003,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,Source,204.37,226.75
SVK,Slovak Republic,2003,17-18,Manufacture of paper products and printing,Constant 2015 prices,Source,496.68,551.08
SVK,Slovak Republic,2003,19,Manufacture of coke and refined petroleum products,Constant 2015 prices,Source,40.05,44.44
SVK,Slovak Republic,2003,20-21,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,Source,457.47,507.57
SVK,Slovak Republic,2003,22,Manufacture of rubber and plastics products,Constant 2015 prices,Source,349.38,387.64
SVK,Slovak Republic,2003,23,Manufacture of other non-metallic mineral products,Constant 2015 prices,Source,316.15,350.78
SVK,Slovak Republic,2003,24,Manufacture of basic metals,Constant 2015 prices,Source,895.51,993.58
SVK,Slovak Republic,2003,25-28,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,Source,1380.63,1531.83
SVK,Slovak Republic,2003,29-30,Manufacture of transport equipment,Constant 2015 prices,Source,673.19,746.91
SVK,Slovak Republic,2003,31-32,"Manufacture of furniture, other manufacturing",Constant 2015 prices,Source,387.53,429.97
SVK,Slovak Republic,2004,10-12,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,Source,946.24,1049.86
SVK,Slovak Republic,2004,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,Source,792.21,878.97
SVK,Slovak Republic,2004,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,Source,267.88,297.22
SVK,Slovak Republic,2004,17-18,Manufacture of paper products and printing,Constant 2015 prices,Source,509.31,565.08
SVK,Slovak Republic,2004,19,Manufacture of coke and refined petroleum products,Constant 2015 prices,Source,96.85,107.46
SVK,Slovak Republic,2004,20-21,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,Source,467.08,518.23
SVK,Slovak Republic,2004,22,Manufacture of rubber and plastics products,Constant 2015 prices,Source,401.71,445.7
SVK,Slovak Republic,2004,23,Manufacture of other non-metallic mineral products,Constant 2015 prices,Source,354.83,393.69
SVK,Slovak Republic,2004,24,Manufacture of basic metals,Constant 2015 prices,Source,981.93,1089.46
SVK,Slovak Republic,2004,25-28,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,Source,1703.93,1890.54
SVK,Slovak Republic,2004,29-30,Manufacture of transport equipment,Constant 2015 prices,Source,975.55,1082.39
SVK,Slovak Republic,2004,31-32,"Manufacture of furniture, other manufacturing",Constant 2015 prices,Source,443.92,492.53
SVK,Slovak Republic,2005,10-12,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,Source,1050.49,1165.54
SVK,Slovak Republic,2005,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,Source,948.01,1051.83
SVK,Slovak Republic,2005,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,Source,309.2,343.06
SVK,Slovak Republic,2005,17-18,Manufacture of paper products and printing,Constant 2015 prices,Source,547.65,607.62
SVK,Slovak Republic,2005,19,Manufacture of coke and refined petroleum products,Constant 2015 prices,Source,75.98,84.3
SVK,Slovak Republic,2005,20-21,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,Source,551.83,612.26
SVK,Slovak Republic,2005,22,Manufacture of rubber and plastics products,Constant 2015 prices,Source,480,532.57
SVK,Slovak Republic,2005,23,Manufacture of other non-metallic mineral products,Constant 2015 prices,Source,382.46,424.34
SVK,Slovak Republic,2005,24,Manufacture of basic metals,Constant 2015 prices,Source,897,995.23
SVK,Slovak Republic,2005,25-28,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,Source,2036,2258.98
SVK,Slovak Republic,2005,29-30,Manufacture of transport equipment,Constant 2015 prices,Source,1188.38,1318.53
SVK,Slovak Republic,2005,31-32,"Manufacture of furniture, other manufacturing",Constant 2015 prices,Source,557.61,618.68
SVK,Slovak Republic,2006,10-12,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,Source,1164.07,1291.55
SVK,Slovak Republic,2006,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,Source,928.67,1030.37
SVK,Slovak Republic,2006,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,Source,371.11,411.75
SVK,Slovak Republic,2006,17-18,Manufacture of paper products and printing,Constant 2015 prices,Source,653.94,725.56
SVK,Slovak Republic,2006,19,Manufacture of coke and refined petroleum products,Constant 2015 prices,Source,47.89,53.13
SVK,Slovak Republic,2006,20-21,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,Source,658.59,730.72
SVK,Slovak Republic,2006,22,Manufacture of rubber and plastics products,Constant 2015 prices,Source,498.29,552.86
SVK,Slovak Republic,2006,23,Manufacture of other non-metallic mineral products,Constant 2015 prices,Source,446.94,495.88
SVK,Slovak Republic,2006,24,Manufacture of basic metals,Constant 2015 prices,Source,1004.49,1114.5
SVK,Slovak Republic,2006,25-28,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,Source,2259.21,2506.63
SVK,Slovak Republic,2006,29-30,Manufacture of transport equipment,Constant 2015 prices,Source,1384.8,1536.45
SVK,Slovak Republic,2006,31-32,"Manufacture of furniture, other manufacturing",Constant 2015 prices,Source,612.59,679.68
SVK,Slovak Republic,2007,10-12,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,Source,1181.28,1310.65
SVK,Slovak Republic,2007,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,Source,1034.49,1147.78
SVK,Slovak Republic,2007,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,Source,392.05,434.98
SVK,Slovak Republic,2007,17-18,Manufacture of paper products and printing,Constant 2015 prices,Source,681.62,756.27
SVK,Slovak Republic,2007,19,Manufacture of coke and refined petroleum products,Constant 2015 prices,Source,84.13,93.34
SVK,Slovak Republic,2007,20-21,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,Source,677.91,752.15
SVK,Slovak Republic,2007,22,Manufacture of rubber and plastics products,Constant 2015 prices,Source,519.7,576.62
SVK,Slovak Republic,2007,23,Manufacture of other non-metallic mineral products,Constant 2015 prices,Source,509.48,565.27
SVK,Slovak Republic,2007,24,Manufacture of basic metals,Constant 2015 prices,Source,1020.29,1132.03
SVK,Slovak Republic,2007,25-28,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,Source,2650.66,2940.95
SVK,Slovak Republic,2007,29-30,Manufacture of transport equipment,Constant 2015 prices,Source,1547.53,1717.01
SVK,Slovak Republic,2007,31-32,"Manufacture of furniture, other manufacturing",Constant 2015 prices,Source,573.89,636.74
SVK,Slovak Republic,2008,10-12,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,Source,1228.71,1363.27
SVK,Slovak Republic,2008,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,Source,790.59,877.17
SVK,Slovak Republic,2008,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,Source,435.72,483.43
SVK,Slovak Republic,2008,17-18,Manufacture of paper products and printing,Constant 2015 prices,Source,680.82,755.38
SVK,Slovak Republic,2008,19,Manufacture of coke and refined petroleum products,Constant 2015 prices,Source,46.4,51.49
SVK,Slovak Republic,2008,20-21,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,Source,732.53,812.75
SVK,Slovak Republic,2008,22,Manufacture of rubber and plastics products,Constant 2015 prices,Source,519.71,576.63
SVK,Slovak Republic,2008,23,Manufacture of other non-metallic mineral products,Constant 2015 prices,Source,496.99,551.41
SVK,Slovak Republic,2008,24,Manufacture of basic metals,Constant 2015 prices,Source,830.65,921.62
SVK,Slovak Republic,2008,25-28,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,Source,3085.09,3422.94
SVK,Slovak Republic,2008,29-30,Manufacture of transport equipment,Constant 2015 prices,Source,1682.57,1866.83
SVK,Slovak Republic,2008,31-32,"Manufacture of furniture, other manufacturing",Constant 2015 prices,Source,543.78,603.33
SVK,Slovak Republic,2009,10-12,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,Source,1216.1,1349.28
SVK,Slovak Republic,2009,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,Source,686.4,761.57
SVK,Slovak Republic,2009,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,Source,425.58,472.19
SVK,Slovak Republic,2009,17-18,Manufacture of paper products and printing,Constant 2015 prices,Source,687.95,763.29
SVK,Slovak Republic,2009,19,Manufacture of coke and refined petroleum products,Constant 2015 prices,Source,90.02,99.88
SVK,Slovak Republic,2009,20-21,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,Source,870.59,965.93
SVK,Slovak Republic,2009,22,Manufacture of rubber and plastics products,Constant 2015 prices,Source,513.12,569.31
SVK,Slovak Republic,2009,23,Manufacture of other non-metallic mineral products,Constant 2015 prices,Source,351.26,389.73
SVK,Slovak Republic,2009,24,Manufacture of basic metals,Constant 2015 prices,Source,573.42,636.22
SVK,Slovak Republic,2009,25-28,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,Source,2342.16,2598.66
SVK,Slovak Republic,2009,29-30,Manufacture of transport equipment,Constant 2015 prices,Source,1115.55,1237.72
SVK,Slovak Republic,2009,31-32,"Manufacture of furniture, other manufacturing",Constant 2015 prices,Source,539.75,598.86
SVK,Slovak Republic,2010,10-12,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,Source,1207.31,1339.53
SVK,Slovak Republic,2010,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,Source,930.87,1032.81
SVK,Slovak Republic,2010,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,Source,476.54,528.73
SVK,Slovak Republic,2010,17-18,Manufacture of paper products and printing,Constant 2015 prices,Source,641.66,711.93
SVK,Slovak Republic,2010,19,Manufacture of coke and refined petroleum products,Constant 2015 prices,Source,160.34,177.89
SVK,Slovak Republic,2010,20-21,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,Source,877.2,973.26
SVK,Slovak Republic,2010,22,Manufacture of rubber and plastics products,Constant 2015 prices,Source,554.68,615.42
SVK,Slovak Republic,2010,23,Manufacture of other non-metallic mineral products,Constant 2015 prices,Source,407.83,452.5
SVK,Slovak Republic,2010,24,Manufacture of basic metals,Constant 2015 prices,Source,651.39,722.72
SVK,Slovak Republic,2010,25-28,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,Source,3363.29,3731.63
SVK,Slovak Republic,2010,29-30,Manufacture of transport equipment,Constant 2015 prices,Source,1784.59,1980.03
SVK,Slovak Republic,2010,31-32,"Manufacture of furniture, other manufacturing",Constant 2015 prices,Source,612.55,679.63
SVK,Slovak Republic,2011,10-12,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,Source,1380.99,1532.23
SVK,Slovak Republic,2011,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,Source,813.67,902.78
SVK,Slovak Republic,2011,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,Source,454.46,504.23
SVK,Slovak Republic,2011,17-18,Manufacture of paper products and printing,Constant 2015 prices,Source,601.14,666.97
SVK,Slovak Republic,2011,19,Manufacture of coke and refined petroleum products,Constant 2015 prices,Source,22.41,24.86
SVK,Slovak Republic,2011,20-21,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,Source,938.21,1040.96
SVK,Slovak Republic,2011,22,Manufacture of rubber and plastics products,Constant 2015 prices,Source,625.76,694.28
SVK,Slovak Republic,2011,23,Manufacture of other non-metallic mineral products,Constant 2015 prices,Source,516.55,573.12
SVK,Slovak Republic,2011,24,Manufacture of basic metals,Constant 2015 prices,Source,537.05,595.86
SVK,Slovak Republic,2011,25-28,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,Source,4162.95,4618.86
SVK,Slovak Republic,2011,29-30,Manufacture of transport equipment,Constant 2015 prices,Source,1561.5,1732.51
SVK,Slovak Republic,2011,31-32,"Manufacture of furniture, other manufacturing",Constant 2015 prices,Source,619.24,687.05
SVK,Slovak Republic,2012,10-12,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,Source,1359.02,1507.85
SVK,Slovak Republic,2012,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,Source,750.71,832.93
SVK,Slovak Republic,2012,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,Source,427.32,474.12
SVK,Slovak Republic,2012,17-18,Manufacture of paper products and printing,Constant 2015 prices,Source,670.3,743.71
SVK,Slovak Republic,2012,19,Manufacture of coke and refined petroleum products,Constant 2015 prices,Source,105.63,117.19
SVK,Slovak Republic,2012,20-21,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,Source,913.96,1014.05
SVK,Slovak Republic,2012,22,Manufacture of rubber and plastics products,Constant 2015 prices,Source,754.45,837.07
SVK,Slovak Republic,2012,23,Manufacture of other non-metallic mineral products,Constant 2015 prices,Source,450.45,499.78
SVK,Slovak Republic,2012,24,Manufacture of basic metals,Constant 2015 prices,Source,622.78,690.99
SVK,Slovak Republic,2012,25-28,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,Source,3815.09,4232.91
SVK,Slovak Republic,2012,29-30,Manufacture of transport equipment,Constant 2015 prices,Source,1559.49,1730.28
SVK,Slovak Republic,2012,31-32,"Manufacture of furniture, other manufacturing",Constant 2015 prices,Source,515.78,572.26
SVK,Slovak Republic,2013,10-12,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,Source,1195.69,1326.64
SVK,Slovak Republic,2013,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,Source,702.21,779.11
SVK,Slovak Republic,2013,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,Source,454.6,504.38
SVK,Slovak Republic,2013,17-18,Manufacture of paper products and printing,Constant 2015 prices,Source,588.07,652.47
SVK,Slovak Republic,2013,19,Manufacture of coke and refined petroleum products,Constant 2015 prices,Source,102.55,113.78
SVK,Slovak Republic,2013,20-21,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,Source,575.02,637.99
SVK,Slovak Republic,2013,22,Manufacture of rubber and plastics products,Constant 2015 prices,Source,841.56,933.72
SVK,Slovak Republic,2013,23,Manufacture of other non-metallic mineral products,Constant 2015 prices,Source,467.57,518.77
SVK,Slovak Republic,2013,24,Manufacture of basic metals,Constant 2015 prices,Source,608.98,675.67
SVK,Slovak Republic,2013,25-28,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,Source,3697.35,4102.26
SVK,Slovak Republic,2013,29-30,Manufacture of transport equipment,Constant 2015 prices,Source,1827.61,2027.76
SVK,Slovak Republic,2013,31-32,"Manufacture of furniture, other manufacturing",Constant 2015 prices,Source,503.49,558.63
SVK,Slovak Republic,2014,10-12,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,Source,1079.88,1198.14
SVK,Slovak Republic,2014,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,Source,754.93,837.61
SVK,Slovak Republic,2014,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,Source,561.44,622.92
SVK,Slovak Republic,2014,17-18,Manufacture of paper products and printing,Constant 2015 prices,Source,542.46,601.87
SVK,Slovak Republic,2014,19,Manufacture of coke and refined petroleum products,Constant 2015 prices,Source,141.56,157.07
SVK,Slovak Republic,2014,20-21,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,Source,639.81,709.88
SVK,Slovak Republic,2014,22,Manufacture of rubber and plastics products,Constant 2015 prices,Source,1061.88,1178.17
SVK,Slovak Republic,2014,23,Manufacture of other non-metallic mineral products,Constant 2015 prices,Source,523.9,581.27
SVK,Slovak Republic,2014,24,Manufacture of basic metals,Constant 2015 prices,Source,651.27,722.59
SVK,Slovak Republic,2014,25-28,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,Source,4732.74,5251.04
SVK,Slovak Republic,2014,29-30,Manufacture of transport equipment,Constant 2015 prices,Source,2530.05,2807.13
SVK,Slovak Republic,2014,31-32,"Manufacture of furniture, other manufacturing",Constant 2015 prices,Source,482.17,534.97
SVK,Slovak Republic,2015,10-12,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,Source,983.96,1091.71
SVK,Slovak Republic,2015,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,Source,684.03,758.93
SVK,Slovak Republic,2015,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,Source,588.63,653.09
SVK,Slovak Republic,2015,17-18,Manufacture of paper products and printing,Constant 2015 prices,Source,514.77,571.14
SVK,Slovak Republic,2015,19,Manufacture of coke and refined petroleum products,Constant 2015 prices,Source,330.83,367.06
SVK,Slovak Republic,2015,20-21,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,Source,693.37,769.31
SVK,Slovak Republic,2015,22,Manufacture of rubber and plastics products,Constant 2015 prices,Source,1254.27,1391.62
SVK,Slovak Republic,2015,23,Manufacture of other non-metallic mineral products,Constant 2015 prices,Source,521.86,579.01
SVK,Slovak Republic,2015,24,Manufacture of basic metals,Constant 2015 prices,Source,854.55,948.14
SVK,Slovak Republic,2015,25-28,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,Source,5182.22,5749.74
SVK,Slovak Republic,2015,29-30,Manufacture of transport equipment,Constant 2015 prices,Source,3090.19,3428.61
SVK,Slovak Republic,2015,31-32,"Manufacture of furniture, other manufacturing",Constant 2015 prices,Source,479.75,532.29
SVK,Slovak Republic,2016,10-12,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,Source,697.52,773.91
SVK,Slovak Republic,2016,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,Source,598.68,664.24
SVK,Slovak Republic,2016,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,Source,552.14,612.6
SVK,Slovak Republic,2016,17-18,Manufacture of paper products and printing,Constant 2015 prices,Source,480.54,533.16
SVK,Slovak Republic,2016,19,Manufacture of coke and refined petroleum products,Constant 2015 prices,Source,84.29,93.53
SVK,Slovak Republic,2016,20-21,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,Source,631.27,700.4
SVK,Slovak Republic,2016,22,Manufacture of rubber and plastics products,Constant 2015 prices,Source,1466.47,1627.07
SVK,Slovak Republic,2016,23,Manufacture of other non-metallic mineral products,Constant 2015 prices,Source,578.44,641.79
SVK,Slovak Republic,2016,24,Manufacture of basic metals,Constant 2015 prices,Source,1106.33,1227.49
SVK,Slovak Republic,2016,25-28,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,Source,5044.91,5597.39
SVK,Slovak Republic,2016,29-30,Manufacture of transport equipment,Constant 2015 prices,Source,3278.19,3637.2
SVK,Slovak Republic,2016,31-32,"Manufacture of furniture, other manufacturing",Constant 2015 prices,Source,489.48,543.09
SVK,Slovak Republic,2017,10-12,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,Source,752.01,834.36
SVK,Slovak Republic,2017,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,Source,618.71,686.46
SVK,Slovak Republic,2017,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,Source,602.05,667.99
SVK,Slovak Republic,2017,17-18,Manufacture of paper products and printing,Constant 2015 prices,Source,441.12,489.43
SVK,Slovak Republic,2017,19,Manufacture of coke and refined petroleum products,Constant 2015 prices,Source,678.8,753.14
SVK,Slovak Republic,2017,20-21,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,Source,567.54,629.69
SVK,Slovak Republic,2017,22,Manufacture of rubber and plastics products,Constant 2015 prices,Source,1643.58,1823.57
SVK,Slovak Republic,2017,23,Manufacture of other non-metallic mineral products,Constant 2015 prices,Source,673.6,747.37
SVK,Slovak Republic,2017,24,Manufacture of basic metals,Constant 2015 prices,Source,1165.38,1293.01
SVK,Slovak Republic,2017,25-28,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,Source,4729.84,5247.81
SVK,Slovak Republic,2017,29-30,Manufacture of transport equipment,Constant 2015 prices,Source,3125.22,3467.47
SVK,Slovak Republic,2017,31-32,"Manufacture of furniture, other manufacturing",Constant 2015 prices,Source,475,527.02
SVK,Slovak Republic,2018,10-12,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,Source,931.27,1033.25
SVK,Slovak Republic,2018,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,Source,802.19,890.04
SVK,Slovak Republic,2018,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,Source,512.67,568.82
SVK,Slovak Republic,2018,17-18,Manufacture of paper products and printing,Constant 2015 prices,Source,465.27,516.23
SVK,Slovak Republic,2018,19,Manufacture of coke and refined petroleum products,Constant 2015 prices,Source,910.59,1010.31
SVK,Slovak Republic,2018,20-21,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,Source,640.51,710.66
SVK,Slovak Republic,2018,22,Manufacture of rubber and plastics products,Constant 2015 prices,Source,1668.44,1851.16
SVK,Slovak Republic,2018,23,Manufacture of other non-metallic mineral products,Constant 2015 prices,Source,694.64,770.72
SVK,Slovak Republic,2018,24,Manufacture of basic metals,Constant 2015 prices,Source,1390.6,1542.89
SVK,Slovak Republic,2018,25-28,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,Source,5078.65,5634.84
SVK,Slovak Republic,2018,29-30,Manufacture of transport equipment,Constant 2015 prices,Source,3915.5,4344.29
SVK,Slovak Republic,2018,31-32,"Manufacture of furniture, other manufacturing",Constant 2015 prices,Source,464.62,515.5
SVK,Slovak Republic,2019,10-12,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,Source,999.13,1108.55
SVK,Slovak Republic,2019,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,Source,795.22,882.3
SVK,Slovak Republic,2019,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,Source,550.17,610.42
SVK,Slovak Republic,2019,17-18,Manufacture of paper products and printing,Constant 2015 prices,Source,462.2,512.82
SVK,Slovak Republic,2019,19,Manufacture of coke and refined petroleum products,Constant 2015 prices,Source,2460.45,2729.9
SVK,Slovak Republic,2019,20-21,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,Source,773.73,858.46
SVK,Slovak Republic,2019,22,Manufacture of rubber and plastics products,Constant 2015 prices,Source,1966.59,2181.95
