Country ISO3,Country,Year,ISIC Division,ISIC Division Desc,Measure,Method,Value LCU (million national currency),Value USD (million USD)
,European Union (13 countries),2013,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,43710.6
,European Union (13 countries),2013,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,12974.1
,European Union (13 countries),2013,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,9797.2
,European Union (13 countries),2013,17-18,Manufacture of paper products and printing,Current prices,Source,0,10546.7
,European Union (13 countries),2013,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,11342.4
,European Union (13 countries),2013,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,19866.7
,European Union (13 countries),2013,22,Manufacture of rubber and plastics products,Current prices,Source,0,17776.6
,European Union (13 countries),2013,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,12256.2
,European Union (13 countries),2013,24,Manufacture of basic metals,Current prices,Source,0,9776.1
,European Union (13 countries),2013,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,67551.3
,European Union (13 countries),2013,29-30,Manufacture of transport equipment,Current prices,Source,0,36637.1
,European Union (13 countries),2014,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,44569
,European Union (13 countries),2014,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,13440
,European Union (13 countries),2014,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,10701.4
,European Union (13 countries),2014,17-18,Manufacture of paper products and printing,Current prices,Source,0,11212.2
,European Union (13 countries),2014,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,12801.8
,European Union (13 countries),2014,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,21713.5
,European Union (13 countries),2014,22,Manufacture of rubber and plastics products,Current prices,Source,0,18786.5
,European Union (13 countries),2014,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,13670.6
,European Union (13 countries),2014,24,Manufacture of basic metals,Current prices,Source,0,10242.8
,European Union (13 countries),2014,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,73246.8
,European Union (13 countries),2014,29-30,Manufacture of transport equipment,Current prices,Source,0,40998.9
,European Union (13 countries),2015,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,39629.1
,European Union (13 countries),2015,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,11345.2
,European Union (13 countries),2015,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,9258.6
,European Union (13 countries),2015,17-18,Manufacture of paper products and printing,Current prices,Source,0,10073
,European Union (13 countries),2015,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,9054.1
,European Union (13 countries),2015,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,19733.5
,European Union (13 countries),2015,22,Manufacture of rubber and plastics products,Current prices,Source,0,17257.9
,European Union (13 countries),2015,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,12154.5
,European Union (13 countries),2015,24,Manufacture of basic metals,Current prices,Source,0,9299.6
,European Union (13 countries),2015,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,65915.5
,European Union (13 countries),2015,29-30,Manufacture of transport equipment,Current prices,Source,0,38435
,European Union (13 countries),2016,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,39681.8
,European Union (13 countries),2016,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,11662
,European Union (13 countries),2016,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,9330.1
,European Union (13 countries),2016,17-18,Manufacture of paper products and printing,Current prices,Source,0,10406.7
,European Union (13 countries),2016,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,9578
,European Union (13 countries),2016,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,19108.7
,European Union (13 countries),2016,22,Manufacture of rubber and plastics products,Current prices,Source,0,18397.2
,European Union (13 countries),2016,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,12735.6
,European Union (13 countries),2016,24,Manufacture of basic metals,Current prices,Source,0,9432.3
,European Union (13 countries),2016,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,66873.2
,European Union (13 countries),2016,29-30,Manufacture of transport equipment,Current prices,Source,0,41546
,European Union (13 countries),2017,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,44719.8
,European Union (13 countries),2017,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,12159.3
,European Union (13 countries),2017,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,10259.4
,European Union (13 countries),2017,17-18,Manufacture of paper products and printing,Current prices,Source,0,11127.3
,European Union (13 countries),2017,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,9322.2
,European Union (13 countries),2017,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,20809.7
,European Union (13 countries),2017,22,Manufacture of rubber and plastics products,Current prices,Source,0,19628.3
,European Union (13 countries),2017,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,13634.9
,European Union (13 countries),2017,24,Manufacture of basic metals,Current prices,Source,0,10302.7
,European Union (13 countries),2017,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,72310.3
,European Union (13 countries),2017,29-30,Manufacture of transport equipment,Current prices,Source,0,45881
,European Union (13 countries),2018,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,50090.4
,European Union (13 countries),2018,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,12941.6
,European Union (13 countries),2018,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,11419.1
,European Union (13 countries),2018,17-18,Manufacture of paper products and printing,Current prices,Source,0,12299
,European Union (13 countries),2018,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,10188.5
,European Union (13 countries),2018,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,21949.3
,European Union (13 countries),2018,22,Manufacture of rubber and plastics products,Current prices,Source,0,21543
,European Union (13 countries),2018,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,15298.8
,European Union (13 countries),2018,24,Manufacture of basic metals,Current prices,Source,0,11570.7
,European Union (13 countries),2018,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,80555.6
,European Union (13 countries),2018,29-30,Manufacture of transport equipment,Current prices,Source,0,50048.1
,European Union (15 countries),2000,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,172165.7
,European Union (15 countries),2000,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,77631.4
,European Union (15 countries),2000,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,31333.6
,European Union (15 countries),2000,17-18,Manufacture of paper products and printing,Current prices,Source,0,89265.4
,European Union (15 countries),2000,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,33756.9
,European Union (15 countries),2000,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,179896.09
,European Union (15 countries),2000,22,Manufacture of rubber and plastics products,Current prices,Source,0,69485.7
,European Union (15 countries),2000,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,65483.9
,European Union (15 countries),2000,24,Manufacture of basic metals,Current prices,Source,0,61551.2
,European Union (15 countries),2000,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,452120.59
,European Union (15 countries),2000,29-30,Manufacture of transport equipment,Current prices,Source,0,176763
,European Union (15 countries),2001,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,170224.8
,European Union (15 countries),2001,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,75389.4
,European Union (15 countries),2001,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,30505.3
,European Union (15 countries),2001,17-18,Manufacture of paper products and printing,Current prices,Source,0,86565.7
,European Union (15 countries),2001,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,32718.2
,European Union (15 countries),2001,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,180355
,European Union (15 countries),2001,22,Manufacture of rubber and plastics products,Current prices,Source,0,69046.3
,European Union (15 countries),2001,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,63532.1
,European Union (15 countries),2001,24,Manufacture of basic metals,Current prices,Source,0,58224.8
,European Union (15 countries),2001,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,433922.5
,European Union (15 countries),2001,29-30,Manufacture of transport equipment,Current prices,Source,0,179831.2
,European Union (15 countries),2002,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,187239.3
,European Union (15 countries),2002,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,77416.6
,European Union (15 countries),2002,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,31663.3
,European Union (15 countries),2002,17-18,Manufacture of paper products and printing,Current prices,Source,0,90279.7
,European Union (15 countries),2002,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,29462.5
,European Union (15 countries),2002,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,198618.41
,European Union (15 countries),2002,22,Manufacture of rubber and plastics products,Current prices,Source,0,74193
,European Union (15 countries),2002,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,68180.6
,European Union (15 countries),2002,24,Manufacture of basic metals,Current prices,Source,0,59060.7
,European Union (15 countries),2002,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,456780.41
,European Union (15 countries),2002,29-30,Manufacture of transport equipment,Current prices,Source,0,192357
,European Union (15 countries),2003,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,226286.7
,European Union (15 countries),2003,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,87957
,European Union (15 countries),2003,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,37624.9
,European Union (15 countries),2003,17-18,Manufacture of paper products and printing,Current prices,Source,0,102269.8
,European Union (15 countries),2003,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,38956.7
,European Union (15 countries),2003,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,231624.3
,European Union (15 countries),2003,22,Manufacture of rubber and plastics products,Current prices,Source,0,87769.5
,European Union (15 countries),2003,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,79821.3
,European Union (15 countries),2003,24,Manufacture of basic metals,Current prices,Source,0,71006.3
,European Union (15 countries),2003,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,540098.38
,European Union (15 countries),2003,29-30,Manufacture of transport equipment,Current prices,Source,0,232563.3
,European Union (15 countries),2004,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,256471.8
,European Union (15 countries),2004,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,93194.3
,European Union (15 countries),2004,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,42546.6
,European Union (15 countries),2004,17-18,Manufacture of paper products and printing,Current prices,Source,0,113441.3
,European Union (15 countries),2004,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,50060.3
,European Union (15 countries),2004,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,256197.8
,European Union (15 countries),2004,22,Manufacture of rubber and plastics products,Current prices,Source,0,98920
,European Union (15 countries),2004,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,89257
,European Union (15 countries),2004,24,Manufacture of basic metals,Current prices,Source,0,85352.3
,European Union (15 countries),2004,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,618879.88
,European Union (15 countries),2004,29-30,Manufacture of transport equipment,Current prices,Source,0,258026.7
,European Union (15 countries),2005,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,262790.09
,European Union (15 countries),2005,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,89505.8
,European Union (15 countries),2005,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,42487
,European Union (15 countries),2005,17-18,Manufacture of paper products and printing,Current prices,Source,0,113101
,European Union (15 countries),2005,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,55825.3
,European Union (15 countries),2005,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,267147.59
,European Union (15 countries),2005,22,Manufacture of rubber and plastics products,Current prices,Source,0,98780
,European Union (15 countries),2005,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,91382.8
,European Union (15 countries),2005,24,Manufacture of basic metals,Current prices,Source,0,91353.9
,European Union (15 countries),2005,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,629348.31
,European Union (15 countries),2005,29-30,Manufacture of transport equipment,Current prices,Source,0,259340.8
,European Union (15 countries),2006,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,275442.31
,European Union (15 countries),2006,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,90622.6
,European Union (15 countries),2006,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,45399.3
,European Union (15 countries),2006,17-18,Manufacture of paper products and printing,Current prices,Source,0,115675.6
,European Union (15 countries),2006,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,55201.9
,European Union (15 countries),2006,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,280330.31
,European Union (15 countries),2006,22,Manufacture of rubber and plastics products,Current prices,Source,0,101595.4
,European Union (15 countries),2006,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,95735.7
,European Union (15 countries),2006,24,Manufacture of basic metals,Current prices,Source,0,97633.7
,European Union (15 countries),2006,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,678377.19
,European Union (15 countries),2006,29-30,Manufacture of transport equipment,Current prices,Source,0,279872.19
,European Union (15 countries),2007,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,312354.41
,European Union (15 countries),2007,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,102637.4
,European Union (15 countries),2007,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,52424
,European Union (15 countries),2007,17-18,Manufacture of paper products and printing,Current prices,Source,0,127192.1
,European Union (15 countries),2007,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,62400.1
,European Union (15 countries),2007,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,315356.19
,European Union (15 countries),2007,22,Manufacture of rubber and plastics products,Current prices,Source,0,113472.4
,European Union (15 countries),2007,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,109741.9
,European Union (15 countries),2007,24,Manufacture of basic metals,Current prices,Source,0,119211.8
,European Union (15 countries),2007,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,785619.38
,European Union (15 countries),2007,29-30,Manufacture of transport equipment,Current prices,Source,0,319542.91
,European Union (15 countries),2008,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,325811.69
,European Union (15 countries),2008,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,103700.6
,European Union (15 countries),2008,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,50618.1
,European Union (15 countries),2008,17-18,Manufacture of paper products and printing,Current prices,Source,0,127445.1
,European Union (15 countries),2008,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,66944.2
,European Union (15 countries),2008,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,331432
,European Union (15 countries),2008,22,Manufacture of rubber and plastics products,Current prices,Source,0,115365.6
,European Union (15 countries),2008,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,109749.5
,European Union (15 countries),2008,24,Manufacture of basic metals,Current prices,Source,0,120178.3
,European Union (15 countries),2008,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,834052.62
,European Union (15 countries),2008,29-30,Manufacture of transport equipment,Current prices,Source,0,317481.59
,European Union (15 countries),2009,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,304423
,European Union (15 countries),2009,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,84012.3
,European Union (15 countries),2009,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,40200
,European Union (15 countries),2009,17-18,Manufacture of paper products and printing,Current prices,Source,0,108229.1
,European Union (15 countries),2009,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,45160.2
,European Union (15 countries),2009,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,297919.09
,European Union (15 countries),2009,22,Manufacture of rubber and plastics products,Current prices,Source,0,98055
,European Union (15 countries),2009,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,88124.6
,European Union (15 countries),2009,24,Manufacture of basic metals,Current prices,Source,0,75557.4
,European Union (15 countries),2009,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,646759.31
,European Union (15 countries),2009,29-30,Manufacture of transport equipment,Current prices,Source,0,242643
,European Union (15 countries),2010,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,296568
,European Union (15 countries),2010,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,84843.1
,European Union (15 countries),2010,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,39911.3
,European Union (15 countries),2010,17-18,Manufacture of paper products and printing,Current prices,Source,0,106239.5
,European Union (15 countries),2010,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,51142.1
,European Union (15 countries),2010,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,308448.5
,European Union (15 countries),2010,22,Manufacture of rubber and plastics products,Current prices,Source,0,97756.9
,European Union (15 countries),2010,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,82557.4
,European Union (15 countries),2010,24,Manufacture of basic metals,Current prices,Source,0,83297.6
,European Union (15 countries),2010,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,680351.12
,European Union (15 countries),2010,29-30,Manufacture of transport equipment,Current prices,Source,0,284841.91
,European Union (15 countries),2011,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,317598.31
,European Union (15 countries),2011,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,92725.8
,European Union (15 countries),2011,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,42237
,European Union (15 countries),2011,17-18,Manufacture of paper products and printing,Current prices,Source,0,111457.6
,European Union (15 countries),2011,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,56175.1
,European Union (15 countries),2011,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,335490.19
,European Union (15 countries),2011,22,Manufacture of rubber and plastics products,Current prices,Source,0,107638.4
,European Union (15 countries),2011,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,88105.8
,European Union (15 countries),2011,24,Manufacture of basic metals,Current prices,Source,0,96648.9
,European Union (15 countries),2011,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,757816.81
,European Union (15 countries),2011,29-30,Manufacture of transport equipment,Current prices,Source,0,323813.59
,European Union (15 countries),2012,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,300458.5
,European Union (15 countries),2012,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,83403.6
,European Union (15 countries),2012,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,37670.1
,European Union (15 countries),2012,17-18,Manufacture of paper products and printing,Current prices,Source,0,102309.4
,European Union (15 countries),2012,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,53814.7
,European Union (15 countries),2012,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,310505.41
,European Union (15 countries),2012,22,Manufacture of rubber and plastics products,Current prices,Source,0,100607.5
,European Union (15 countries),2012,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,78444.5
,European Union (15 countries),2012,24,Manufacture of basic metals,Current prices,Source,0,84819.1
,European Union (15 countries),2012,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,702909.5
,European Union (15 countries),2012,29-30,Manufacture of transport equipment,Current prices,Source,0,302228.5
,European Union (15 countries),2013,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,316584.5
,European Union (15 countries),2013,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,87179.3
,European Union (15 countries),2013,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,37850
,European Union (15 countries),2013,17-18,Manufacture of paper products and printing,Current prices,Source,0,102046.7
,European Union (15 countries),2013,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,53341.8
,European Union (15 countries),2013,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,321408.81
,European Union (15 countries),2013,22,Manufacture of rubber and plastics products,Current prices,Source,0,106794.1
,European Union (15 countries),2013,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,79831.5
,European Union (15 countries),2013,24,Manufacture of basic metals,Current prices,Source,0,84874.7
,European Union (15 countries),2013,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,731660.12
,European Union (15 countries),2013,29-30,Manufacture of transport equipment,Current prices,Source,0,323031.19
,European Union (15 countries),2014,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,327121.91
,European Union (15 countries),2014,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,91003.1
,European Union (15 countries),2014,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,39009.8
,European Union (15 countries),2014,17-18,Manufacture of paper products and printing,Current prices,Source,0,104521.1
,European Union (15 countries),2014,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,45728.5
,European Union (15 countries),2014,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,331251.09
,European Union (15 countries),2014,22,Manufacture of rubber and plastics products,Current prices,Source,0,110124.1
,European Union (15 countries),2014,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,83004.1
,European Union (15 countries),2014,24,Manufacture of basic metals,Current prices,Source,0,88433.7
,European Union (15 countries),2014,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,754237.38
,European Union (15 countries),2014,29-30,Manufacture of transport equipment,Current prices,Source,0,354202.91
,European Union (15 countries),2015,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,287735.41
,European Union (15 countries),2015,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,78317.8
,European Union (15 countries),2015,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,35238.9
,European Union (15 countries),2015,17-18,Manufacture of paper products and printing,Current prices,Source,0,88527.8
,European Union (15 countries),2015,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,56897.8
,European Union (15 countries),2015,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,324927.41
,European Union (15 countries),2015,22,Manufacture of rubber and plastics products,Current prices,Source,0,98979.8
,European Union (15 countries),2015,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,71595.4
,European Union (15 countries),2015,24,Manufacture of basic metals,Current prices,Source,0,76636.6
,European Union (15 countries),2015,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,658719.69
,European Union (15 countries),2015,29-30,Manufacture of transport equipment,Current prices,Source,0,326510
,European Union (15 countries),2016,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,287490.81
,European Union (15 countries),2016,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,77739.6
,European Union (15 countries),2016,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,35867.9
,European Union (15 countries),2016,17-18,Manufacture of paper products and printing,Current prices,Source,0,89536.6
,European Union (15 countries),2016,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,55917
,European Union (15 countries),2016,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,328203.59
,European Union (15 countries),2016,22,Manufacture of rubber and plastics products,Current prices,Source,0,100754.5
,European Union (15 countries),2016,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,74079.2
,European Union (15 countries),2016,24,Manufacture of basic metals,Current prices,Source,0,75548.3
,European Union (15 countries),2016,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,668067.31
,European Union (15 countries),2016,29-30,Manufacture of transport equipment,Current prices,Source,0,345455.31
,European Union (15 countries),2017,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,291646.41
,European Union (15 countries),2017,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,80959.2
,European Union (15 countries),2017,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,36766.8
,European Union (15 countries),2017,17-18,Manufacture of paper products and printing,Current prices,Source,0,91304.8
,European Union (15 countries),2017,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,60371.5
,European Union (15 countries),2017,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,341684.31
,European Union (15 countries),2017,22,Manufacture of rubber and plastics products,Current prices,Source,0,102625.4
,European Union (15 countries),2017,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,76837
,European Union (15 countries),2017,24,Manufacture of basic metals,Current prices,Source,0,82358.3
,European Union (15 countries),2017,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,704473.69
,European Union (15 countries),2017,29-30,Manufacture of transport equipment,Current prices,Source,0,366680.19
,European Union (15 countries),2018,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,311760.81
,European Union (15 countries),2018,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,85817.9
,European Union (15 countries),2018,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,39208.2
,European Union (15 countries),2018,17-18,Manufacture of paper products and printing,Current prices,Source,0,96965.1
,European Union (15 countries),2018,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,66846
,European Union (15 countries),2018,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,368831.41
,European Union (15 countries),2018,22,Manufacture of rubber and plastics products,Current prices,Source,0,107123.8
,European Union (15 countries),2018,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,82093.5
,European Union (15 countries),2018,24,Manufacture of basic metals,Current prices,Source,0,90553.3
,European Union (15 countries),2018,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,762120
,European Union (15 countries),2018,29-30,Manufacture of transport equipment,Current prices,Source,0,381213.81
,European Union (28 countries),2000,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,188427.3
